,Unnamed: 0.1,Unnamed: 0,school_type,address,phone_number,fax_number,school_email,management_email,office_email,website,miur_code,school_name,school_id,institute_id,institute_id_number,municipalityISTITUTO,institute_uri,stage
388,388,388,Provincial,"Via Degasperi, 4",+39 0464 410475,+39 0461 490699,ic.altavallagarina@pec.provincia.tn.it,dir.ic.altavallagarina@scuole.provincia.tn.it,segr.ic.altavallagarina@scuole.provincia.tn.it,http://www.ic-altavallagarina.it,TNEE86002D,"SCUOLA PRIMARIA ""A.DE VALENTINI"" CALLIANO",29441,/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VALLAGARINA2,189,Calliano,TNIC86000A,Primary School
389,389,389,Provincial,"Via Stazione, 30",+39 0464 410475,+39 0461 490699,ic.altavallagarina@pec.provincia.tn.it,dir.ic.altavallagarina@scuole.provincia.tn.it,segr.ic.altavallagarina@scuole.provincia.tn.it,http://www.ic-altavallagarina.it,TNEE86003E,"SCUOLA PRIMARIA ""G. TOVAZZI"" VOLANO",29442,/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VALLAGARINA2,189,Volano,TNIC86000A,Primary School
390,390,390,Provincial,"Via Degasperi, 2",+39 0464 410475,+39 0461 490699,ic.altavallagarina@pec.provincia.tn.it,dir.ic.altavallagarina@scuole.provincia.tn.it,segr.ic.altavallagarina@scuole.provincia.tn.it,http://www.ic-altavallagarina.it,TNEE86001C,"SCUOLA PRIMARIA ""S. PELLICO"" BESENELLO",29443,/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VALLAGARINA2,189,Besenello,TNIC86000A,Primary School
391,391,391,Provincial,"Via Manzoni, 3",+39 0464 410475,+39 0461 490699,ic.altavallagarina@pec.provincia.tn.it,dir.ic.altavallagarina@scuole.provincia.tn.it,segr.ic.altavallagarina@scuole.provincia.tn.it,http://www.ic-altavallagarina.it,TNMM86001B,"SCUOLA SECONDARIA DI PRIMO GRADO ""ALTA VALLAGARINA"" VOLANO",29444,/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VALLAGARINA2,189,Rovereto,TNIC86000A,Middle School
392,392,392,Provincial,"Via S Osvaldo, 5",+39 0461 556844,+39 0461 558163,ic.pine@pec.provincia.tn.it,dir.ic.altopianodipine@scuole.provincia.tn.it,segr.ic.altopianodipine@scuole.provincia.tn.it,http://www.icpine.eu,TNEE81605E,"SCUOLA PRIMARIA ""ABRAMO ANDREATTA"" BEDOLLO",29446,/Scuole/ISTITUTO-COMPRENSIVO-ALTOPIANO-DI-PINE2,190,Bedollo,TNIC816008,Primary School
393,393,393,Provincial,"Via delle Scuole, 15",+39 0461 558317,+39 0461 558163,ic.pine@pec.provincia.tn.it,dir.ic.altopianodipine@scuole.provincia.tn.it,segr.ic.altopianodipine@scuole.provincia.tn.it,http://www.icpine.eu,TNEE81601A,"SCUOLA PRIMARIA ""G. DALLAFIOR"" BASELGA DI PINE'",29447,/Scuole/ISTITUTO-COMPRENSIVO-ALTOPIANO-DI-PINE2,190,Baselga di Pinè,TNIC816008,Primary School
394,394,394,Provincial,"Via della Chiesa, 3",+39 0461 558300,+39 0461 558163,ic.pine@pec.provincia.tn.it,dir.ic.altopianodipine@scuole.provincia.tn.it,segr.ic.altopianodipine@scuole.provincia.tn.it,http://www.icpine.eu,TNEE81602B,"SCUOLA PRIMARIA ""G. VERDI"" MIOLA BASELGA DI PINE'",29448,/Scuole/ISTITUTO-COMPRENSIVO-ALTOPIANO-DI-PINE2,190,Baselga di Pinè,TNIC816008,Primary School
395,395,395,Provincial,"Via del XXVI Maggio - Baselga, 6",+39 0461 557138,+39 0461 558163,ic.pine@pec.provincia.tn.it,dir.ic.altopianodipine@scuole.provincia.tn.it,segr.ic.altopianodipine@scuole.provincia.tn.it,http://www.icpine.eu,TNMM816019,"SCUOLA SECONDARIA DI PRIMO GRADO ""DON GIUSEPPE TARTER""BASELGA DI PINE'",29449,/Scuole/ISTITUTO-COMPRENSIVO-ALTOPIANO-DI-PINE2,190,Baselga di Pinè,TNIC816008,Middle School
396,396,396,Provincial,"Via Nas, 28",+39 0464 516122,+39 0464 517064,ic.arco@pec.provincia.tn.it,dir.ic.arco@scuole.provincia.tn.it,segr.ic.arco@scuole.provincia.tn.it,http://www.icarco.edu.it,TNEE840039,"SCUOLA PRIMARIA ""G. SEGANTINI"" ARCO",29451,/Scuole/ISTITUTO-COMPRENSIVO-ARCO2,191,Arco,TNIC840005,Primary School
397,397,397,Provincial,"Viale Stazione, 2",+39 0464 518610,+39 0464 517064,ic.arco@pec.provincia.tn.it,dir.ic.arco@scuole.provincia.tn.it,segr.ic.arco@scuole.provincia.tn.it,http://www.icarco.edu.it,TNEE840017,SCUOLA PRIMARIA BOLOGNANO,29452,/Scuole/ISTITUTO-COMPRENSIVO-ARCO2,191,Arco,TNIC840005,Primary School
398,398,398,Provincial,"Via Maffei - San Martino, 2",+39 0464 516679,+39 0464 517064,ic.arco@pec.provincia.tn.it,dir.ic.arco@scuole.provincia.tn.it,segr.ic.arco@scuole.provincia.tn.it,http://www.icarco.edu.it,TNEE840028,SCUOLA PRIMARIA MASSONE,29453,/Scuole/ISTITUTO-COMPRENSIVO-ARCO2,191,Arco,TNIC840005,Primary School
399,399,399,Provincial,"Via Fossa, 8",+39 0464 516187,+39 0464 517064,ic.arco@pec.provincia.tn.it,dir.ic.arco@scuole.provincia.tn.it,segr.ic.arco@scuole.provincia.tn.it,http://www.icarco.edu.it,TNEE84004A,SCUOLA PRIMARIA ROMARZOLLO,29454,/Scuole/ISTITUTO-COMPRENSIVO-ARCO2,191,Arco,TNIC840005,Primary School
400,400,400,Provincial,"Localita Prabi,",+39 0464 516429,+39 0464 517064,ic.arco@pec.provincia.tn.it,dir.ic.arco@scuole.provincia.tn.it,segr.ic.arco@scuole.provincia.tn.it,http://www.icarco.edu.it,TNMM840016,"SCUOLA SECONDARIA DI PRIMO GRADO ""N. D'ARCO"" ARCO",29455,/Scuole/ISTITUTO-COMPRENSIVO-ARCO2,191,Arco,TNIC840005,Middle School
401,401,401,Provincial,"Via Monte Cristallo, 2",+39 0461 532261,+39 0461 533167,ic.pergine1@pec.provincia.tn.it,dir.ic.pergine1@scuole.provincia.tn.it,segr.ic.pergine1@scuole.provincia.tn.it,http://www.icpergine1.it/,TNEE81402Q,"SCUOLA PRIMARIA ""DON L. MILANI"" PERGINE VALSUGANA",29607,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-12,192,Pergine Valsugana,TNIC81400L,Primary School
402,402,402,Provincial,"Via Delle Scuole, 4",+39 0461 532261,+39 0461 533167,ic.pergine1@pec.provincia.tn.it,dir.ic.pergine1@scuole.provincia.tn.it,segr.ic.pergine1@scuole.provincia.tn.it,http://www.icpergine1.it/,TNEE81403R,SCUOLA PRIMARIA CANEZZA,29608,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-12,192,Pergine Valsugana,TNIC81400L,Primary School
403,403,403,Provincial,"Maso Ronca, 1",+39 0461 532261,+39 0461 533167,ic.pergine1@pec.provincia.tn.it,dir.ic.pergine1@scuole.provincia.tn.it,segr.ic.pergine1@scuole.provincia.tn.it,http://www.icpergine1.it/,TNEE81401P,SCUOLA PRIMARIA S.FELICE FIEROZZO,29609,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-12,192,Fierozzo,TNIC81400L,Primary School
404,404,404,Provincial,"Localita Pintarei, 21",+39 0461 532261,+39 0461 533167,ic.pergine1@pec.provincia.tn.it,dir.ic.pergine1@scuole.provincia.tn.it,segr.ic.pergine1@scuole.provincia.tn.it,http://www.icpergine1.it/,TNEE81406X,SCUOLA PRIMARIA SANT'ORSOLA,29610,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-12,192,Sant'Orsola Terme,TNIC81400L,Primary School
405,405,405,Provincial,"Via Dei Spiazzi, 3",+39 0461 532261,+39 0461 533167,ic.pergine1@pec.provincia.tn.it,dir.ic.pergine1@scuole.provincia.tn.it,segr.ic.pergine1@scuole.provincia.tn.it,http://www.icpergine1.it/,TNEE814071,SCUOLA PRIMARIA ZIVIGNAGO,29611,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-12,192,Pergine Valsugana,TNIC81400L,Primary School
406,406,406,Provincial,"Via Caduti, 39",+39 0461 532261,+39 0461 533167,ic.pergine1@pec.provincia.tn.it,dir.ic.pergine1@scuole.provincia.tn.it,segr.ic.pergine1@scuole.provincia.tn.it,http://www.icpergine1.it/,TNMM81401N,"SCUOLA SECONDARIA DI PRIMO GRADO ""C. ANDREATTA"" PERGINE VALSUGANA",29612,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-12,192,Pergine Valsugana,TNIC81400L,Middle School
407,407,407,Provincial,"Via Chimelli, 10",+39 0461 512312,+39 0461 530043,ic.pergine2@pec.provincia.tn.it,dir.freinet@scuole.provincia.tn.it,segr.freinet@scuole.provincia.tn.it,http://www.icpergine2.it,TNEE81501E,"SCUOLA PRIMARIA ""G. RODARI"" PERGINE VALSUGANA",29614,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-2-C.-Freinet2,193,Pergine Valsugana,TNIC81500C,Primary School
408,408,408,Provincial,"Viale delle Nazioni Unite, 44",+39 0461 512312,+39 0461 530043,ic.pergine2@pec.provincia.tn.it,dir.freinet@scuole.provincia.tn.it,segr.freinet@scuole.provincia.tn.it,http://www.icpergine2.it,TNEE81502G,SCUOLA PRIMARIA CANALE,29615,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-2-C.-Freinet2,193,Pergine Valsugana,TNIC81500C,Primary School
409,409,409,Provincial,"Via D Oltrefersina, 149",+39 0461 512312,+39 0461 530043,ic.pergine2@pec.provincia.tn.it,dir.freinet@scuole.provincia.tn.it,segr.freinet@scuole.provincia.tn.it,http://www.icpergine2.it,TNEE81504N,SCUOLA PRIMARIA MADRANO,29616,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-2-C.-Freinet2,193,Pergine Valsugana,TNIC81500C,Primary School
410,410,410,Provincial,"Via Don Sopperra, 61",+39 0461 512312,+39 0461 530043,ic.pergine2@pec.provincia.tn.it,dir.freinet@scuole.provincia.tn.it,segr.freinet@scuole.provincia.tn.it,http://www.icpergine2.it,TNEE81503L,SCUOLA PRIMARIA SUSA',29617,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-2-C.-Freinet2,193,Pergine Valsugana,TNIC81500C,Primary School
411,411,411,Provincial,"Via Amstetten, 4",+39 0461 512312,+39 0461 530043,ic.pergine2@pec.provincia.tn.it,dir.freinet@scuole.provincia.tn.it,segr.freinet@scuole.provincia.tn.it,http://www.icpergine2.it,TNMM81501D,"SCUOLA SECONDARIA DI PRIMO GRADO ""T. GARBARI"" PERGINE VALSUGANA",29618,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-2-C.-Freinet2,193,Pergine Valsugana,TNIC81500C,Middle School
412,412,412,Provincial,"Via Fia, 11/A",+39 0462 813197,+39 0462 500023,ic.predazzo@pec.provincia.tn.it,dir.ic.predazzo@scuole.provincia.tn.it,segr.ic.predazzo@scuole.provincia.tn.it,http://www.ic-predazzotesero.it,TNEE80804E,"SCUOLA PRIMARIA ""G. MANEGA"" TESERO",29620,/Scuole/ISTITUTO-COMPRENSIVO-PREDAZZO-TESERO-PANCHIA-ZIANO2,194,Tesero,TNIC808009,Primary School
413,413,413,Provincial,"Piazza Italia, 4",+39 0462 571163,+39 0462 500023,ic.predazzo@pec.provincia.tn.it,dir.ic.predazzo@scuole.provincia.tn.it,segr.ic.predazzo@scuole.provincia.tn.it,http://www.ic-predazzotesero.it,TNEE80802C,"SCUOLA PRIMARIA ""I. MASIA"" ZIANO DI FIEMME",29621,/Scuole/ISTITUTO-COMPRENSIVO-PREDAZZO-TESERO-PANCHIA-ZIANO2,194,Ziano di Fiemme,TNIC808009,Primary School
414,414,414,Provincial,"Corso Degasperi, 8",+39 0462 501131,+39 0462 500023,ic.predazzo@pec.provincia.tn.it,dir.ic.predazzo@scuole.provincia.tn.it,segr.ic.predazzo@scuole.provincia.tn.it,http://www.ic-predazzotesero.it,TNEE80801B,"SCUOLA PRIMARIA ""M. MORANDINI DEGASPERI"" PREDAZZO",29622,/Scuole/ISTITUTO-COMPRENSIVO-PREDAZZO-TESERO-PANCHIA-ZIANO2,194,Predazzo,TNIC808009,Primary School
415,415,415,Provincial,"Via Fia, 11/A",+39 0462 501131,+39 0462 500023,ic.predazzo@pec.provincia.tn.it,dir.ic.predazzo@scuole.provincia.tn.it,segr.ic.predazzo@scuole.provincia.tn.it,http://www.ic-predazzotesero.it,TNMM80802B,"SCUOLA SECONDARIA DI PRIMO GRADO ""G. ALBERTI"" TESERO",29623,/Scuole/ISTITUTO-COMPRENSIVO-PREDAZZO-TESERO-PANCHIA-ZIANO2,194,Tesero,TNIC808009,Middle School
416,416,416,Provincial,"Via Vardabasso, 3",+39 0462 501131,+39 0462 500023,ic.predazzo@pec.provincia.tn.it,dir.ic.predazzo@scuole.provincia.tn.it,segr.ic.predazzo@scuole.provincia.tn.it,http://www.ic-predazzotesero.it,TNMM80801A,"SCUOLA SECONDARIA DI PRIMO GRADO ""MARZARI PENCATI"" PREDAZZO",29624,/Scuole/ISTITUTO-COMPRENSIVO-PREDAZZO-TESERO-PANCHIA-ZIANO2,194,Predazzo,TNIC808009,Middle School
417,417,417,Provincial,"Largo Caduti delle Foibe, 3",+39 0464 552170,+39 0464 520789,ic.riva2@pec.provincia.tn.it,dir.ic.riva2@scuole.provincia.tn.it,segr.ic.riva2@scuole.provincia.tn.it,http://www.riva2.it,TNEE84201V,"SCUOLA PRIMARIA ""A. ZADRA"" RIONE DEGASPERI RIVA DEL GARDA",29632,/Scuole/ISTITUTO-COMPRENSIVO-RIVA-2-L.-Pizzini2,195,Riva del Garda,TNIC84200R,Primary School
418,418,418,Provincial,"Piazza della Chiesa, 13",+39 0464 552170,+39 0464 520789,ic.riva2@pec.provincia.tn.it,dir.ic.riva2@scuole.provincia.tn.it,segr.ic.riva2@scuole.provincia.tn.it,http://www.riva2.it,TNEE842031,"SCUOLA PRIMARIA ""G. FEDRIGONI"" VARONE RIVA DEL GARDA",29633,/Scuole/ISTITUTO-COMPRENSIVO-RIVA-2-L.-Pizzini2,195,Riva del Garda,TNIC84200R,Primary School
419,419,419,Provincial,"Via dei laghi, 47",+39 0464 552170,+39 0464 520789,ic.riva2@pec.provincia.tn.it,dir.ic.riva2@scuole.provincia.tn.it,segr.ic.riva2@scuole.provincia.tn.it,http://www.riva2.it,TNEE84202X,"SCUOLA PRIMARIA ""O. LUCCHI"" TENNO",29634,/Scuole/ISTITUTO-COMPRENSIVO-RIVA-2-L.-Pizzini2,195,Tenno,TNIC84200R,Primary School
420,420,420,Provincial,"Piazza Contini, 8",+39 0464 552170,+39 0464 520789,ic.riva2@pec.provincia.tn.it,dir.ic.riva2@scuole.provincia.tn.it,segr.ic.riva2@scuole.provincia.tn.it,http://www.riva2.it,TNMM84201T,"SCUOLA SECONDARIA DI PRIMO GRADO ""S. SIGHELE"" RIVA DEL GARDA",29635,/Scuole/ISTITUTO-COMPRENSIVO-RIVA-2-L.-Pizzini2,195,Riva del Garda,TNIC84200R,Middle School
421,421,421,Provincial,"Via Romani, 42/1",+39 0464 420759,+39 0464 480415,ic.roveretonord@pec.provincia.tn.it,dir.ic.roveretonord@scuole.provincia.tn.it,segr.ic.roveretonord@scuole.provincia.tn.it,http://www.icroveretonord.it,TNEE85905C,"SCUOLA PRIMARIA ""D. CHIESA"" NORIGLIO",29644,/Scuole/ISTITUTO-COMPRENSIVO-ROVERETO-NORD2,196,Rovereto,TNIC859006,Primary School
422,422,422,Provincial,"Via Puccini, 22",+39 0464 420759,+39 0464 480415,ic.roveretonord@pec.provincia.tn.it,dir.ic.roveretonord@scuole.provincia.tn.it,segr.ic.roveretonord@scuole.provincia.tn.it,http://www.icroveretonord.it,TNEE85903A,"SCUOLA PRIMARIA ""M. K. GANDHI"" ROVERETO",29645,/Scuole/ISTITUTO-COMPRENSIVO-ROVERETO-NORD2,196,Rovereto,TNIC859006,Primary School
423,423,423,Provincial,"Corso Bettini, 67",+39 0464 420759,+39 0464 480415,ic.roveretonord@pec.provincia.tn.it,dir.ic.roveretonord@scuole.provincia.tn.it,segr.ic.roveretonord@scuole.provincia.tn.it,http://www.icroveretonord.it,TNMM859017,"SCUOLA SECONDARIA DI PRIMO GRADO ""L. NEGRELLI"" ROVERETO",29646,/Scuole/ISTITUTO-COMPRENSIVO-ROVERETO-NORD2,196,Rovereto,TNIC859006,Middle School
424,424,424,Provincial,"Via Brigata Abruzzi, 6",+39 0461 762046,+39 0461 763409,ic.strignotesino@pec.provincia.tn.it,dir.ic.strignoetesino@scuole.provincia.tn.it,segr.ic.strignoetesino@scuole.provincia.tn.it,http://www.icstrignoetesino.it,TNEE80102N,"SCUOLA PRIMARIA ""A. DEGASPERI"" PIEVE TESINO",29653,/Scuole/ISTITUTO-COMPRENSIVO-STRIGNO-E-TESINO2,197,Pieve Tesino,TNIC80100E,Primary School
425,425,425,Provincial,"Via Roma, 52",+39 0461 762046,+39 0461 763409,ic.strignotesino@pec.provincia.tn.it,dir.ic.strignoetesino@scuole.provincia.tn.it,segr.ic.strignoetesino@scuole.provincia.tn.it,http://www.icstrignoetesino.it,TNEE80108X,SCUOLA PRIMARIA OSPEDALETTO,29654,/Scuole/ISTITUTO-COMPRENSIVO-STRIGNO-E-TESINO2,197,Ospedaletto,TNIC80100E,Primary School
426,426,426,Provincial,"Via delle Praele, 21",+39 0461 762046,+39 0461 763409,ic.strignotesino@pec.provincia.tn.it,dir.ic.strignoetesino@scuole.provincia.tn.it,segr.ic.strignoetesino@scuole.provincia.tn.it,http://www.icstrignoetesino.it,TNEE80104Q,SCUOLA PRIMARIA SAMONE,29655,/Scuole/ISTITUTO-COMPRENSIVO-STRIGNO-E-TESINO2,197,Samone,TNIC80100E,Primary School
427,427,427,Provincial,"Via XV Agosto, 68",+39 0461 762046,+39 0461 763409,ic.strignotesino@pec.provincia.tn.it,dir.ic.strignoetesino@scuole.provincia.tn.it,segr.ic.strignoetesino@scuole.provincia.tn.it,http://www.icstrignoetesino.it,TNEE80105R,SCUOLA PRIMARIA SCURELLE,29656,/Scuole/ISTITUTO-COMPRENSIVO-STRIGNO-E-TESINO2,197,Scurelle,TNIC80100E,Primary School
428,428,428,Provincial,"Piazza IV Novembre - Strigno, 12/A",+39 0461 762046,+39 0461 763409,ic.strignotesino@pec.provincia.tn.it,dir.ic.strignoetesino@scuole.provincia.tn.it,segr.ic.strignoetesino@scuole.provincia.tn.it,http://www.icstrignoetesino.it,TNEE80106T,SCUOLA PRIMARIA STRIGNO,29657,/Scuole/ISTITUTO-COMPRENSIVO-STRIGNO-E-TESINO2,197,Castel Ivano,TNIC80100E,Primary School
429,429,429,Provincial,"Via Dei Molini - Agnedo, 36",+39 0461 762046,+39 0461 763409,ic.strignotesino@pec.provincia.tn.it,dir.ic.strignoetesino@scuole.provincia.tn.it,segr.ic.strignoetesino@scuole.provincia.tn.it,http://www.icstrignoetesino.it,TNEE80107V,SCUOLA PRIMARIA VILLA AGNEDO,29658,/Scuole/ISTITUTO-COMPRENSIVO-STRIGNO-E-TESINO2,197,Castel Ivano,TNIC80100E,Primary School
430,430,430,Provincial,"Via Roma - Strigno, 14",+39 0461 762046,+39 0461 763409,ic.strignotesino@pec.provincia.tn.it,dir.ic.strignoetesino@scuole.provincia.tn.it,segr.ic.strignoetesino@scuole.provincia.tn.it,http://www.icstrignoetesino.it,TNMM80102L,"SCUOLA SECONDARIA DI PRIMO GRADO ""O. BRENTARI"" STRIGNO",29659,/Scuole/ISTITUTO-COMPRENSIVO-STRIGNO-E-TESINO2,197,Castel Ivano,TNIC80100E,Middle School
431,431,431,Provincial,"Via Battisti, 2",+39 0461 762046,+39 0461 763409,ic.strignotesino@pec.provincia.tn.it,dir.ic.strignoetesino@scuole.provincia.tn.it,segr.ic.strignoetesino@scuole.provincia.tn.it,http://www.icstrignoetesino.it,TNMM80101G,SCUOLA SECONDARIA DI PRIMO GRADO CASTELLO TESINO,29660,/Scuole/ISTITUTO-COMPRENSIVO-STRIGNO-E-TESINO2,197,Castello Tesino,TNIC80100E,Middle School
432,432,432,Provincial,"Via Risorgimento, 11/A",+39 0465 701472,+39 0465 702452,ic.giudicarieesteriori@pec.provincia.tn.it,dir.ic.pontearche@scuole.provincia.tn.it,segr.ic.pontearche@scuole.provincia.tn.it,http://www.giudicariescuola.it,TNEE83706L,"SCUOLA PRIMARIA ""G. GRAFFER"" STENICO",29562,/Scuole/ISTITUTO-COMPRENSIVO-GIUDICARIE-ESTERIORI2,198,Stenico,TNIC837009,Primary School
433,433,433,Provincial,"Via di Prato - San Lorenzo, 15/A",+39 0465 701472,+39 0465 702452,ic.giudicarieesteriori@pec.provincia.tn.it,dir.ic.pontearche@scuole.provincia.tn.it,segr.ic.pontearche@scuole.provincia.tn.it,http://www.giudicariescuola.it,TNEE83705G,"SCUOLA PRIMARIA ""SAN G. BOSCO"" S.LORENZO IN BANALE",29563,/Scuole/ISTITUTO-COMPRENSIVO-GIUDICARIE-ESTERIORI2,198,San Lorenzo Dorsino,TNIC837009,Primary School
434,434,434,Provincial,"Frazione Campo Lomaso - Lomaso, 1",+39 0465 701472,+39 0465 702452,ic.giudicarieesteriori@pec.provincia.tn.it,dir.ic.pontearche@scuole.provincia.tn.it,segr.ic.pontearche@scuole.provincia.tn.it,http://www.giudicariescuola.it,TNEE83704E,SCUOLA PRIMARIA CAMPO LOMASO,29564,/Scuole/ISTITUTO-COMPRENSIVO-GIUDICARIE-ESTERIORI2,198,Comano Terme,TNIC837009,Primary School
435,435,435,Provincial,"Via De Gasperi,",+39 0465 701472,+39 0465 702452,ic.giudicarieesteriori@pec.provincia.tn.it,dir.ic.pontearche@scuole.provincia.tn.it,segr.ic.pontearche@scuole.provincia.tn.it,http://www.giudicariescuola.it,TNEE83703D,SCUOLA PRIMARIA FIAVE',29565,/Scuole/ISTITUTO-COMPRENSIVO-GIUDICARIE-ESTERIORI2,198,Fiavè,TNIC837009,Primary School
436,436,436,Provincial,"Frazione Rango,",+39 0465 701472,+39 0465 702452,ic.giudicarieesteriori@pec.provincia.tn.it,dir.ic.pontearche@scuole.provincia.tn.it,segr.ic.pontearche@scuole.provincia.tn.it,http://www.giudicariescuola.it,TNEE83702C,SCUOLA PRIMARIA RANGO BLEGGIO SUPERIORE,29566,/Scuole/ISTITUTO-COMPRENSIVO-GIUDICARIE-ESTERIORI2,198,Bleggio Superiore,TNIC837009,Primary School
437,437,437,Provincial,"Via S Giovanni Bosco - Ponte Arche - Bleggio Inferiore, 14",+39 0465 701472,+39 0465 702452,ic.giudicarieesteriori@pec.provincia.tn.it,dir.ic.pontearche@scuole.provincia.tn.it,segr.ic.pontearche@scuole.provincia.tn.it,http://www.giudicariescuola.it,TNMM83701A,"SCUOLA SECONDARIA DI PRIMO GRADO ""G. PRATI"" PONTE ARCHE",29567,/Scuole/ISTITUTO-COMPRENSIVO-GIUDICARIE-ESTERIORI2,198,Comano Terme,TNIC837009,Middle School
438,438,438,Provincial,"Piazza SS Filippo e Giacomo, 1",+39 0461 246535,+39 0461 242955,ic.lavis@pec.provincia.tn.it,dir.ic.lavis@scuole.provincia.tn.it,segr.ic.lavis@scuole.provincia.tn.it,http://www.iclavis.it,TNEE825037,"SCUOLA PRIMARIA ""A. FRANK"" ZAMBANA",29574,/Scuole/ISTITUTO-COMPRENSIVO-LAVIS2,199,Terre d'Adige,TNIC825003,Primary School
439,439,439,Provincial,"Via Degasperi, 18",+39 0461 246535,+39 0461 242955,ic.lavis@pec.provincia.tn.it,dir.ic.lavis@scuole.provincia.tn.it,segr.ic.lavis@scuole.provincia.tn.it,http://www.iclavis.it,TNEE825015,"SCUOLA PRIMARIA ""DON G. GRAZIOLI"" LAVIS",29575,/Scuole/ISTITUTO-COMPRENSIVO-LAVIS2,199,Lavis,TNIC825003,Primary School
440,440,440,Provincial,"Via Pilati, 31",+39 0461 246535,+39 0461 242955,ic.lavis@pec.provincia.tn.it,dir.ic.lavis@scuole.provincia.tn.it,segr.ic.lavis@scuole.provincia.tn.it,http://www.iclavis.it,TNEE825026,SCUOLA PRIMARIA PRESSANO LAVIS,29576,/Scuole/ISTITUTO-COMPRENSIVO-LAVIS2,199,Lavis,TNIC825003,Primary School
441,441,441,Provincial,"Via Sette, 13/A",+39 0461 246535,+39 0461 242955,ic.lavis@pec.provincia.tn.it,dir.ic.lavis@scuole.provincia.tn.it,segr.ic.lavis@scuole.provincia.tn.it,http://www.iclavis.it,TNMM825014,"SCUOLA SECONDARIA DI PRIMO GRADO ""A. STAINER"" LAVIS",29577,/Scuole/ISTITUTO-COMPRENSIVO-LAVIS2,199,Lavis,TNIC825003,Middle School
442,442,442,Provincial,"Via Asilo, 3",+39 0461 706146,+39 0461 706099,ic.levicoterme@pec.provincia.tn.it,dir.ic.levico@scuole.provincia.tn.it,segr.ic.levico@scuole.provincia.tn.it,http://www.iclevico.eu,TNEE818023,"SCUOLA PRIMARIA ""C. CHIESA"" CALDONAZZO",29579,/Scuole/ISTITUTO-COMPRENSIVO-LEVICO-TERME2,200,Caldonazzo,TNIC81800X,Primary School
443,443,443,Provincial,"Via Albere, 2",+39 0461 706146,+39 0461 706099,ic.levicoterme@pec.provincia.tn.it,dir.ic.levico@scuole.provincia.tn.it,segr.ic.levico@scuole.provincia.tn.it,http://www.iclevico.eu,TNEE818045,"SCUOLA PRIMARIA ""G. ROSANELLI"" TENNA",29580,/Scuole/ISTITUTO-COMPRENSIVO-LEVICO-TERME2,200,Tenna,TNIC81800X,Primary School
444,444,444,Provincial,"Via della Scuola, 2",+39 0461 706146,+39 0461 706099,ic.levicoterme@pec.provincia.tn.it,dir.ic.levico@scuole.provincia.tn.it,segr.ic.levico@scuole.provincia.tn.it,http://www.iclevico.eu,TNEE818012,"SCUOLA PRIMARIA ""PADRE B. MARTINELLI"" CALCERANICA AL LAGO",29581,/Scuole/ISTITUTO-COMPRENSIVO-LEVICO-TERME2,200,Calceranica al Lago,TNIC81800X,Primary School
445,445,445,Provincial,"Via della Pace, 5",+39 0461 706146,+39 0461 706099,ic.levicoterme@pec.provincia.tn.it,dir.ic.levico@scuole.provincia.tn.it,segr.ic.levico@scuole.provincia.tn.it,http://www.iclevico.eu,TNEE818034,SCUOLA PRIMARIA LEVICO TERME,29582,/Scuole/ISTITUTO-COMPRENSIVO-LEVICO-TERME2,200,Levico Terme,TNIC81800X,Primary School
446,446,446,Provincial,"Via della Pace, 5",+39 0461 706146,+39 0461 706099,ic.levicoterme@pec.provincia.tn.it,dir.ic.levico@scuole.provincia.tn.it,segr.ic.levico@scuole.provincia.tn.it,http://www.iclevico.eu,TNMM818011,"SCUOLA SECONDARIA DI PRIMO GRADO ""G. B. DE GASPARIS"" LEVICO TERME",29583,/Scuole/ISTITUTO-COMPRENSIVO-LEVICO-TERME2,200,Levico Terme,TNIC81800X,Middle School
447,447,447,Provincial,"Via Dante, 9",+39 0461 605409,+39 0461 605142,ic.mezzocorona@pec.provincia.tn.it,dir.ic.mezzocorona@scuole.provincia.tn.it,segr.ic.mezzocorona@scuole.provincia.tn.it,http://www.icmezzocorona.it,TNEE82304L,"SCUOLA PRIMARIA ""A. DEGASPERI"" MEZZOCORONA",29585,/Scuole/ISTITUTO-COMPRENSIVO-MEZZOCORONA2,201,Mezzocorona,TNIC82300B,Primary School
