,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tipo_instituto,indirizzo,telefono,fax,email_istituto,email_dirigenza,email_segreteria,sito_web,miur_code,numero_plessi_scuole,nome_istituto,id_istituto,id_number,municipality,uri
146,146,146,146,Kindergarten,"Via dell Asilo, 2",0461-653390,,spormaggiore.contabile@fpsm.tn.it,,spormaggiore.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI SPORMAGGIORE,/Scuole/Scuola-dell-infanzia-di-Spormaggiore2,146,Spormaggiore,SCUOLA DELL'INFANZIA DI SPORMAGGIORE
147,147,147,147,Kindergarten,"Piazza Dante, 15",0465-771019,,stenico.presidente@fpsm.tn.it,,stenico.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI STENICO,/Scuole/Scuola-dell-infanzia-di-Stenico2,147,Stenico,SCUOLA DELL'INFANZIA DI STENICO
148,148,148,148,Kindergarten,"Via S Floriano, 22",0465-296084,,storo.presidente@fpsm.tn.it,,storo.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI STORO,/Scuole/Scuola-dell-infanzia-di-Storo2,148,Storo,SCUOLA DELL'INFANZIA DI STORO
149,149,149,149,Kindergarten,"Piazza IV Novembre - Strigno, 11",0461-762327,,strigno.presidente@fpsm.tn.it,,strigno.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI STRIGNO,/Scuole/Scuola-dell-infanzia-di-Strigno2,149,Castel Ivano,SCUOLA DELL'INFANZIA DI STRIGNO
150,150,150,150,Kindergarten,"Via Dell Asilo, 5",0461-538471,,susa.presidente@fpsm.tn.it,,susa.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI SUSÀ,/Scuole/Scuola-dell-infanzia-di-Susa2,150,Pergine Valsugana,SCUOLA DELL'INFANZIA DI SUSÀ
151,151,151,151,Kindergarten,"Viale Trento, 4",0465-501433,,carisolo.presidente@fpsm.tn.it,,carisolo.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI CARISOLO,/Scuole/Scuola-dell-infanzia-di-Carisolo2,151,Carisolo,SCUOLA DELL'INFANZIA DI CARISOLO
152,152,152,152,Kindergarten,"Via della Pontara - Casez, 10",0463-434219,,casez.presidente@fpsm.tn.it,,casez.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI CASEZ,/Scuole/Scuola-dell-infanzia-di-Casez2,152,Sanzeno,SCUOLA DELL'INFANZIA DI CASEZ
153,153,153,153,Kindergarten,"Via Caduti, 1",0464-801242,,castellano.presidente@fpsm.tn.it,,castellano.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI CASTELLANO,/Scuole/Scuola-dell-infanzia-di-Castellano2,153,Villa Lagarina,SCUOLA DELL'INFANZIA DI CASTELLANO
154,154,154,154,Kindergarten,"Via Latemar, 2",0462-341153,,castello.fiemme.segretario@fpsm.tn.it,,castello.fiemme.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI CASTELLO DI FIEMME,/Scuole/Scuola-dell-infanzia-di-Castello-Di-Fiemme2,154,Castello-Molina di Fiemme,SCUOLA DELL'INFANZIA DI CASTELLO DI FIEMME
155,155,155,155,Kindergarten,"Via IV Novembre, 19",0461-568548,,cavedine.presidente@fpsm.tn.it,,cavedine.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI CAVEDINE,/Scuole/Scuola-dell-infanzia-di-Cavedine2,155,Cavedine,SCUOLA DELL'INFANZIA DI CAVEDINE
156,156,156,156,Kindergarten,"Piazza Zanotelli - Cembra, 1",0461-680173,,cembra.presidente@fpsm.tn.it,,cembra.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI CEMBRA,/Scuole/Scuola-dell-infanzia-di-Cembra2,156,Cembra Lisignago,SCUOLA DELL'INFANZIA DI CEMBRA
157,157,157,157,Kindergarten,"Via Canestrini - Chizzola, 1",0464-696397,,chizzola.presidente@fpsm.tn.it,,chizzola.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI CHIZZOLA,/Scuole/Scuola-dell-infanzia-di-Chizzola2,157,Ala,SCUOLA DELL'INFANZIA DI CHIZZOLA
158,158,158,158,Kindergarten,"Via Mattioli, 13",0463-625164,,cles.presidente@fpsm.tn.it,,cles.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI CLES,/Scuole/Scuola-dell-infanzia-di-Cles2,158,Cles,SCUOLA DELL'INFANZIA DI CLES
159,159,159,159,Kindergarten,"Via di S Stefano, 2/A",0463-1980632,,cloz.brez.presidente@fpsm.tn.it,,cloz.brez.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI CLOZ E BREZ,/Scuole/Scuola-dell-infanzia-di-Cloz-e-Brez2,159,Novella,SCUOLA DELL'INFANZIA DI CLOZ E BREZ
160,160,160,160,Kindergarten,"Via Roma - Condino, 37",0465-621009,,condino.presidente@fpsm.tn.it,,condino.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI CONDINO,/Scuole/Scuola-dell-infanzia-di-Condino2,160,Borgo Chiese,SCUOLA DELL'INFANZIA DI CONDINO
161,161,161,161,Kindergarten,"Via delle antiche fontane - Coredo, 20",0463-536416,,coredo.segretario@fpsm.tn.it,,coredo.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI COREDO,/Scuole/Scuola-dell-infanzia-di-Coredo2,161,Predaia,SCUOLA DELL'INFANZIA DI COREDO
162,162,162,162,Kindergarten,"Via Bresadola, 6",0461-823359,,trento.cristore.segretario@fpsm.tn.it,,trento.cristore.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI CRISTO RE -TRENTO,/Scuole/Scuola-dell-infanzia-di-Cristo-Re-Trento2,162,Trento,SCUOLA DELL'INFANZIA DI CRISTO RE -TRENTO
163,163,163,163,Kindergarten,"Via S Biagio, 30",0464-395693,,crosano.segretario@fpsm.tn.it,,crosano.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI CROSANO,/Scuole/Scuola-dell-infanzia-di-Crosano2,163,Brentonico,SCUOLA DELL'INFANZIA DI CROSANO
164,164,164,164,Kindergarten,"Via Garibaldi, 33",0463-437181,,dambel.presidente@fpsm.tn.it,,dambel.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI DAMBEL,/Scuole/Scuola-dell-infanzia-di-Dambel2,164,Dambel,SCUOLA DELL'INFANZIA DI DAMBEL
165,165,165,165,Kindergarten,"Via Alla Chiesa - Dimaro, 26",0463-974301,,dimaro.contabile@fpsm.tn.it,,dimaro.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI DIMARO,/Scuole/Scuola-dell-infanzia-di-Dimaro2,165,Dimaro Folgarida,SCUOLA DELL'INFANZIA DI DIMARO
166,166,166,166,Kindergarten,"Via Perlaia - Faver, 17",+39 328 7310914,,faver.presidente@fpsm.tn.it,,faver.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI FAVER,/Scuole/Scuola-dell-infanzia-di-Faver2,166,Altavalle,SCUOLA DELL'INFANZIA DI FAVER
167,167,167,167,Kindergarten,"Piazza S Sebastiano, 24",0465-735129,,fiave.contabile@fpsm.tn.it,,fiave.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI FIAVÈ,/Scuole/Scuola-dell-infanzia-di-Fiave2,167,FIAVE',SCUOLA DELL'INFANZIA DI FIAVÈ
168,168,168,168,Kindergarten,"Viale Marconi - Pieve, 1",0439-762196,0439764911,fiera.presidente@fpsm.tn.it,,fiera.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI FIERA DI PRIMIERO,/Scuole/Scuola-dell-infanzia-di-Fiera-di-Primiero2,168,Primiero San Martino di Castrozza,SCUOLA DELL'INFANZIA DI FIERA DI PRIMIERO
169,169,169,169,Kindergarten,"Piazza Don Stefenelli - Fondo, 5",0463-831254,,fondo.contabile@fpsm.tn.it,,fondo.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI FONDO,/Scuole/Scuola-dell-infanzia-di-Fondo2,169,Borgo d'Anaunia,SCUOLA DELL'INFANZIA DI FONDO
170,170,170,170,Kindergarten,"Via Del Borgolet, 16",0461-849351,,fornace.presidente@fpsm.tn.it,,fornace.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI FORNACE,/Scuole/Scuola-dell-infanzia-di-Fornace2,170,Fornace,SCUOLA DELL'INFANZIA DI FORNACE
171,171,171,171,Kindergarten,"Via S Anna, 9",0461-990296,,gardolo.segretario@fpsm.tn.it,,gardolo.segretario@fpsm.tn.it,,,1,SCUOLA DELL'INFANZIA DI GARDOLO,/Scuole/Scuola-dell-infanzia-di-Gardolo2,171,Trento,SCUOLA DELL'INFANZIA DI GARDOLO
172,172,172,172,Educational and training institution,"Corso Buonarroti, 50",+39 0461 236214,+39 0461 230583,ic.trento6@pec.provincia.tn.it,dir.ic.tn6@scuole.provincia.tn.it,segr.ic.tn6@scuole.provincia.tn.it,http://www.ictrento6.it,TNIC85800A,7,ISTITUTO COMPRENSIVO TRENTO 6,/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-62,172,Trento,TNIC85800A
173,173,173,173,Educational and training institution,"Viale Della Pace, 10",+39 0465 501139,+39 0465 512119,ic.valrendena@pec.provincia.tn.it,dir.ic.valrendena@scuole.provincia.tn.it,segr.ic.valrendena@scuole.provincia.tn.it,http://www.icvalrendena.it,TNIC83400T,10,ISTITUTO COMPRENSIVO VAL RENDENA,/Scuole/ISTITUTO-COMPRENSIVO-VAL-RENDENA2,173,Pinzolo,TNIC83400T
174,174,174,174,Educational and training institution,"Via Roma - Vezzano, 3",+39 0461 864026,+39 0461 340648,ic.valledeilaghi@pec.provincia.tn.it,dir.ic.valledeilaghi@scuole.provincia.tn.it,segr.ic.valledeilaghi@scuole.provincia.tn.it,http://www.icvalledeilaghidro.it,TNIC84400C,11,ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO,/Scuole/ISTITUTO-COMPRENSIVO-VALLE-DEI-LAGHI-DRO2,174,Vallelaghi,TNIC84400C
175,175,175,175,Educational and training institution,"Via Falcone e Borsellino - Bezzecca, 2",+39 0464 592800,+39 0464 592819,ic.vallediledro@pec.provincia.tn.it,dir.ic.bezzecca@scuole.provincia.tn.it,segr.ic.bezzecca@scuole.provincia.tn.it,http://www.icvallediledro.it,TNIC80600N,4,ISTITUTO COMPRENSIVO VALLE DI LEDRO,/Scuole/ISTITUTO-COMPRENSIVO-VALLE-DI-LEDRO2,175,Ledro,TNIC80600N
176,176,176,176,Educational and training institution,"Via Garibaldi - Vigolo Vattaro, 8",+39 0461 848878,+39 0461 845217,ic.vigolovattaro@pec.provincia.tn.it,dir.vigolovattaro@scuole.provincia.tn.it,segr.vigolovattaro@scuole.provincia.tn.it,http://www.icvigolovattaro.it,TNIC803006,4,ISTITUTO COMPRENSIVO VIGOLO VATTARO,/Scuole/ISTITUTO-COMPRENSIVO-VIGOLO-VATTARO2,176,Altopiano della Vigolana,TNIC803006
177,177,177,177,Educational and training institution,"Via Stockstadt Am Rhein, 3",+39 0464 411312,+39 0464 411705,ic.villalagarina@pec.provincia.tn.it,dir.ic.villalagarina@scuole.provincia.tn.it,segr.ic.villalagarina@scuole.provincia.tn.it,http://www.icvillalagarina.it,TNIC846004,5,ISTITUTO COMPRENSIVO VILLA LAGARINA,/Scuole/ISTITUTO-COMPRENSIVO-VILLA-LAGARINA2,177,Villa Lagarina,TNIC846004
178,178,178,178,Educational and training institution,"Via Murialdo, 27",+39 0461 858485,+39 0461 858901,ic.civezzano@pec.provincia.tn.it,dir.i.c.civezzano@scuole.provincia.tn.it,segr.i.c.civezzano@scuole.provincia.tn.it,http://www.iccivezzano.eu,TNIC817004,6,ISTITUTO COMPRENSIVO CIVEZZANO,/Scuole/ISTITUTO-COMPRENSIVO-CIVEZZANO2,178,Civezzano,TNIC817004
179,179,179,179,Educational and training institution,"Via Papaleoni, 5",+39 0465 686039,+39 0465 687076,ic.chiese-storo@pec.provincia.tn.it,dir.ic.chiese@scuole.provincia.tn.it,segr.ic.chiese@scuole.provincia.tn.it,http://www.istitutodelchiese.it,TNIC838005,6,"ISTITUTO COMPRENSIVO DEL CHIESE ""DON L. MILANI""",/Scuole/ISTITUTO-COMPRENSIVO-DEL-CHIESE-Don-L.-Milani2,179,Storo,TNIC838005
180,180,180,180,Educational and training institution,"Via Battisti, 24",+39 0464 721283,+39 0464 723563,ic.folgaria-lavarone@pec.provincia.tn.it,dir.rella.folgaria@scuole.provincia.tn.it,segr.rella.folgaria@scuole.provincia.tn.it,http://www.icfolgarialavaroneluserna.it,TNIC804002,8,ISTITUTO COMPRENSIVO FOLGARIA - LAVARONE - LUSERNA,/Scuole/ISTITUTO-COMPRENSIVO-FOLGARIA-LAVARONE-LUSERNA2,180,Folgaria,TNIC804002
181,181,181,181,Educational and training institution,"Via Laviosa Zambotti - Fondo, 24",+39 0463 831134,+39 0463 831746,ic.fondo@pec.provincia.tn.it,dir.ic.fondo@scuole.provincia.tn.it,segr.ic.fondo@scuole.provincia.tn.it,http://www.icfondorevo.it,TNIC82800E,10,ISTITUTO COMPRENSIVO FONDO - REVO',/Scuole/ISTITUTO-COMPRENSIVO-FONDO-REVO2,181,Borgo d'Anaunia,TNIC82800E
182,182,182,182,Pedagogical coordination circle,"Viale Trento, 37/E",+39 0464 493116,+39 0464 493117,circolo.coordinamento09@provincia.tn.it,,circolo.coordinamento09@provincia.tn.it,,,9,CIRCOLO DI COORDINAMENTO N. 9,/Scuole/Circolo-di-coordinamento-n.-94,182,Rovereto,CIRCOLO DI COORDINAMENTO N. 9
183,183,183,183,Pedagogical coordination circle,"Strada Giuseppe Soraperra - Pozza di Fassa, 6",+39 0462 760340,+39 0462 760001,coordinamento.scuoleladine@provincia.tn.it,,coordinamento.scuoleladine@provincia.tn.it,,,3,COORDINAMENTO PEDAGOGICO SCUOLE PROVINCIALI DELL'INFANZIA LADINE,/Scuole/Coordinamento-pedagogico-scuole-provinciali-dell-infanzia-ladine2,183,San Giovanni di Fassa,COORDINAMENTO PEDAGOGICO SCUOLE PROVINCIALI DELL'INFANZIA LADINE
184,184,184,184,Educational and training institution,"Via XXIV Maggio, 1",+39 0464 519546,+39 0464 519959,gardascuola@pec.cooperazionetrentina.it,,segreteria@gardascuola.it,http://www.gardascuola.it,,5,GARDASCUOLA SOCIETA' COOPERATIVA SOCIALE - ARCO,/Scuole/GARDASCUOLA-SOCIETA-COOPERATIVA-SOCIALE-ARCO2,184,Arco,GARDASCUOLA SOCIETA' COOPERATIVA SOCIALE - ARCO
185,185,185,185,Educational and training institution,"Piazzale Orsi, 1",+39 0464 433484,+39 0464 436873,iscrizioni.veronesi@pec.it,,segreteria.dir@cfpgveronesi.it,http://www.cfpgveronesi.it,TNCF002001,3,GIUSEPPE VERONESI - CENTRO DI ISTRUZIONE SCOLASTICA E DI FORMAZIONE PROFESSIONALE,/Scuole/Giuseppe-Veronesi-Centro-di-istruzione-scolastica-e-di-formazione-professionale,185,Rovereto,TNCF002001
186,186,186,186,Educational and training institution,"Via Don Anzelini, 2",+39 0464 671119,+39 0464 674138,ic.ala@pec.provincia.tn.it,dir.ic.ala@scuole.provincia.tn.it,segr.ic.ala@scuole.provincia.tn.it,http://www.istitutocomprensivoala.it,TNIC84800Q,3,"ISTITUTO COMPRENSIVO ALA ""ANTONIO BRESCIANI""",/Scuole/ISTITUTO-COMPRENSIVO-ALA-Antonio-Bresciani2,186,Ala,TNIC84800Q
187,187,187,187,Educational and training institution,"Via Della Torre Franca, 1",+39 0461 945237,+39 0464 946007,ic.aldeno-mattarello@pec.provincia.tn.it,dir.aldeno.mattarello@scuole.provincia.tn.it,segr.aldeno.mattarello@scuole.provincia.tn.it,http://www.icaldenomattarello.it,TNIC82100Q,6,ISTITUTO COMPRENSIVO ALDENO MATTARELLO,/Scuole/ISTITUTO-COMPRENSIVO-ALDENO-MATTARELLO2,187,Trento,TNIC82100Q
188,188,188,188,Educational and training institution,"Via S Michele, 11",+39 0463 751129,+39 0463 750043,ic.altavaldisole@pec.provincia.tn.it,dir.icaltavaldisole@scuole.provincia.tn.it,segr.icaltavaldisole@scuole.provincia.tn.it,http://www.icaltavaldisole.it,TNIC832006,7,ISTITUTO COMPRENSIVO ALTA VAL DI SOLE,/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VAL-DI-SOLE2,188,Ossana,TNIC832006
189,189,189,189,Educational and training institution,"Via Stazione, 30",+39 0464 410475,+39 0461 490699,ic.altavallagarina@pec.provincia.tn.it,dir.ic.altavallagarina@scuole.provincia.tn.it,segr.ic.altavallagarina@scuole.provincia.tn.it,http://www.ic-altavallagarina.it,TNIC86000A,4,ISTITUTO COMPRENSIVO ALTA VALLAGARINA,/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VALLAGARINA2,189,Volano,TNIC86000A
190,190,190,190,Educational and training institution,"Via del XXVI Maggio - Baselga, 6",+39 0461 557138,+39 0461 558163,ic.pine@pec.provincia.tn.it,dir.ic.altopianodipine@scuole.provincia.tn.it,segr.ic.altopianodipine@scuole.provincia.tn.it,http://www.icpine.eu,TNIC816008,4,ISTITUTO COMPRENSIVO ALTOPIANO DI PINE',/Scuole/ISTITUTO-COMPRENSIVO-ALTOPIANO-DI-PINE2,190,Baselga di Pinè,TNIC816008
191,191,191,191,Educational and training institution,"Localita Prabi,",+39 0464 516429,+39 0464 517064,ic.arco@pec.provincia.tn.it,dir.ic.arco@scuole.provincia.tn.it,segr.ic.arco@scuole.provincia.tn.it,http://www.icarco.edu.it,TNIC840005,5,ISTITUTO COMPRENSIVO ARCO,/Scuole/ISTITUTO-COMPRENSIVO-ARCO2,191,Arco,TNIC840005
192,192,192,192,Educational and training institution,"Via Monte Cristallo, 2",+39 0461 532261,+39 0461 533167,ic.pergine1@pec.provincia.tn.it,dir.ic.pergine1@scuole.provincia.tn.it,segr.ic.pergine1@scuole.provincia.tn.it,http://www.icpergine1.it/,TNIC81400L,6,ISTITUTO COMPRENSIVO PERGINE 1,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-12,192,Pergine Valsugana,TNIC81400L
193,193,193,193,Educational and training institution,"Via Amstetten, 4",+39 0461 512312,+39 0461 530043,ic.pergine2@pec.provincia.tn.it,dir.freinet@scuole.provincia.tn.it,segr.freinet@scuole.provincia.tn.it,http://www.icpergine2.it,TNIC81500C,5,"ISTITUTO COMPRENSIVO PERGINE 2 ""C. FREINET""",/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-2-C.-Freinet2,193,Pergine Valsugana,TNIC81500C
194,194,194,194,Educational and training institution,"Corso Degasperi, 8",+39 0462 501131,+39 0462 500023,ic.predazzo@pec.provincia.tn.it,dir.ic.predazzo@scuole.provincia.tn.it,segr.ic.predazzo@scuole.provincia.tn.it,http://www.ic-predazzotesero.it,TNIC808009,5,ISTITUTO COMPRENSIVO PREDAZZO TESERO PANCHIA' ZIANO,/Scuole/ISTITUTO-COMPRENSIVO-PREDAZZO-TESERO-PANCHIA-ZIANO2,194,Predazzo,TNIC808009
195,195,195,195,Educational and training institution,"Piazza Contini, 8",+39 0464 552170,+39 0464 520789,ic.riva2@pec.provincia.tn.it,dir.ic.riva2@scuole.provincia.tn.it,segr.ic.riva2@scuole.provincia.tn.it,http://www.riva2.it,TNIC84200R,4,"ISTITUTO COMPRENSIVO RIVA 2 ""L. PIZZINI""",/Scuole/ISTITUTO-COMPRENSIVO-RIVA-2-L.-Pizzini2,195,Riva del Garda,TNIC84200R
196,196,196,196,Educational and training institution,"Corso Bettini, 67",+39 0464 420759,+39 0464 480415,ic.roveretonord@pec.provincia.tn.it,dir.ic.roveretonord@scuole.provincia.tn.it,segr.ic.roveretonord@scuole.provincia.tn.it,http://www.icroveretonord.it,TNIC859006,3,ISTITUTO COMPRENSIVO ROVERETO NORD,/Scuole/ISTITUTO-COMPRENSIVO-ROVERETO-NORD2,196,Rovereto,TNIC859006
197,197,197,197,Educational and training institution,"Via Roma - Strigno, 14",+39 0461 762046,+39 0461 763409,ic.strignotesino@pec.provincia.tn.it,dir.ic.strignoetesino@scuole.provincia.tn.it,segr.ic.strignoetesino@scuole.provincia.tn.it,http://www.icstrignoetesino.it,TNIC80100E,8,ISTITUTO COMPRENSIVO STRIGNO E TESINO,/Scuole/ISTITUTO-COMPRENSIVO-STRIGNO-E-TESINO2,197,Castel Ivano,TNIC80100E
198,198,198,198,Educational and training institution,"Via S Giovanni Bosco - Ponte Arche - Bleggio Inferiore, 14",+39 0465 701472,+39 0465 702452,ic.giudicarieesteriori@pec.provincia.tn.it,dir.ic.pontearche@scuole.provincia.tn.it,segr.ic.pontearche@scuole.provincia.tn.it,http://www.giudicariescuola.it,TNIC837009,6,ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI,/Scuole/ISTITUTO-COMPRENSIVO-GIUDICARIE-ESTERIORI2,198,Comano Terme,TNIC837009
199,199,199,199,Educational and training institution,"Via Sette, 13",+39 0461 246535,+39 0461 242955,ic.lavis@pec.provincia.tn.it,dir.ic.lavis@scuole.provincia.tn.it,segr.ic.lavis@scuole.provincia.tn.it,http://www.iclavis.it,TNIC825003,4,ISTITUTO COMPRENSIVO LAVIS,/Scuole/ISTITUTO-COMPRENSIVO-LAVIS2,199,Lavis,TNIC825003
200,200,200,200,Educational and training institution,"Via della Pace, 5",+39 0461 706146,+39 0461 706099,ic.levicoterme@pec.provincia.tn.it,dir.ic.levico@scuole.provincia.tn.it,segr.ic.levico@scuole.provincia.tn.it,http://www.iclevico.eu,TNIC81800X,5,ISTITUTO COMPRENSIVO LEVICO TERME,/Scuole/ISTITUTO-COMPRENSIVO-LEVICO-TERME2,200,Levico Terme,TNIC81800X
201,201,201,201,Educational and training institution,"Via Fornai, 1",+39 0461 605409,+39 0461 605142,ic.mezzocorona@pec.provincia.tn.it,dir.ic.mezzocorona@scuole.provincia.tn.it,segr.ic.mezzocorona@scuole.provincia.tn.it,http://www.icmezzocorona.it,TNIC82300B,5,ISTITUTO COMPRENSIVO MEZZOCORONA,/Scuole/ISTITUTO-COMPRENSIVO-MEZZOCORONA2,201,Mezzocorona,TNIC82300B
202,202,202,202,Educational and training institution,"Via Degli Alpini, 17",+39 0461 601125,+39 0461 601125,ic.mezzolombardo@pec.provincia.tn.it,dir.ic.mezzolombardo@scuole.provincia.tn.it,segr.ic.mezzolombardo@scuole.provincia.tn.it,http://www.icmezzolombardopaganella.it,TNIC824007,9,ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA,/Scuole/ISTITUTO-COMPRENSIVO-MEZZOLOMBARDO-PAGANELLA2,202,Mezzolombardo,TNIC824007
203,203,203,203,Educational and training institution,"Viale Degasperi, 69",+39 0464 684029,+39 0464 687570,ic.avio@pec.provincia.tn.it,dir.ic.avio@scuole.provincia.tn.it,segr.ic.avio@scuole.provincia.tn.it,http://www.istitutoavio.it,TNIC84700X,3,ISTITUTO COMPRENSIVO AVIO,/Scuole/ISTITUTO-COMPRENSIVO-AVIO2,203,Avio,TNIC84700X
204,204,204,204,Educational and training institution,"Via Taddei De Mauris, 4",+39 0463 901237,+39 0463 902866,ic.bassavaldisole@pec.provincia.tn.it,dir.ciccolini.male@scuole.provincia.tn.it,segr.ciccolini.male@scuole.provincia.tn.it,http://www.icbassavaldisole.it,TNIC833002,6,"ISTITUTO COMPRENSIVO BASSA VAL DI SOLE ""G. CICCOLINI""",/Scuole/ISTITUTO-COMPRENSIVO-BASSA-VAL-DI-SOLE-G.-Ciccolini2,204,Malè,TNIC833002
205,205,205,205,Educational and training institution,"Via Spagolla, 1",+39 0461 753179,+39 0461 754131,ic.borgovalsugana@pec.provincia.tn.it,dir.ic.borgovalsugana@scuole.provincia.tn.it,segr.ic.borgovalsugana@scuole.provincia.tn.it,http://www.icborgovalsugana.gov.it,TNIC812001,4,ISTITUTO COMPRENSIVO BORGO VALSUGANA,/Scuole/ISTITUTO-COMPRENSIVO-BORGO-VALSUGANA2,205,Borgo Valsugana,TNIC812001
206,206,206,206,Educational and training institution,"Piazza Verdi, 6",+39 0462 340314,+39 0462 342294,ic.cavalese@pec.provincia.tn.it,dir.cavalese@scuole.provincia.tn.it,segr.cavalese@scuole.provincia.tn.it,http://www.iccavalese.it,TNIC809005,9,ISTITUTO COMPRENSIVO CAVALESE,/Scuole/ISTITUTO-COMPRENSIVO-CAVALESE2,206,Cavalese,TNIC809005
207,207,207,207,Educational and training institution,"Via Negritelle - Cembra, 1",+39 0461 683006,+39 0461 682166,ic.cembra@pec.provincia.tn.it,dir.cembra@scuole.provincia.tn.it,segr.cembra@scuole.provincia.tn.it,http://www.iccembra.it,TNIC82200G,9,ISTITUTO COMPRENSIVO CEMBRA,/Scuole/ISTITUTO-COMPRENSIVO-CEMBRA2,207,Cembra Lisignago,TNIC82200G
208,208,208,208,Educational and training institution,"Via Degli Alpini - Taio, 17",+39 0463 468193,+39 0463 467616,ic.taio@pec.provincia.tn.it,dir.ictaio@scuole.provincia.tn.it,segr.ictaio@scuole.provincia.tn.it,http://www.ictaio.it,TNIC82600V,5,ISTITUTO COMPRENSIVO TAIO,/Scuole/ISTITUTO-COMPRENSIVO-TAIO2,208,Predaia,TNIC82600V
209,209,209,209,Educational and training institution,"Via Circonvallazione, 44",+39 0465 321053,+39 0465 324039,ic.tione@pec.provincia.tn.it,dir.ictione@scuole.provincia.tn.it,segr.ictione@scuole.provincia.tn.it,http://www.ictione.tn.it,TNIC83600D,7,ISTITUTO COMPRENSIVO TIONE,/Scuole/ISTITUTO-COMPRENSIVO-TIONE2,209,Tione di Trento,TNIC83600D
210,210,210,210,Educational and training institution,"Via Znojmo, 24",+39 0461 912740,+39 0461 912065,ic.trento1@pec.provincia.tn.it,dir.ic.tn1@scuole.provincia.tn.it,segr.ic.tn1@scuole.provincia.tn.it,http://www.ictrento1.it,TNIC81900Q,3,ISTITUTO COMPRENSIVO TRENTO 1,/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-12,210,Trento,TNIC81900Q
211,211,211,211,Educational and training institution,"Via Ponte Alto, 2/1",+39 0461 982113,+39 0461 237554,ic.comenius@pec.provincia.tn.it,dir.ictn2@scuole.provincia.tn.it,segr.ictn2@scuole.provincia.tn.it,http://www.icomenius.it,TNIC82000X,5,"ISTITUTO COMPRENSIVO TRENTO 2 ""J. A. COMENIUS""",/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-2-J.-A.-Comenius2,211,Trento,TNIC82000X
212,212,212,212,Educational and training institution,"Via Vittorio Veneto, 61",+39 0461 934977,+39 0461 920605,ic.trento3@pec.provincia.tn.it,dir.ic.tn3@scuole.provincia.tn.it,segr.ic.tn3@scuole.provincia.tn.it,http://www.ictrento3.it,TNIC85600P,5,ISTITUTO COMPRENSIVO TRENTO 3,/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-32,212,Trento,TNIC85600P
213,213,213,213,Educational and training institution,"Piazzale Europa, 4",+39 0461 920316,+39 0461 922030,ic.trento4@pec.provincia.tn.it,dir.ictn4@scuole.provincia.tn.it,segr.ictn4@scuole.provincia.tn.it,http://www.ictrento4.it,TNIC85700E,5,ISTITUTO COMPRENSIVO TRENTO 4,/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-42,213,Trento,TNIC85700E
