,school_id,miur_code,text_review,school_name
498,29705,TNEE85802D,Ho ascoltato l'Altalena e mi sono proprio goduto il video. Vi ringrazio per essere stati quasi gli unici ad aver allietato il natale di un vecchio preside in pensione. Mando a tutti i bambini della scuola un calorosissimo augurio di essere sempre felici e buoni.,"SCUOLA PRIMARIA ""A. SCHMID"" CRISTO RE TRENTO"
499,29705,TNEE85802D,Non metto 0 stelle perchè non posso metterle ma se le meriterebbe,"SCUOLA PRIMARIA ""A. SCHMID"" CRISTO RE TRENTO"
500,29705,TNEE85802D,Molto belle.Professori fantastici.Pieno di iniziative. Che bei ricordi,"SCUOLA PRIMARIA ""A. SCHMID"" CRISTO RE TRENTO"
501,29705,TNEE85802D,Scuola migliore al mondo 😍😍,"SCUOLA PRIMARIA ""A. SCHMID"" CRISTO RE TRENTO"
502,29705,TNEE85802D,Ciao,"SCUOLA PRIMARIA ""A. SCHMID"" CRISTO RE TRENTO"
503,29706,TNEE85801C,Ho ascoltato l'Altalena e mi sono proprio goduto il video. Vi ringrazio per essere stati quasi gli unici ad aver allietato il natale di un vecchio preside in pensione. Mando a tutti i bambini della scuola un calorosissimo augurio di essere sempre felici e buoni.,"SCUOLA PRIMARIA ""BEATO S. BELLESINI"" TRENTO"
504,29706,TNEE85801C,Non metto 0 stelle perchè non posso metterle ma se le meriterebbe,"SCUOLA PRIMARIA ""BEATO S. BELLESINI"" TRENTO"
505,29706,TNEE85801C,Molto belle.Professori fantastici.Pieno di iniziative. Che bei ricordi,"SCUOLA PRIMARIA ""BEATO S. BELLESINI"" TRENTO"
506,29706,TNEE85801C,Scuola migliore al mondo 😍😍,"SCUOLA PRIMARIA ""BEATO S. BELLESINI"" TRENTO"
507,29706,TNEE85801C,Ciao,"SCUOLA PRIMARIA ""BEATO S. BELLESINI"" TRENTO"
508,29708,TNEE85803E,Bella scuola elementare del quartiere Vela. Dimensione giusta e insegnanti bravi. Fuori ci sono posti macchina per l'accompagnamento dei bambini.,"SCUOLA PRIMARIA ""SAN VIGILIO"" VELA"
509,29710,TNMM85801B,Ho ascoltato l'Altalena e mi sono proprio goduto il video. Vi ringrazio per essere stati quasi gli unici ad aver allietato il natale di un vecchio preside in pensione. Mando a tutti i bambini della scuola un calorosissimo augurio di essere sempre felici e buoni.,"SCUOLA SECONDARIA DI PRIMO GRADO ""A. MANZONI"" TRENTO"
510,29710,TNMM85801B,Non metto 0 stelle perchè non posso metterle ma se le meriterebbe,"SCUOLA SECONDARIA DI PRIMO GRADO ""A. MANZONI"" TRENTO"
511,29710,TNMM85801B,Molto belle.Professori fantastici.Pieno di iniziative. Che bei ricordi,"SCUOLA SECONDARIA DI PRIMO GRADO ""A. MANZONI"" TRENTO"
512,29710,TNMM85801B,Scuola migliore al mondo 😍😍,"SCUOLA SECONDARIA DI PRIMO GRADO ""A. MANZONI"" TRENTO"
513,29710,TNMM85801B,Ciao,"SCUOLA SECONDARIA DI PRIMO GRADO ""A. MANZONI"" TRENTO"
514,29732,TNEE844101,"La scuola, fondamentale elemento per la formazione durante la crescita si rivela indispensabile specialmente nella sua fase primaria , quando i bambini iniziano ad apprendere le prime informazioni cosiddette esterne rispetto a quelle acquisite prima esclusivamente recepite dalla famiglia e dall'ambiente domestico ,oppure dalla società, seppur in ambito ridotto in quanto le frequentazioni in così giovane età sono ovviamente limitate. Lo scopo di essa è ovviamente fornire preparazione necessaria alla crescita incrementando le conoscenze che aiuteranno i bambini a crearsi opinioni proprie preparandosi così alle scuole di livello secondario.La scuola, fondamentale elemento per la formazione durante la crescita si rivela indispensabile specialmente nella sua fase primaria , quando i bambini iniziano ad apprendere le prime informazioni cosiddette esterne rispetto a quelle …Altro",SCUOLA PRIMARIA PIETRAMURATA
515,29732,TNEE844101,Scuola storica e sempre pulita,SCUOLA PRIMARIA PIETRAMURATA
516,29738,TNMM84403G,Best scuola ever,"SCUOLA SECONDARIA DI PRIMO GRADO ""NUOVA EUROPA"" DRO"
517,29751,TNEE84606B,Rustrutturata pochi anni fa ma gia con parecchi problemi. Personale docente con cui la mia famiglia ha avuto esperienza decisamente incompetente e dirigente scolastico titalmente inutile e disinteressato (molte parole ma nessun fatto),"SCUOLA PRIMARIA ""L. VICENTINI"" NOMI"
518,29755,TNMM846015,Non mi piace,"SCUOLA SECONDARIA DI PRIMO GRADO ""A. FRANK"" VILLA LAGARINA"
519,29403,,Una bellissima struttura con un panorama pazzesco!,SCUOLA DELL'INFANZIA DI TERRAGNOLO PIAZZA
520,134612,TNTN04500G,è una scuola bellissima,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
521,29413,TNTN04500G,è una scuola bellissima,ISTITUTO TECNICO PER IL SETTORE ECONOMICO
522,29414,TNPS00500B,è una scuola bellissima,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE
523,29415,TN1E00800N,è una scuola bellissima,SCUOLA PRIMARIA GARDASCUOLA ARCO
524,29416,TN1M00800V,è una scuola bellissima,SCUOLA SECONDARIA DI PRIMO GRADO GARDASCUOLA ARCO
525,29419,TNCF002001,"Non ho parole per descrivere le orrendi esperienze trascorse, Dirigente che fa regole scomode, inutili e pericolose per altri studenti e c'è la possibilità di lasciare gli studenti senza mangiare se gli viene sequestrato il telefono e questi vanno in mensa. Ora davvero penso di cambiare scuola dopo le ""utilissime regole"" della dirigente incapace di fare delle regole però brava a far cadere nel baratro tale istituto.Non ho parole per descrivere le orrendi esperienze trascorse, Dirigente che fa regole scomode, inutili e pericolose per altri studenti e c'è la possibilità di lasciare gli studenti senza mangiare se gli viene sequestrato il telefono e …Altro",SETTORE INDUSTRIA E ARTIGIANATO
526,29419,TNCF002001,mi é caduta una tenda in testa,SETTORE INDUSTRIA E ARTIGIANATO
527,29419,TNCF002001,"Servizio lento, segreteria poco organizzata. Come scuola è funzionale",SETTORE INDUSTRIA E ARTIGIANATO
528,29419,TNCF002001,La scuola più bella di rovereto,SETTORE INDUSTRIA E ARTIGIANATO
529,29419,TNCF002001,Buon centro formazione per la città e dintorni .,SETTORE INDUSTRIA E ARTIGIANATO
530,29419,TNCF002001,(Traduzione di Google) Ottima scuola professionale e International STEAM School!(Originale)Excellent vocational school and International STEAM School!(Traduzione di Google) Ottima scuola professionale e International STEAM School! …Altro,SETTORE INDUSTRIA E ARTIGIANATO
531,29420,,"Non ho parole per descrivere le orrendi esperienze trascorse, Dirigente che fa regole scomode, inutili e pericolose per altri studenti e c'è la possibilità di lasciare gli studenti senza mangiare se gli viene sequestrato il telefono e questi vanno in mensa. Ora davvero penso di cambiare scuola dopo le ""utilissime regole"" della dirigente incapace di fare delle regole però brava a far cadere nel baratro tale istituto.Non ho parole per descrivere le orrendi esperienze trascorse, Dirigente che fa regole scomode, inutili e pericolose per altri studenti e c'è la possibilità di lasciare gli studenti senza mangiare se gli viene sequestrato il telefono e …Altro",SETTORE INDUSTRIA E ARTIGIANATO SERALE
532,29420,,mi é caduta una tenda in testa,SETTORE INDUSTRIA E ARTIGIANATO SERALE
533,29420,,"Servizio lento, segreteria poco organizzata. Come scuola è funzionale",SETTORE INDUSTRIA E ARTIGIANATO SERALE
534,29420,,La scuola più bella di rovereto,SETTORE INDUSTRIA E ARTIGIANATO SERALE
535,29420,,Buon centro formazione per la città e dintorni .,SETTORE INDUSTRIA E ARTIGIANATO SERALE
536,29420,,(Traduzione di Google) Ottima scuola professionale e International STEAM School!(Originale)Excellent vocational school and International STEAM School!(Traduzione di Google) Ottima scuola professionale e International STEAM School! …Altro,SETTORE INDUSTRIA E ARTIGIANATO SERALE
537,29422,TNEE84801T,"Ho frequentato la scuola elementare da bambino classe 79 , ringrazio le maestre del tempo per l'impegno che hanno messo per seguirmi, purtroppo la volontà era poca 😉","SCUOLA PRIMARIA ""A. BETTA"" ALA"
538,29428,TNEE821041,Bidelle simpatiche,SCUOLA PRIMARIA MATTARELLO
539,29430,TNMM82102T,Mia figlia ha frequentato elementari e medie. Esperienza negativa.,"SCUOLA SECONDARIA DI PRIMO GRADO ""A. FOGAZZARO"" MATTARELLO"
540,29430,TNMM82102T,"La mia bambina si trova benissimo,  é felice ! Credo che non esista feedback migliore della felicità dei propri figli.","SCUOLA SECONDARIA DI PRIMO GRADO ""A. FOGAZZARO"" MATTARELLO"
541,29444,TNMM86001B,Altra scuola storica.,"SCUOLA SECONDARIA DI PRIMO GRADO ""ALTA VALLAGARINA"" VOLANO"
542,29454,TNEE84004A,"Fatta nuova da poco, tecnologica e non gli manca  niente 👍👍👍",SCUOLA PRIMARIA ROMARZOLLO
543,29607,TNEE81402Q,"Scuola primaria in una buona posizione nella realtà territoriale di Pergine. Il personale docente è competente, l'edificio scolastico meriterebbe una ristrutturazione, ma nel complesso è buono, ben fornito e gli spazi sono molti.","SCUOLA PRIMARIA ""DON L. MILANI"" PERGINE VALSUGANA"
544,29612,TNMM81401N,"Troppi baby maranza, rovinano l'esperienza","SCUOLA SECONDARIA DI PRIMO GRADO ""C. ANDREATTA"" PERGINE VALSUGANA"
545,29612,TNMM81401N,Solo pulizie,"SCUOLA SECONDARIA DI PRIMO GRADO ""C. ANDREATTA"" PERGINE VALSUGANA"
546,29614,TNEE81501E,"Ottima scuola elentare, bravissime maestre.","SCUOLA PRIMARIA ""G. RODARI"" PERGINE VALSUGANA"
547,29615,TNEE81502G,Piccola scuola elementare di paese è stata da poco ampliata e dispone di una bellissima nuova palestra. Lo spazio circostante per le ore ricreative è vasto e ben tenuto. Gli insegnanti sono molto competenti e disponibili. Molto pulita e organizzata.,SCUOLA PRIMARIA CANALE
548,29616,TNEE81504N,"Bella scuola, insegnati in gamba.",SCUOLA PRIMARIA MADRANO
549,29645,TNEE85903A,"Le mie elementari, stupende dentro e fuori","SCUOLA PRIMARIA ""M. K. GANDHI"" ROVERETO"
550,29646,TNMM859017,Vado a scuola qua,"SCUOLA SECONDARIA DI PRIMO GRADO ""L. NEGRELLI"" ROVERETO"
551,29646,TNMM859017,Figo,"SCUOLA SECONDARIA DI PRIMO GRADO ""L. NEGRELLI"" ROVERETO"
552,29646,TNMM859017,Bene,"SCUOLA SECONDARIA DI PRIMO GRADO ""L. NEGRELLI"" ROVERETO"
553,29646,TNMM859017,Ed,"SCUOLA SECONDARIA DI PRIMO GRADO ""L. NEGRELLI"" ROVERETO"
554,29653,TNEE80102N,La scuola del paese! Bella struttura ben servita.,"SCUOLA PRIMARIA ""A. DEGASPERI"" PIEVE TESINO"
555,29655,TNEE80104Q,Personale competente e disponibile. Si accede su appuntamento,SCUOLA PRIMARIA SAMONE
556,29656,TNEE80105R,"Queste sono le elementari che hanno fatto la mia infanzia, credo che 5 stelle sia il voto minimo che si possa dare.In più sono state marche ristrutturate, hanno una palestra, una mensa e un'aula informatica da far invidia alle superiori.Bellissima scuola.",SCUOLA PRIMARIA SCURELLE
557,29657,TNEE80106T,La scuola del paese! Bella struttura ben servita.,SCUOLA PRIMARIA STRIGNO
558,29658,TNEE80107V,La scuola del paese! Bella struttura ben servita.,SCUOLA PRIMARIA VILLA AGNEDO
559,29659,TNMM80102L,La scuola del paese! Bella struttura ben servita.,"SCUOLA SECONDARIA DI PRIMO GRADO ""O. BRENTARI"" STRIGNO"
560,29564,TNEE83704E,(Traduzione di Google) Ottima educazione e attenzione umana(Originale)Excelente educación y atención humana(Traduzione di Google) Ottima educazione e attenzione umana(Originale) …Altro,SCUOLA PRIMARIA CAMPO LOMASO
561,29574,TNEE825037,E una bella scuola,"SCUOLA PRIMARIA ""A. FRANK"" ZAMBANA"
562,29577,TNMM825014,Che bei ricordi....La mia giovinezza...Dal 1979 all 84.....😂😂😂😂Si un asinaccio....Però tutto è servito per far di me ciò che ora sono.GrazieChe bei ricordi....La mia giovinezza...Dal 1979 all 84..... …Altro,"SCUOLA SECONDARIA DI PRIMO GRADO ""A. STAINER"" LAVIS"
563,29577,TNMM825014,Buona Istruzione,"SCUOLA SECONDARIA DI PRIMO GRADO ""A. STAINER"" LAVIS"
564,29581,TNEE818012,"Scuola è nuova, ben attrezzata e ben gestita. Da per tutti i corridoi ci sono esposti i prodotti di studi e di lezzioni fatti dai bambini. C'è ottima sala della musica. Due sale sportive, grande mensa. Sono stato qua per causa del lavoro, per questo sono entrato quasi nel tutti posti della scuola e rimasto con buon impressione. Sarei soddisfatto, se i miei figli vengono a studiare qua.Scuola è nuova, ben attrezzata e ben gestita. Da per tutti i corridoi ci sono esposti i prodotti di studi e di lezzioni fatti dai bambini. C'è ottima sala della musica. Due sale sportive, grande mensa. Sono stato qua per causa del lavoro, …Altro","SCUOLA PRIMARIA ""PADRE B. MARTINELLI"" CALCERANICA AL LAGO"
565,29581,TNEE818012,Mi piace molto questa scuola ma quando ero in 5 (quinta) la ho dovuto lasciare perchè mi ero strasferita qui in inghilterra☹️,"SCUOLA PRIMARIA ""PADRE B. MARTINELLI"" CALCERANICA AL LAGO"
566,29582,TNEE818034,"Scuola è nuova, ben attrezzata e ben gestita. Da per tutti i corridoi ci sono esposti i prodotti di studi e di lezzioni fatti dai bambini. C'è ottima sala della musica. Due sale sportive, grande mensa. Sono stato qua per causa del lavoro, per questo sono entrato quasi nel tutti posti della scuola e rimasto con buon impressione. Sarei soddisfatto, se i miei figli vengono a studiare qua.Scuola è nuova, ben attrezzata e ben gestita. Da per tutti i corridoi ci sono esposti i prodotti di studi e di lezzioni fatti dai bambini. C'è ottima sala della musica. Due sale sportive, grande mensa. Sono stato qua per causa del lavoro, …Altro",SCUOLA PRIMARIA LEVICO TERME
567,29582,TNEE818034,Mi piace molto questa scuola ma quando ero in 5 (quinta) la ho dovuto lasciare perchè mi ero strasferita qui in inghilterra☹️,SCUOLA PRIMARIA LEVICO TERME
568,29583,TNMM818011,"Scuola è nuova, ben attrezzata e ben gestita. Da per tutti i corridoi ci sono esposti i prodotti di studi e di lezzioni fatti dai bambini. C'è ottima sala della musica. Due sale sportive, grande mensa. Sono stato qua per causa del lavoro, per questo sono entrato quasi nel tutti posti della scuola e rimasto con buon impressione. Sarei soddisfatto, se i miei figli vengono a studiare qua.Scuola è nuova, ben attrezzata e ben gestita. Da per tutti i corridoi ci sono esposti i prodotti di studi e di lezzioni fatti dai bambini. C'è ottima sala della musica. Due sale sportive, grande mensa. Sono stato qua per causa del lavoro, …Altro","SCUOLA SECONDARIA DI PRIMO GRADO ""G. B. DE GASPARIS"" LEVICO TERME"
569,29583,TNMM818011,Mi piace molto questa scuola ma quando ero in 5 (quinta) la ho dovuto lasciare perchè mi ero strasferita qui in inghilterra☹️,"SCUOLA SECONDARIA DI PRIMO GRADO ""G. B. DE GASPARIS"" LEVICO TERME"
570,29593,TNEE82407G,"Un ottimo istituto ,e grandi ricordi","SCUOLA PRIMARIA ""L. NICOLUSSI"" MOLVENO"
571,29479,TNEE812024,"Bella struttura, effettuati lavori recentemente. È presente una palestra spaziosa",SCUOLA PRIMARIA GRIGNO
572,29480,TNMM812012,Scuola ristrutturata di recente in modo originale e colorato.,"SCUOLA SECONDARIA DI PRIMO GRADO ""ORA E VEGLIA"" BORGO VALSUGANA"
573,29480,TNMM812012,Personale molto istruito e ottima scuola,"SCUOLA SECONDARIA DI PRIMO GRADO ""ORA E VEGLIA"" BORGO VALSUGANA"
574,29481,TNMM812023,"Bella struttura, effettuati lavori recentemente. È presente una palestra spaziosa","SCUOLA SECONDARIA DI PRIMO GRADO ""S. FANTE"" GRIGNO"
575,29493,TNEE82206V,"Scuola primaria in una buona posizione nella realtà territoriale di Pergine. Il personale docente è competente, l'edificio scolastico meriterebbe una ristrutturazione, ma nel complesso è buono, ben fornito e gli spazi sono molti.","SCUOLA PRIMARIA ""DON L. MILANI"" LASES"
576,29495,TNEE822081,"La scuola è dotata di una bella palestra. Parquet molto bello, alta e ben strutturata per le partite con spazi per il pubblico nelle tribune sul campo e sulla balconata. Parcheggio esterno ampio.","SCUOLA PRIMARIA ""P. SARTORI"" SOVER"
577,29499,TNMM82201L,"La scuola è dotata di una bella palestra. Parquet molto bello, alta e ben strutturata per le partite con spazi per il pubblico nelle tribune sul campo e sulla balconata. Parcheggio esterno ampio.","SCUOLA SECONDARIA DI PRIMO GRADO ""A. VIELMETTI"" CEMBRA"
578,29664,TNEE826033,"Bel complesso nuovo, siamo venuti x una partita di Pallavolo,ed abbiamo ammirato questa palestra..",SCUOLA PRIMARIA TAIO
579,29664,TNEE826033,Io ho 50 anni e vivo in sicilia pro credo di aver fatto la scuola elementare a taio mi piacerebbe sapere se ce qualcuno che  42 anni fa andava a scuola li con me,SCUOLA PRIMARIA TAIO
580,29664,TNEE826033,Bellissima scuola. Io sono uno studente e posso assicurare che è attrezzatissima!,SCUOLA PRIMARIA TAIO
581,29664,TNEE826033,Numero telefonico errato o non utilizzabile,SCUOLA PRIMARIA TAIO
582,29665,TNMM826021,"Bel complesso nuovo, siamo venuti x una partita di Pallavolo,ed abbiamo ammirato questa palestra..","SCUOLA SECONDARIA DI PRIMO GRADO ""F. BARBACOVI"" COREDO"
583,29665,TNMM826021,Io ho 50 anni e vivo in sicilia pro credo di aver fatto la scuola elementare a taio mi piacerebbe sapere se ce qualcuno che  42 anni fa andava a scuola li con me,"SCUOLA SECONDARIA DI PRIMO GRADO ""F. BARBACOVI"" COREDO"
584,29665,TNMM826021,Bellissima scuola. Io sono uno studente e posso assicurare che è attrezzatissima!,"SCUOLA SECONDARIA DI PRIMO GRADO ""F. BARBACOVI"" COREDO"
585,29665,TNMM826021,Numero telefonico errato o non utilizzabile,"SCUOLA SECONDARIA DI PRIMO GRADO ""F. BARBACOVI"" COREDO"
586,29666,TNMM82601X,"Bel complesso nuovo, siamo venuti x una partita di Pallavolo,ed abbiamo ammirato questa palestra..","SCUOLA SECONDARIA DI PRIMO GRADO ""F. BARBACOVI"" TAIO"
587,29666,TNMM82601X,Io ho 50 anni e vivo in sicilia pro credo di aver fatto la scuola elementare a taio mi piacerebbe sapere se ce qualcuno che  42 anni fa andava a scuola li con me,"SCUOLA SECONDARIA DI PRIMO GRADO ""F. BARBACOVI"" TAIO"
588,29666,TNMM82601X,Bellissima scuola. Io sono uno studente e posso assicurare che è attrezzatissima!,"SCUOLA SECONDARIA DI PRIMO GRADO ""F. BARBACOVI"" TAIO"
589,29666,TNMM82601X,Numero telefonico errato o non utilizzabile,"SCUOLA SECONDARIA DI PRIMO GRADO ""F. BARBACOVI"" TAIO"
590,29677,TNEE81901T,"La scuola prende il nome dal pittore italiano Umberto Moggioli nato il 25 giugno 1886 Moggioli produce alcuni dei suoi capolavori, come ""Il ponte verde"" (1911), ""Cipresso Gemello"" (1912) e ""Primavera a Mazzorbo"" (1913), che ritraggono luoghi solitari e silenziosi, vicini alla sua attitudine contemplativa.","SCUOLA PRIMARIA ""U. MOGGIOLI"" POVO"
591,29678,TNMM81901R,Ho appena finito gli esami e questa fantastica scuola non la rivedrò per un bel po'.Ringrazio tutti i professori che mi hanno insegnato per questi 3 anni.,"SCUOLA SECONDARIA DI PRIMO GRADO ""G. PASCOLI"" POVO"
592,29678,TNMM81901R,Ottima scuola,"SCUOLA SECONDARIA DI PRIMO GRADO ""G. PASCOLI"" POVO"
593,29680,TNEE820012,Come esperienza posso raccontare quella di una bambina della classe bilingue che grazie ha lezioni interessanti e interattive che all'età di 15 anni sta cercando di raggiungere il livello c1 in inglese e il b2 in tedesco,"SCUOLA PRIMARIA ""E. BERNARDI"" COGNOLA"
594,29684,TNMM820011,"Scuola media ampia, dotata di palestra, piscina scolastica, campo da pallavolo esterno e grande cortile.","SCUOLA SECONDARIA DI PRIMO GRADO ""ARGENTARIO"" TRENTO"
595,29684,TNMM820011,"Formazione generale ottima, ho bei ricordi dei tempi delle medie","SCUOLA SECONDARIA DI PRIMO GRADO ""ARGENTARIO"" TRENTO"
596,29684,TNMM820011,👌🏻,"SCUOLA SECONDARIA DI PRIMO GRADO ""ARGENTARIO"" TRENTO"
597,29688,TNEE85602T,"Mia figlia si è trovata molto bene, e ha imparato a sufficienza tutto il programma, la scuola e molto bella: uno stagno, due cortili, un orto, un forno, un aula all' aperto e una grandissima biblioteca. L'unico lato negativo è la palestra, è un po' piccola! Ma per il resto OTTIMA!","SCUOLA PRIMARIA ""G. B. DE GASPARI"" TRENTO"
598,29690,TNMM85601Q,"Scuola abbastanza grande, bella e organizzata. La palestra molto grande in confronto a quella delle elementari che praticava mia figlia. Cortile esterno molto assolato e caldo durante i primi e ultimi giorni di scuola. Per il resto molto buona!","SCUOLA SECONDARIA DI PRIMO GRADO ""BRONZETTI - SEGANTINI"" TRENTO"
599,29690,TNMM85601Q,"Devo concordare con Pietro Avi su questa, mio figlio torna a casa con lo zaino che pesa una tonnellata! E li danno troppi compiti!","SCUOLA SECONDARIA DI PRIMO GRADO ""BRONZETTI - SEGANTINI"" TRENTO"
600,29690,TNMM85601Q,Sede dell'istituto comprensivo Trento 3 e della scuola media Bronzetti Segantini,"SCUOLA SECONDARIA DI PRIMO GRADO ""BRONZETTI - SEGANTINI"" TRENTO"
601,29692,TNEE85701L,Personale molto accogliente e un bel giardino fuori,SCUOLA PRIMARIA CLARINA TRENTO
602,29692,TNEE85701L,Scuola di quartiere con personale ben preparato,SCUOLA PRIMARIA CLARINA TRENTO
603,29692,TNEE85701L,Super,SCUOLA PRIMARIA CLARINA TRENTO
604,29693,TNEE85702N,Ho mandato tutti i miei figli in questa scuola e mi sono trovato benissimo,SCUOLA PRIMARIA LOCALITA' MADONNA BIANCA TRENTO
605,29694,TNEE85703P,"Anfang Juni 2022 war ich stationär für eine Woche in der Kardiologie im Ospedale Santa Chiara. Angefangen vom Notarzt, über die Aufnahme in der Notaufnahme, die OP und Betreuung danach, kann ich nur positives berichten! Alle im Krankenhaus waren sehr hilfsbereit, freundlich und professionell! Sprachprobleme wurden locker in englisch/italienisch/deutsch + Hände überwunden :-) Ich habe mich die ganze Zeit wohl und sicher gefühlt.Vielen Dank den Doktoren, OP Team, Pflegern, dem ganzen Team der Kardiologie des Ospedale Santa Chiara. Grazie Mille!!All'inizio di giugno 2022 sono stata ricoverata per una settimana nel reparto di cardiologia dell'Ospedale Santa Chiara.  A partire dal medico di emergenza, dal ricovero al pronto soccorso, dall'intervento chirurgico e dalle cure successive, posso solo riferire cose positive!  Tutti in ospedale sono stati molto disponibili, cordiali e professionali!  I problemi di lingua sono stati facilmente superati in inglese/italiano/tedesco + mani :-) Mi sono sentito a mio agio e al sicuro per tutto il tempo.Grazie di cuore ai medici, all'equipe chirurgica, agli infermieri, a tutta l'equipe di cardiologia dell'Ospedale Santa Chiara.  Grazia Mille!!Anfang Juni 2022 war ich stationär für eine Woche in der Kardiologie im Ospedale Santa Chiara. Angefangen vom Notarzt, über die Aufnahme in der Notaufnahme, die OP und Betreuung danach, kann ich nur positives berichten! Alle im Krankenhaus …Altro",SCUOLA PRIMARIA OSPEDALE INFANTILE TRENTO
606,29694,TNEE85703P,Ringrazio tutti lavoratori di questa  struttura nella quale sono stata ospite per 7 giorni . Sempre ricoperto di attenzioni da parte di tutti dal personale delle pulizie agli OSS . Dagli infermieri ai medici fino ai professori  e primari . Si percepisce l'amore per il loro lavoro 💖( neurologiaChirurgia)Grazie a tuttiRingrazio tutti lavoratori di questa  struttura nella quale sono stata ospite per 7 giorni . Sempre ricoperto di attenzioni da parte di tutti dal personale delle pulizie agli OSS . Dagli infermieri ai medici fino ai professori  e primari . …Altro,SCUOLA PRIMARIA OSPEDALE INFANTILE TRENTO
607,29694,TNEE85703P,"Uno fra i migliori ospedali d’Italia.Tra pronto soccorso e reparti, esami diagnostici e soprattutto la rara professionalità dei medici in termini di lucidità, preparazione ed empatia; nonché il personale infermieristico disponibile oltremodo, attento ed educato, creano, a mio modesto avviso, un’eccellenza di cui andare fieri e da considerare come esempio.Presente anche l’elisoccorso, altro punto di esemplare servizio.Bravi, complimenti e continuate cosi!Uno fra i migliori ospedali d’Italia.Tra pronto soccorso e reparti, esami diagnostici e soprattutto la rara professionalità dei medici in termini di lucidità, preparazione ed empatia; nonché il …Altro",SCUOLA PRIMARIA OSPEDALE INFANTILE TRENTO
608,29694,TNEE85703P,"Questo sabato ho ricevuto una chiamata da mia nonna, mi disse che stava male, con febbre alta. Vivendo all’estero non ho avuto la possibilità di chiamare il numero di emergenza, così ho chiamato guardia medica che (stranamente) non mi ha risposto. Allora ho provato a chiamare l’ospedale di Trento, sperando di poter chiedere a qualcuno di passare a casa di mia nonna per verificare la situazione. La receptionist del Santa Chiara mi ha comunicato in modo molto sgarbato, che i soccorsi non li poteva chiamare, e che dovevo chiamare un conoscente per far chiamare il 112 o aspettare risposta dalla guardia medica. Questo servizio sanitario “pubblico” è vergognoso! Mia nonna ha pagato le tasse per 85 anni, il servizio sanitario per chi si trova nel territorio italiano dovrebbe essere garantito H24. È inammissibile che nel 2022 chiamando al centralino dell’ospedale non si riesca ad organizzare un medico/assistente che va a visitare una persona anziana. Alla fine ho dovuto chiamare un amico che si trova in Italia e che dopo numerosi tentativi è riuscito a chiamare la guardia medica. Vi prego di formare gli operatori/receptionist in modo che almeno possano inoltrare le chiamate di emergenza provenienti dall’estero, nel rispetto di chi ha davvero bisogno di assistenza.Questo sabato ho ricevuto una chiamata da mia nonna, mi disse che stava male, con febbre alta. Vivendo all’estero non ho avuto la possibilità di chiamare il numero di emergenza, così ho chiamato guardia medica che (stranamente) non mi ha …Altro",SCUOLA PRIMARIA OSPEDALE INFANTILE TRENTO
609,29694,TNEE85703P,"Ero a Trento da due ore per una piccola vacanza con mia figlia minore e sono stata portata al pronto soccorso in ambulanza in preda a dolori allucinanti...Aldilà della mia disavventura a 1300 km da casa , terminata in parte dopo una settimana, volevo RINGRAZIARE la Dottoressa e gli infermieri del PRONTO SOCCORSO che erano di turno la notte tra il 13e14 luglio e anche tutto il reparto di UROLOGIA dell'ospedale,dove sono stata ricoverata dopo una scruposa indagine in ps: a parte qualche sporadico caso di maniere poco gentili(caratteriali) ho trovato un personale PREPARATISSIMO,EFFICENTE, GENTILE E DAVVERO TANTO DISPONIBILE.La situazione era complicata con la minore a carico e per  altre difficoltà, ma ci siamo sentite davvero al sicuro.Credo che tutti gli ospedali d'italia dovrebbero funzionare così e avere professionisti di quel calibro permette  la massima funzionalità della nostra Sanità.Un plauso  e un GRAZIE A TUTTI dunque...con un' unica postilla: alle mie dimissioni l'ospedale non poteva garantirmi una soluzione a baratri che crea lo Stato,ma poi è il cittadino a subitre e pagare.GRAZIE🙏PS: abbiamo una foto della bella vista (in Trentino ovunque guardi è bellezza!) dalla nostra stanza nel nosocomio: in hotel (capitolo negativo) abbiamo goduto solo due ore di una meravigliosa vista...ma almeno in Ospedale siamo state fortunate anche in questo!!!Emiliana M.  LECCEEro a Trento da due ore per una piccola vacanza con mia figlia minore e sono stata portata al pronto soccorso in ambulanza in preda a dolori allucinanti...Aldilà della mia disavventura a 1300 km da casa , terminata in parte dopo una …Altro",SCUOLA PRIMARIA OSPEDALE INFANTILE TRENTO
610,29694,TNEE85703P,"Visto solo di sfuggita ma la struttura è molto grande, con ampi parcheggi a pagamento, pulita e ordinata!",SCUOLA PRIMARIA OSPEDALE INFANTILE TRENTO
611,29694,TNEE85703P,"La mia nonna ringrazia il personale della Stroke unit, in particolare le dottoresse Gaiani e Marangoni, per la grande umanità, oltre che per la competenza e serietà. In un brutto momento, sapere di poter contare su persone come loro è rincuorante.",SCUOLA PRIMARIA OSPEDALE INFANTILE TRENTO
