coordinatore_pedagogico,presidente_ente_gestore,sorastant,tipo_instituto,dirigente_scolastico,direttore,indirizzo,telefono,fax,email_istituto,email_dirigenza,email_segreteria,sito_web,miur_code,numero_plessi_scuole,nome_istituto,id_istituto,id_number
FRANCESCA VARESCHI,nan,nan,Scuola dell'infanzia,nan,nan,"Piazza Conciliazione,
    
3/B -
    
38063    
AVIO",0464-683225,nan,sabbionara.presidente@fpsm.tn.it,nan,sabbionara.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Sabbionara
            
",/Scuole/Scuola-dell-infanzia-di-Sabbionara2,135
DANIELA DALCASTAGNE',nan,nan,Scuola dell'infanzia,nan,nan,"Via Laghetto - San Martino Di Castrozza,
    
30 -
    
38054    
PRIMIERO SAN MARTINO DI CASTROZZA",0439-768666,nan,s.martino.castrozza.presidente@fpsm.tn.it,nan,s.martino.castrozza.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di San Martino di C.
            
",/Scuole/Scuola-dell-infanzia-di-San-Martino-di-C2,136
GIANNA ANGELI,nan,nan,Scuola dell'infanzia,nan,nan,"Via Caffaro - Sarche - Calavino,
    
6 -
    
38076    
MADRUZZO",0461-564028,nan,sarche.presidente@fpsm.tn.it,nan,sarche.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Sarche
            
",/Scuole/Scuola-dell-infanzia-di-Sarche2,137
PAOLA SANGIORGI,nan,nan,Scuola dell'infanzia,nan,nan,"Via Visintainer,
    
15 -
    
38050    
SCURELLE",0461-762268,nan,scurelle.presidente@fpsm.tn.it,nan,scurelle.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Scurelle
            
",/Scuole/Scuola-dell-infanzia-di-Scurelle2,138
UTE PANCHER,nan,nan,Scuola dell'infanzia,nan,nan,"Via Sonora - Segno - Taio,
    
18 -
    
38012    
PREDAIA",0463-468064,nan,segno.presidente@fpsm.tn.it,nan,segno.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Segno
            
",/Scuole/Scuola-dell-infanzia-di-Segno2,139
PAMELA TOMASELLI,nan,nan,Scuola dell'infanzia,nan,nan,"Frazione Stedro,
    
80 -
    
38047    
SEGONZANO",327-3311981,nan,segonzano.presidente@fpsm.tn.it,nan,segonzano.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Segonzano
            
",/Scuole/Scuola-dell-infanzia-di-Segonzano2,140
FRANCESCA VARESCHI,nan,nan,Scuola dell'infanzia,nan,nan,"Via Ingenger Tomasi - Serravalle,
    
5 -
    
38061    
ALA",0464-696304,nan,serravalle.presidente@fpsm.tn.it,nan,serravalle.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Serravalle
            
",/Scuole/Scuola-dell-infanzia-di-Serravalle2,141
DANIELA DALCASTAGNE',nan,nan,Scuola dell'infanzia,nan,nan,"Via Asilo - Siror,
    
1 -
    
38054    
PRIMIERO SAN MARTINO DI CASTROZZA",0439-62790,nan,siror.presidente@fpsm.tn.it,nan,siror.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Siror
            
",/Scuole/Scuola-dell-infanzia-di-Siror2,142
ILARIA MANCINI,nan,nan,Scuola dell'infanzia,nan,nan,"Via Torre - Smarano,
    
6 -
    
38012    
PREDAIA",0463-536702,nan,smarano.presidente@fpsm.tn.it,nan,smarano.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Smarano
            
",/Scuole/Scuola-dell-infanzia-di-Smarano2,143
CARMEN FATTORI,nan,nan,Scuola dell'infanzia,nan,nan,"Via Canelli - Sopramonte,
    
5 -
    
38123    
TRENTO",0461-867021,nan,sopramonte.presidente@fpsm.tn.it,nan,sopramonte.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Sopramonte
            
",/Scuole/Scuola-dell-infanzia-di-Sopramonte2,144
ALESSANDRA POMILIO,nan,nan,Scuola dell'infanzia,nan,nan,"Via S Vigilio,
    
5 -
    
38088    
SPIAZZO",0465-801326,nan,spiazzo.rendena.contabile@fpsm.tn.it,nan,spiazzo.rendena.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Spiazzo Rendena
            
",/Scuole/Scuola-dell-infanzia-di-Spiazzo-Rendena2,145
UTE PANCHER,nan,nan,Scuola dell'infanzia,nan,nan,"Via dell Asilo,
    
2 -
    
38010    
SPORMAGGIORE",0461-653390,nan,spormaggiore.contabile@fpsm.tn.it,nan,spormaggiore.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Spormaggiore
            
",/Scuole/Scuola-dell-infanzia-di-Spormaggiore2,146
LORENZO SANTORUM,nan,nan,Scuola dell'infanzia,nan,nan,"Piazza Dante,
    
15 -
    
38070    
STENICO",0465-771019,nan,stenico.presidente@fpsm.tn.it,nan,stenico.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Stenico
            
",/Scuole/Scuola-dell-infanzia-di-Stenico2,147
ALESSANDRA POMILIO,nan,nan,Scuola dell'infanzia,nan,nan,"Via S Floriano,
    
22 -
    
38089    
STORO",0465-296084,nan,storo.presidente@fpsm.tn.it,nan,storo.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Storo
            
",/Scuole/Scuola-dell-infanzia-di-Storo2,148
DANIELA DALCASTAGNE',nan,nan,Scuola dell'infanzia,nan,nan,"Piazza IV Novembre - Strigno,
    
11 -
    
38059    
CASTEL IVANO",0461-762327,nan,strigno.presidente@fpsm.tn.it,nan,strigno.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Strigno
            
",/Scuole/Scuola-dell-infanzia-di-Strigno2,149
MARIANGELA SIMONCINI,nan,nan,Scuola dell'infanzia,nan,nan,"Via Dell Asilo,
    
5 -
    
38057    
PERGINE VALSUGANA",0461-538471,nan,susa.presidente@fpsm.tn.it,nan,susa.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Susà
            
",/Scuole/Scuola-dell-infanzia-di-Susa2,150
ALESSANDRA POMILIO,nan,nan,Scuola dell'infanzia,nan,nan,"Viale Trento,
    
4 -
    
38080    
CARISOLO",0465-501433,nan,carisolo.presidente@fpsm.tn.it,nan,carisolo.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Carisolo
            
",/Scuole/Scuola-dell-infanzia-di-Carisolo2,151
ILARIA MANCINI,nan,nan,Scuola dell'infanzia,nan,nan,"Via della Pontara - Casez,
    
10 -
    
38010    
SANZENO",0463-434219,nan,casez.presidente@fpsm.tn.it,nan,casez.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Casez
            
",/Scuole/Scuola-dell-infanzia-di-Casez2,152
ROBERTA MEDEGHINI,nan,nan,Scuola dell'infanzia,nan,nan,"Via Caduti,
    
1 -
    
38060    
VILLA LAGARINA",0464-801242,nan,castellano.presidente@fpsm.tn.it,nan,castellano.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Castellano
            
",/Scuole/Scuola-dell-infanzia-di-Castellano2,153
TIZIANA CEOL,nan,nan,Scuola dell'infanzia,nan,nan,"Via Latemar,
    
2 -
    
38030    
CASTELLO-MOLINA DI FIEMME",0462-341153,nan,castello.fiemme.segretario@fpsm.tn.it,nan,castello.fiemme.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Castello Di Fiemme
            
",/Scuole/Scuola-dell-infanzia-di-Castello-Di-Fiemme2,154
GIANNA ANGELI,nan,nan,Scuola dell'infanzia,nan,nan,"Via IV Novembre,
    
19 -
    
38073    
CAVEDINE",0461-568548,nan,cavedine.presidente@fpsm.tn.it,nan,cavedine.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Cavedine
            
",/Scuole/Scuola-dell-infanzia-di-Cavedine2,155
PAMELA TOMASELLI,nan,nan,Scuola dell'infanzia,nan,nan,"Piazza Zanotelli - Cembra,
    
1 -
    
38034    
CEMBRA LISIGNAGO",0461-680173,nan,cembra.presidente@fpsm.tn.it,nan,cembra.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Cembra
            
",/Scuole/Scuola-dell-infanzia-di-Cembra2,156
FRANCESCA VARESCHI,nan,nan,Scuola dell'infanzia,nan,nan,"Via Canestrini - Chizzola,
    
1 -
    
38061    
ALA",0464-696397,nan,chizzola.presidente@fpsm.tn.it,nan,chizzola.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Chizzola
            
",/Scuole/Scuola-dell-infanzia-di-Chizzola2,157
ILARIA MANCINI,nan,nan,Scuola dell'infanzia,nan,nan,"Via Mattioli,
    
13 -
    
38023    
CLES",0463-625164,nan,cles.presidente@fpsm.tn.it,nan,cles.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Cles
            
",/Scuole/Scuola-dell-infanzia-di-Cles2,158
ILARIA MANCINI,nan,nan,Scuola dell'infanzia,nan,nan,"Via di S Stefano,
    
2/A -
    
38028    
NOVELLA",0463-1980632,nan,cloz.brez.presidente@fpsm.tn.it,nan,cloz.brez.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Cloz e Brez
            
",/Scuole/Scuola-dell-infanzia-di-Cloz-e-Brez2,159
ALESSANDRA POMILIO,nan,nan,Scuola dell'infanzia,nan,nan,"Via Roma - Condino,
    
37 -
    
38083    
BORGO CHIESE",0465-621009,nan,condino.presidente@fpsm.tn.it,nan,condino.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Condino
            
",/Scuole/Scuola-dell-infanzia-di-Condino2,160
ILARIA MANCINI,nan,nan,Scuola dell'infanzia,nan,nan,"Via delle antiche fontane - Coredo,
    
20 -
    
38012    
PREDAIA",0463-536416,nan,coredo.segretario@fpsm.tn.it,nan,coredo.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Coredo
            
",/Scuole/Scuola-dell-infanzia-di-Coredo2,161
CARMEN FATTORI,nan,nan,Scuola dell'infanzia,nan,nan,"Via Bresadola,
    
6 -
    
38121    
TRENTO",0461-823359,nan,trento.cristore.segretario@fpsm.tn.it,nan,trento.cristore.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Cristo Re -Trento
            
",/Scuole/Scuola-dell-infanzia-di-Cristo-Re-Trento2,162
SILVANO MEDVES,nan,nan,Scuola dell'infanzia,nan,nan,"Via S Biagio,
    
30 -
    
38060    
BRENTONICO",0464-395693,nan,crosano.segretario@fpsm.tn.it,nan,crosano.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Crosano
            
",/Scuole/Scuola-dell-infanzia-di-Crosano2,163
ILARIA MANCINI,nan,nan,Scuola dell'infanzia,nan,nan,"Via Garibaldi,
    
33 -
    
38010    
DAMBEL",0463-437181,nan,dambel.presidente@fpsm.tn.it,nan,dambel.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Dambel
            
",/Scuole/Scuola-dell-infanzia-di-Dambel2,164
ROBERTA BERTOLAS,nan,nan,Scuola dell'infanzia,nan,nan,"Via Alla Chiesa - Dimaro,
    
26 -
    
38025    
DIMARO FOLGARIDA",0463-974301,nan,dimaro.contabile@fpsm.tn.it,nan,dimaro.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Dimaro
            
",/Scuole/Scuola-dell-infanzia-di-Dimaro2,165
PAMELA TOMASELLI,nan,nan,Scuola dell'infanzia,nan,nan,"Via Perlaia - Faver,
    
17 -
    
38030    
ALTAVALLE",+39 328 7310914,nan,faver.presidente@fpsm.tn.it,nan,faver.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Faver
            
",/Scuole/Scuola-dell-infanzia-di-Faver2,166
LORENZO SANTORUM,nan,nan,Scuola dell'infanzia,nan,nan,"Piazza S Sebastiano,
    
24 -
    
38075    
FIAVE'",0465-735129,nan,fiave.contabile@fpsm.tn.it,nan,fiave.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Fiavè
            
",/Scuole/Scuola-dell-infanzia-di-Fiave2,167
DANIELA DALCASTAGNE',nan,nan,Scuola dell'infanzia,nan,nan,"Viale Marconi - Pieve,
    
1 -
    
38054    
PRIMIERO SAN MARTINO DI CASTROZZA",0439-762196,0439764911,fiera.presidente@fpsm.tn.it,nan,fiera.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Fiera di Primiero
            
",/Scuole/Scuola-dell-infanzia-di-Fiera-di-Primiero2,168
ILARIA MANCINI,nan,nan,Scuola dell'infanzia,nan,nan,"Piazza Don Stefenelli - Fondo,
    
5 -
    
38020    
BORGO D'ANAUNIA",0463-831254,nan,fondo.contabile@fpsm.tn.it,nan,fondo.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Fondo
            
",/Scuole/Scuola-dell-infanzia-di-Fondo2,169
MARIANGELA SIMONCINI,nan,nan,Scuola dell'infanzia,nan,nan,"Via Del Borgolet,
    
16 -
    
38040    
FORNACE",0461-849351,nan,fornace.presidente@fpsm.tn.it,nan,fornace.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Fornace
            
",/Scuole/Scuola-dell-infanzia-di-Fornace2,170
CARMEN FATTORI,nan,nan,Scuola dell'infanzia,nan,nan,"Via S Anna,
    
9 -
    
38121    
TRENTO",0461-990296,nan,gardolo.segretario@fpsm.tn.it,nan,gardolo.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Gardolo
            
",/Scuole/Scuola-dell-infanzia-di-Gardolo2,171
nan,nan,nan,Istituzione scolastica e formativa,CHIARA GHETTA,nan,"Corso Buonarroti,
    
50 -
    
38122    
TRENTO",+39 0461 236214,+39 0461 230583,ic.trento6@pec.provincia.tn.it,dir.ic.tn6@scuole.provincia.tn.it,segr.ic.tn6@scuole.provincia.tn.it,http://www.ictrento6.it,TNIC85800A,7,"

                
ISTITUTO COMPRENSIVO TRENTO 6
            
",/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-62,172
nan,nan,nan,Istituzione scolastica e formativa,GIUSEPPE PRIGIOTTI,nan,"Viale Della Pace,
    
10 -
    
38086    
PINZOLO",+39 0465 501139,+39 0465 512119,ic.valrendena@pec.provincia.tn.it,dir.ic.valrendena@scuole.provincia.tn.it,segr.ic.valrendena@scuole.provincia.tn.it,http://www.icvalrendena.it,TNIC83400T,10,"

                
ISTITUTO COMPRENSIVO VAL RENDENA
            
",/Scuole/ISTITUTO-COMPRENSIVO-VAL-RENDENA2,173
nan,nan,nan,Istituzione scolastica e formativa,SARA TURRINI,nan,"Via Roma - Vezzano,
    
3 -
    
38070    
VALLELAGHI",+39 0461 864026,+39 0461 340648,ic.valledeilaghi@pec.provincia.tn.it,dir.ic.valledeilaghi@scuole.provincia.tn.it,segr.ic.valledeilaghi@scuole.provincia.tn.it,http://www.icvalledeilaghidro.it,TNIC84400C,11,"

                
ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO
            
",/Scuole/ISTITUTO-COMPRENSIVO-VALLE-DEI-LAGHI-DRO2,174
nan,nan,nan,Istituzione scolastica e formativa,PAOLA MARONI,nan,"Via Falcone e Borsellino - Bezzecca,
    
2 -
    
38067    
LEDRO",+39 0464 592800,+39 0464 592819,ic.vallediledro@pec.provincia.tn.it,dir.ic.bezzecca@scuole.provincia.tn.it,segr.ic.bezzecca@scuole.provincia.tn.it,http://www.icvallediledro.it,TNIC80600N,4,"

                
ISTITUTO COMPRENSIVO VALLE DI LEDRO
            
",/Scuole/ISTITUTO-COMPRENSIVO-VALLE-DI-LEDRO2,175
nan,nan,nan,Istituzione scolastica e formativa,GABRIELLA VITALE,nan,"Via Garibaldi - Vigolo Vattaro,
    
8 -
    
38049    
ALTOPIANO DELLA VIGOLANA",+39 0461 848878,+39 0461 845217,ic.vigolovattaro@pec.provincia.tn.it,dir.vigolovattaro@scuole.provincia.tn.it,segr.vigolovattaro@scuole.provincia.tn.it,http://www.icvigolovattaro.it,TNIC803006,4,"

                
ISTITUTO COMPRENSIVO VIGOLO VATTARO
            
",/Scuole/ISTITUTO-COMPRENSIVO-VIGOLO-VATTARO2,176
nan,nan,nan,Istituzione scolastica e formativa,TIZIANA CHEMOTTI,nan,"Via Stockstadt Am Rhein,
    
3 -
    
38060    
VILLA LAGARINA",+39 0464 411312,+39 0464 411705,ic.villalagarina@pec.provincia.tn.it,dir.ic.villalagarina@scuole.provincia.tn.it,segr.ic.villalagarina@scuole.provincia.tn.it,http://www.icvillalagarina.it,TNIC846004,5,"

                
ISTITUTO COMPRENSIVO VILLA LAGARINA
            
",/Scuole/ISTITUTO-COMPRENSIVO-VILLA-LAGARINA2,177
nan,nan,nan,Istituzione scolastica e formativa,VENERA MUNAFO',nan,"Via Murialdo,
    
27 -
    
38045    
CIVEZZANO",+39 0461 858485,+39 0461 858901,ic.civezzano@pec.provincia.tn.it,dir.i.c.civezzano@scuole.provincia.tn.it,segr.i.c.civezzano@scuole.provincia.tn.it,http://www.iccivezzano.eu,TNIC817004,6,"

                
ISTITUTO COMPRENSIVO CIVEZZANO
            
",/Scuole/ISTITUTO-COMPRENSIVO-CIVEZZANO2,178
nan,nan,nan,Istituzione scolastica e formativa,ROMEO COLLINI,nan,"Via Papaleoni,
    
5 -
    
38089    
STORO",+39 0465 686039,+39 0465 687076,ic.chiese-storo@pec.provincia.tn.it,dir.ic.chiese@scuole.provincia.tn.it,segr.ic.chiese@scuole.provincia.tn.it,http://www.istitutodelchiese.it,TNIC838005,6,"

                
ISTITUTO COMPRENSIVO DEL CHIESE ""Don L. Milani""
            
",/Scuole/ISTITUTO-COMPRENSIVO-DEL-CHIESE-Don-L.-Milani2,179
nan,nan,nan,Istituzione scolastica e formativa,ROBERTA BISOFFI,nan,"Via Battisti,
    
24 -
    
38064    
FOLGARIA",+39 0464 721283,+39 0464 723563,ic.folgaria-lavarone@pec.provincia.tn.it,dir.rella.folgaria@scuole.provincia.tn.it,segr.rella.folgaria@scuole.provincia.tn.it,http://www.icfolgarialavaroneluserna.it,TNIC804002,8,"

                
ISTITUTO COMPRENSIVO FOLGARIA - LAVARONE - LUSERNA
            
",/Scuole/ISTITUTO-COMPRENSIVO-FOLGARIA-LAVARONE-LUSERNA2,180
nan,nan,nan,Istituzione scolastica e formativa,ROBERTA GAMBARO,nan,"Via Laviosa Zambotti - Fondo,
    
24 -
    
38020    
BORGO D'ANAUNIA",+39 0463 831134,+39 0463 831746,ic.fondo@pec.provincia.tn.it,dir.ic.fondo@scuole.provincia.tn.it,segr.ic.fondo@scuole.provincia.tn.it,http://www.icfondorevo.it,TNIC82800E,10,"

                
ISTITUTO COMPRENSIVO FONDO - REVO'
            
",/Scuole/ISTITUTO-COMPRENSIVO-FONDO-REVO2,181
MILENA ENDRIZZI,nan,nan,Circolo di coordinamento pedagogico,nan,nan,"Viale Trento,
    
37/E -
    
38068    
ROVERETO",+39 0464 493116,+39 0464 493117,circolo.coordinamento09@provincia.tn.it,nan,circolo.coordinamento09@provincia.tn.it,nan,nan,9,"

                
Circolo di coordinamento n. 9
            
",/Scuole/Circolo-di-coordinamento-n.-94,182
TATIANA SORAPERRA,nan,FEDERICO CORRADINI,Circolo di coordinamento pedagogico,nan,nan,"Strada Giuseppe Soraperra - Pozza di Fassa,
    
6 -
    
38036    
SAN GIOVANNI DI FASSA - SEN JAN",+39 0462 760340,+39 0462 760001,coordinamento.scuoleladine@provincia.tn.it,nan,coordinamento.scuoleladine@provincia.tn.it,nan,nan,3,"

                
Coordinamento pedagogico scuole provinciali dell'infanzia ladine
            
",/Scuole/Coordinamento-pedagogico-scuole-provinciali-dell-infanzia-ladine2,183
nan,nan,nan,Istituzione scolastica e formativa,ALESSANDRO MIORELLI,nan,"Via XXIV Maggio,
    
1 -
    
38062    
ARCO",+39 0464 519546,+39 0464 519959,gardascuola@pec.cooperazionetrentina.it,nan,segreteria@gardascuola.it,http://www.gardascuola.it,nan,5,"

                
GARDASCUOLA SOCIETA' COOPERATIVA SOCIALE - ARCO
            
",/Scuole/GARDASCUOLA-SOCIETA-COOPERATIVA-SOCIALE-ARCO2,184
nan,nan,nan,Istituzione scolastica e formativa,nan,LAURA SCALFI,"Piazzale Orsi,
    
1 -
    
38068    
ROVERETO",+39 0464 433484,+39 0464 436873,iscrizioni.veronesi@pec.it,nan,segreteria.dir@cfpgveronesi.it,http://www.cfpgveronesi.it,TNCF002001,3,"

                
Giuseppe Veronesi - Centro di istruzione scolastica e di formazione professionale
            
",/Scuole/Giuseppe-Veronesi-Centro-di-istruzione-scolastica-e-di-formazione-professionale,185
nan,nan,nan,Istituzione scolastica e formativa,MAURA MAINO,nan,"Via Don Anzelini,
    
2 -
    
38061    
ALA",+39 0464 671119,+39 0464 674138,ic.ala@pec.provincia.tn.it,dir.ic.ala@scuole.provincia.tn.it,segr.ic.ala@scuole.provincia.tn.it,http://www.istitutocomprensivoala.it,TNIC84800Q,3,"

                
ISTITUTO COMPRENSIVO ALA ""Antonio Bresciani""
            
",/Scuole/ISTITUTO-COMPRENSIVO-ALA-Antonio-Bresciani2,186
nan,nan,nan,Istituzione scolastica e formativa,TIZIANA CHIARA PASQUINI,nan,"Via Della Torre Franca,
    
1 -
    
38123    
TRENTO",+39 0461 945237,+39 0464 946007,ic.aldeno-mattarello@pec.provincia.tn.it,dir.aldeno.mattarello@scuole.provincia.tn.it,segr.aldeno.mattarello@scuole.provincia.tn.it,http://www.icaldenomattarello.it,TNIC82100Q,6,"

                
ISTITUTO COMPRENSIVO ALDENO MATTARELLO
            
",/Scuole/ISTITUTO-COMPRENSIVO-ALDENO-MATTARELLO2,187
nan,nan,nan,Istituzione scolastica e formativa,FRANCO VANIN,nan,"Via S Michele,
    
11 -
    
38026    
OSSANA",+39 0463 751129,+39 0463 750043,ic.altavaldisole@pec.provincia.tn.it,dir.icaltavaldisole@scuole.provincia.tn.it,segr.icaltavaldisole@scuole.provincia.tn.it,http://www.icaltavaldisole.it,TNIC832006,7,"

                
ISTITUTO COMPRENSIVO ALTA VAL DI SOLE
            
",/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VAL-DI-SOLE2,188
nan,nan,nan,Istituzione scolastica e formativa,PIERA PEGORETTI,nan,"Via Stazione,
    
30 -
    
38060    
VOLANO",+39 0464 410475,+39 0461 490699,ic.altavallagarina@pec.provincia.tn.it,dir.ic.altavallagarina@scuole.provincia.tn.it,segr.ic.altavallagarina@scuole.provincia.tn.it,http://www.ic-altavallagarina.it,TNIC86000A,4,"

                
ISTITUTO COMPRENSIVO ALTA VALLAGARINA
            
",/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VALLAGARINA2,189
nan,nan,nan,Istituzione scolastica e formativa,NORMA BORGOGNO,nan,"Via del XXVI Maggio - Baselga,
    
6 -
    
38042    
BASELGA DI PINE'",+39 0461 557138,+39 0461 558163,ic.pine@pec.provincia.tn.it,dir.ic.altopianodipine@scuole.provincia.tn.it,segr.ic.altopianodipine@scuole.provincia.tn.it,http://www.icpine.eu,TNIC816008,4,"

                
ISTITUTO COMPRENSIVO ALTOPIANO DI PINE'
            
",/Scuole/ISTITUTO-COMPRENSIVO-ALTOPIANO-DI-PINE2,190
nan,nan,nan,Istituzione scolastica e formativa,CLAUDIA TERRANOVA,nan,"Localita Prabi,
     -
    
38062    
ARCO",+39 0464 516429,+39 0464 517064,ic.arco@pec.provincia.tn.it,dir.ic.arco@scuole.provincia.tn.it,segr.ic.arco@scuole.provincia.tn.it,http://www.icarco.edu.it,TNIC840005,5,"

                
ISTITUTO COMPRENSIVO ARCO
            
",/Scuole/ISTITUTO-COMPRENSIVO-ARCO2,191
nan,nan,nan,Istituzione scolastica e formativa,DANIELA FRUET,nan,"Via Monte Cristallo,
    
2 -
    
38057    
PERGINE VALSUGANA",+39 0461 532261,+39 0461 533167,ic.pergine1@pec.provincia.tn.it,dir.ic.pergine1@scuole.provincia.tn.it,segr.ic.pergine1@scuole.provincia.tn.it,http://www.icpergine1.it/,TNIC81400L,6,"

                
ISTITUTO COMPRENSIVO PERGINE 1
            
",/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-12,192
nan,nan,nan,Istituzione scolastica e formativa,STEFANO MORELATO,nan,"Via Amstetten,
    
4 -
    
38057    
PERGINE VALSUGANA",+39 0461 512312,+39 0461 530043,ic.pergine2@pec.provincia.tn.it,dir.freinet@scuole.provincia.tn.it,segr.freinet@scuole.provincia.tn.it,http://www.icpergine2.it,TNIC81500C,5,"

                
ISTITUTO COMPRENSIVO PERGINE 2 ""C. Freinet""
            
",/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-2-C.-Freinet2,193
nan,nan,nan,Istituzione scolastica e formativa,ELISABETTA PIZIO,nan,"Corso Degasperi,
    
8 -
    
38037    
PREDAZZO",+39 0462 501131,+39 0462 500023,ic.predazzo@pec.provincia.tn.it,dir.ic.predazzo@scuole.provincia.tn.it,segr.ic.predazzo@scuole.provincia.tn.it,http://www.ic-predazzotesero.it,TNIC808009,5,"

                
ISTITUTO COMPRENSIVO PREDAZZO TESERO PANCHIA' ZIANO
            
",/Scuole/ISTITUTO-COMPRENSIVO-PREDAZZO-TESERO-PANCHIA-ZIANO2,194
nan,nan,nan,Istituzione scolastica e formativa,MAURIZIO CAPRONI,nan,"Piazza Contini,
    
8 -
    
38066    
RIVA DEL GARDA",+39 0464 552170,+39 0464 520789,ic.riva2@pec.provincia.tn.it,dir.ic.riva2@scuole.provincia.tn.it,segr.ic.riva2@scuole.provincia.tn.it,http://www.riva2.it,TNIC84200R,4,"

                
ISTITUTO COMPRENSIVO RIVA 2 ""L. Pizzini""
            
",/Scuole/ISTITUTO-COMPRENSIVO-RIVA-2-L.-Pizzini2,195
nan,nan,nan,Istituzione scolastica e formativa,DANIELA DEPENTORI,nan,"Corso Bettini,
    
67 -
    
38068    
ROVERETO",+39 0464 420759,+39 0464 480415,ic.roveretonord@pec.provincia.tn.it,dir.ic.roveretonord@scuole.provincia.tn.it,segr.ic.roveretonord@scuole.provincia.tn.it,http://www.icroveretonord.it,TNIC859006,3,"

                
ISTITUTO COMPRENSIVO ROVERETO NORD
            
",/Scuole/ISTITUTO-COMPRENSIVO-ROVERETO-NORD2,196
nan,nan,nan,Istituzione scolastica e formativa,GIULIANA SIGHEL,nan,"Via Roma - Strigno,
    
14 -
    
38059    
CASTEL IVANO",+39 0461 762046,+39 0461 763409,ic.strignotesino@pec.provincia.tn.it,dir.ic.strignoetesino@scuole.provincia.tn.it,segr.ic.strignoetesino@scuole.provincia.tn.it,http://www.icstrignoetesino.it,TNIC80100E,8,"

                
ISTITUTO COMPRENSIVO STRIGNO E TESINO
            
",/Scuole/ISTITUTO-COMPRENSIVO-STRIGNO-E-TESINO2,197
nan,nan,nan,Istituzione scolastica e formativa,RENATO PAOLI,nan,"Via S Giovanni Bosco - Ponte Arche - Bleggio Inferiore,
    
14 -
    
38070    
COMANO TERME",+39 0465 701472,+39 0465 702452,ic.giudicarieesteriori@pec.provincia.tn.it,dir.ic.pontearche@scuole.provincia.tn.it,segr.ic.pontearche@scuole.provincia.tn.it,http://www.giudicariescuola.it,TNIC837009,6,"

                
ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI
            
",/Scuole/ISTITUTO-COMPRENSIVO-GIUDICARIE-ESTERIORI2,198
