"Istituto Principale";Scuola;"Tipo Istituto";"Tipo Gestione";Dirigente;Direttore;"Coordinatore Pedagogico";Indirizzo;Comune;Telefono;Fax;"Email istituto";"Email dirigenza";"Email segreteria";"Sito web";"Codice MIUR"
"Coordinamento pedagogico scuole provinciali dell'infanzia ladine";"Scuola dell'Infanzia di Pera di Fassa ""don Edy Cinzol""";;"A carattere statale/provinciale";;;"TATIANA SORAPERRA";"Piaza don Giuseppe Antonio Vian - Pozza di Fassa, 3 38036";"SAN GIOVANNI DI FASSA - SEN JAN";0462/764828;0462/760001;scuolainfanzia.pera@scuole.provincia.tn.it;;coordinamento.scuoleladine@provincia.tn.it;;
"Coordinamento pedagogico scuole provinciali dell'infanzia ladine";"Scuola dell'Infanzia di Soraga";;"A carattere statale/provinciale";;;"TATIANA SORAPERRA";"Strada Dolomites, 19 38030";"SORAGA - SORAGA";0462/768277;0462/760001;scuolainfanzia.soraga@scuole.provincia.tn.it;;coordinamento.scuoleladine@provincia.tn.it;;
"GARDASCUOLA SOCIETA' COOPERATIVA SOCIALE - ARCO";;"Istituzione scolastica e formativa";Paritaria/equiparata;"ALESSANDRO MIORELLI";;;"Via XXIV Maggio, 1 38062";ARCO;0464/519546;0464/519959;gardascuola@pec.cooperazionetrentina.it;;segreteria@gardascuola.it;www.gardascuola.it;
"GARDASCUOLA SOCIETA' COOPERATIVA SOCIALE - ARCO";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO";;Paritaria/equiparata;"ALESSANDRO MIORELLI";;;"Via XXIV Maggio, 1 38062";ARCO;0464/519546;0464/519959;gardascuola@pec.cooperazionetrentina.it;;segreteria@gardascuola.it;www.gardascuola.it;TNTN04500G
"GARDASCUOLA SOCIETA' COOPERATIVA SOCIALE - ARCO";"LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE";;Paritaria/equiparata;"ALESSANDRO MIORELLI";;;"Via XXIV Maggio, 1 38062";ARCO;0464/519546;0464/519959;gardascuola@pec.cooperazionetrentina.it;;segreteria@gardascuola.it;www.gardascuola.it;TNPS00500B
"GARDASCUOLA SOCIETA' COOPERATIVA SOCIALE - ARCO";"SCUOLA PRIMARIA GARDASCUOLA ARCO";;Paritaria/equiparata;"ALESSANDRO MIORELLI";;;"Via XXIV Maggio, 1 38062";ARCO;0464/519546;0464/519959;gardascuola@pec.cooperazionetrentina.it;;segreteria@gardascuola.it;www.gardascuola.it;TN1E00800N
"GARDASCUOLA SOCIETA' COOPERATIVA SOCIALE - ARCO";"SCUOLA SECONDARIA DI PRIMO GRADO GARDASCUOLA ARCO";;Paritaria/equiparata;"ALESSANDRO MIORELLI";;;"Via XXIV Maggio, 1 38062";ARCO;0464/519546;0464/519959;gardascuola@pec.cooperazionetrentina.it;;segreteria@gardascuola.it;www.gardascuola.it;TN1M00800V
"Giuseppe Veronesi - Centro di istruzione scolastica e di formazione professionale";;"Istituzione scolastica e formativa";Paritaria/equiparata;;"LAURA SCALFI";;"Piazzale Orsi, 1 38068";ROVERETO;0464/433484;0464/436873;iscrizioni.veronesi@pec.it;;segreteria.dir@cfpgveronesi.it;www.cfpgveronesi.it;TNCF002001
"Giuseppe Veronesi - Centro di istruzione scolastica e di formazione professionale";"LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE";;Paritaria/equiparata;;"LAURA SCALFI";;"Piazzale Orsi, 1 38068";ROVERETO;0464/433484;0464/436873;iscrizioni.veronesi@pec.it;;segreteria.dir@cfpgveronesi.it;www.cfpgveronesi.it;TNPSID500S
"Giuseppe Veronesi - Centro di istruzione scolastica e di formazione professionale";"SETTORE INDUSTRIA E ARTIGIANATO";;Paritaria/equiparata;;"LAURA SCALFI";;"Piazzale Orsi, 1 38068";ROVERETO;0464/433484;0464/436873;iscrizioni.veronesi@pec.it;;segreteria.dir@cfpgveronesi.it;www.cfpgveronesi.it;TNCF002001
"ISTITUTO COMPRENSIVO ALA ""Antonio Bresciani""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MAURA MAINO";;;"Via Don Anzelini, 2 38061";ALA;0464/671119;0464/674138;ic.ala@pec.provincia.tn.it;dir.ic.ala@scuole.provincia.tn.it;segr.ic.ala@scuole.provincia.tn.it;www.istitutocomprensivoala.it;TNIC84800Q
"ISTITUTO COMPRENSIVO ALA ""Antonio Bresciani""";"SCUOLA PRIMARIA ""A. BETTA"" ALA";;"A carattere statale/provinciale";"MAURA MAINO";;;"Via Betta, 9 38061";ALA;0464/671027;0464/674138;ic.ala@pec.provincia.tn.it;dir.ic.ala@scuole.provincia.tn.it;segr.ic.ala@scuole.provincia.tn.it;www.istitutocomprensivoala.it;TNEE84801T
"ISTITUTO COMPRENSIVO ALA ""Antonio Bresciani""";"SCUOLA PRIMARIA ""M.T. di Calcutta"" SERRAVALLE";;"A carattere statale/provinciale";"MAURA MAINO";;;"Via Negrelli - Serravalle, 10 38061";ALA;0464/696606;0464/674138;ic.ala@pec.provincia.tn.it;dir.ic.ala@scuole.provincia.tn.it;segr.ic.ala@scuole.provincia.tn.it;www.istitutocomprensivoala.it;TNEE84802V
"ISTITUTO COMPRENSIVO ALA ""Antonio Bresciani""";"SCUOLA SECONDARIA DI PRIMO GRADO ""C. BATTISTI"" ALA";;"A carattere statale/provinciale";"MAURA MAINO";;;"Via Don Anzelini, 2 38061";ALA;0464/671119;0464/674138;ic.ala@pec.provincia.tn.it;dir.ic.ala@scuole.provincia.tn.it;segr.ic.ala@scuole.provincia.tn.it;www.istitutocomprensivoala.it;TNMM84801R
"ISTITUTO COMPRENSIVO ALDENO MATTARELLO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"TIZIANA CHIARA PASQUINI";;;"Via Della Torre Franca, 1 38123";TRENTO;0461/945237;0464/946007;ic.aldeno-mattarello@pec.provincia.tn.it;dir.aldeno.mattarello@scuole.provincia.tn.it;segr.aldeno.mattarello@scuole.provincia.tn.it;www.icaldenomattarello.it;TNIC82100Q
"ISTITUTO COMPRENSIVO ALDENO MATTARELLO";"SCUOLA PRIMARIA ALDENO";;"A carattere statale/provinciale";"TIZIANA CHIARA PASQUINI";;;"Via XXV Aprile, 1 38060";ALDENO;0461/842264;0464/946007;ic.aldeno-mattarello@pec.provincia.tn.it;dir.aldeno.mattarello@scuole.provincia.tn.it;segr.aldeno.mattarello@scuole.provincia.tn.it;www.icaldenomattarello.it;TNEE82102V
"ISTITUTO COMPRENSIVO ALDENO MATTARELLO";"SCUOLA PRIMARIA CIMONE";;"A carattere statale/provinciale";"TIZIANA CHIARA PASQUINI";;;"Frazione Petrolli, 37 38060";CIMONE;0461/855215;0464/946007;ic.aldeno-mattarello@pec.provincia.tn.it;dir.aldeno.mattarello@scuole.provincia.tn.it;segr.aldeno.mattarello@scuole.provincia.tn.it;www.icaldenomattarello.it;TNEE82103X
"ISTITUTO COMPRENSIVO ALDENO MATTARELLO";"SCUOLA PRIMARIA MATTARELLO";;"A carattere statale/provinciale";"TIZIANA CHIARA PASQUINI";;;"Via Poli, 11 38123";TRENTO;0461/945376;0464/946007;ic.aldeno-mattarello@pec.provincia.tn.it;dir.aldeno.mattarello@scuole.provincia.tn.it;segr.aldeno.mattarello@scuole.provincia.tn.it;www.icaldenomattarello.it;TNEE821041
"ISTITUTO COMPRENSIVO ALDENO MATTARELLO";"SCUOLA PRIMARIA ROMAGNANO TRENTO";;"A carattere statale/provinciale";"TIZIANA CHIARA PASQUINI";;;"Via Ai Comuni, 6 38123";TRENTO;0461/349119;0464/946007;ic.aldeno-mattarello@pec.provincia.tn.it;dir.aldeno.mattarello@scuole.provincia.tn.it;segr.aldeno.mattarello@scuole.provincia.tn.it;www.icaldenomattarello.it;TNEE82101T
"ISTITUTO COMPRENSIVO ALDENO MATTARELLO";"SCUOLA SECONDARIA DI PRIMO GRADO ""A. FOGAZZARO"" MATTARELLO";;"A carattere statale/provinciale";"TIZIANA CHIARA PASQUINI";;;"Via Della Torre Franca, 1 38123";TRENTO;0461/945237;0464/946007;ic.aldeno-mattarello@pec.provincia.tn.it;dir.aldeno.mattarello@scuole.provincia.tn.it;segr.aldeno.mattarello@scuole.provincia.tn.it;www.icaldenomattarello.it;TNMM82102T
"ISTITUTO COMPRENSIVO ALDENO MATTARELLO";"SCUOLA SECONDARIA DI PRIMO GRADO ALDENO";;"A carattere statale/provinciale";"TIZIANA CHIARA PASQUINI";;;"Via Alle Albere, 1 38060";ALDENO;0461/842823;0464/946007;ic.aldeno-mattarello@pec.provincia.tn.it;dir.aldeno.mattarello@scuole.provincia.tn.it;segr.aldeno.mattarello@scuole.provincia.tn.it;www.icaldenomattarello.it;TNMM82101R
"ISTITUTO COMPRENSIVO ALTA VAL DI SOLE";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"FRANCO VANIN";;;"Via S Michele, 11 38026";OSSANA;0463/751129;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;www.icaltavaldisole.it;TNIC832006
"ISTITUTO COMPRENSIVO ALTA VAL DI SOLE";"SCUOLA PRIMARIA ""E. BEZZI"" OSSANA";;"A carattere statale/provinciale";"FRANCO VANIN";;;"Via Di S Antonio, 21 38026";OSSANA;0463/751261;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;www.icaltavaldisole.it;TNEE832029
"ISTITUTO COMPRENSIVO ALTA VAL DI SOLE";"SCUOLA PRIMARIA COGOLO DI PEIO";;"A carattere statale/provinciale";"FRANCO VANIN";;;"Via Rosmini, 6 38024";PEIO;0463/754498;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;www.icaltavaldisole.it;TNEE83204B
"ISTITUTO COMPRENSIVO ALTA VAL DI SOLE";"SCUOLA PRIMARIA COMMEZZADURA";;"A carattere statale/provinciale";"FRANCO VANIN";;;"Via Del Comun, 5 38020";COMMEZZADURA;0463/751129;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;www.icaltavaldisole.it;TNEE83208G
"ISTITUTO COMPRENSIVO ALTA VAL DI SOLE";"SCUOLA PRIMARIA PASSO TONALE";;"A carattere statale/provinciale";"FRANCO VANIN";;;"Via Nazionale, 12/C 38029";VERMIGLIO;0364/903859;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;www.icaltavaldisole.it;TNEE83207E
"ISTITUTO COMPRENSIVO ALTA VAL DI SOLE";"SCUOLA PRIMARIA PELLIZZANO";;"A carattere statale/provinciale";"FRANCO VANIN";;;"Via Dei Baschenis, 7 38020";PELLIZZANO;0463/751018;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;www.icaltavaldisole.it;TNEE83205C
"ISTITUTO COMPRENSIVO ALTA VAL DI SOLE";"SCUOLA PRIMARIA VERMIGLIO";;"A carattere statale/provinciale";"FRANCO VANIN";;;"Via Senatore Kessler, 5 38029";VERMIGLIO;0463/758373;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;www.icaltavaldisole.it;TNEE83206D
"ISTITUTO COMPRENSIVO ALTA VAL DI SOLE";"SCUOLA SECONDARIA DI PRIMO GRADO ""C. ZANELLA"" FUCINE DI OSSANA";;"A carattere statale/provinciale";"FRANCO VANIN";;;"Via S Michele, 11 38026";OSSANA;0463/751129;0463/750043;ic.altavaldisole@pec.provincia.tn.it;dir.icaltavaldisole@scuole.provincia.tn.it;segr.icaltavaldisole@scuole.provincia.tn.it;www.icaltavaldisole.it;TNMM832017
"ISTITUTO COMPRENSIVO ALTA VALLAGARINA";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PIERA PEGORETTI";;;"Via Stazione, 30 38060";VOLANO;0464/410475;0461/490699;ic.altavallagarina@pec.provincia.tn.it;dir.ic.altavallagarina@scuole.provincia.tn.it;segr.ic.altavallagarina@scuole.provincia.tn.it;www.ic-altavallagarina.it;TNIC86000A
"ISTITUTO COMPRENSIVO ALTA VALLAGARINA";"SCUOLA PRIMARIA ""A.DE VALENTINI"" CALLIANO";;"A carattere statale/provinciale";"PIERA PEGORETTI";;;"Via Degasperi, 4 38060";CALLIANO;0464/410475;0461/490699;ic.altavallagarina@pec.provincia.tn.it;dir.ic.altavallagarina@scuole.provincia.tn.it;segr.ic.altavallagarina@scuole.provincia.tn.it;www.ic-altavallagarina.it;TNEE86002D
"ISTITUTO COMPRENSIVO ALTA VALLAGARINA";"SCUOLA PRIMARIA ""G. TOVAZZI"" VOLANO";;"A carattere statale/provinciale";"PIERA PEGORETTI";;;"Via Stazione, 30 38060";VOLANO;0464/410475;0461/490699;ic.altavallagarina@pec.provincia.tn.it;dir.ic.altavallagarina@scuole.provincia.tn.it;segr.ic.altavallagarina@scuole.provincia.tn.it;www.ic-altavallagarina.it;TNEE86003E
"ISTITUTO COMPRENSIVO ALTA VALLAGARINA";"SCUOLA PRIMARIA ""S. PELLICO"" BESENELLO";;"A carattere statale/provinciale";"PIERA PEGORETTI";;;"Via Degasperi, 2 38060";BESENELLO;0464/410475;0461/490699;ic.altavallagarina@pec.provincia.tn.it;dir.ic.altavallagarina@scuole.provincia.tn.it;segr.ic.altavallagarina@scuole.provincia.tn.it;www.ic-altavallagarina.it;TNEE86001C
"ISTITUTO COMPRENSIVO ALTA VALLAGARINA";"SCUOLA SECONDARIA DI PRIMO GRADO ""ALTA VALLAGARINA"" VOLANO";;"A carattere statale/provinciale";"PIERA PEGORETTI";;;"Via Manzoni, 3 38068";ROVERETO;0464/410475;0461/490699;ic.altavallagarina@pec.provincia.tn.it;dir.ic.altavallagarina@scuole.provincia.tn.it;segr.ic.altavallagarina@scuole.provincia.tn.it;www.ic-altavallagarina.it;TNMM86001B
"ISTITUTO COMPRENSIVO ALTOPIANO DI PINE'";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"NORMA BORGOGNO";;;"Via del XXVI Maggio - Baselga, 6 38042";"BASELGA DI PINE'";0461/557138;0461/558163;ic.pine@pec.provincia.tn.it;dir.ic.altopianodipine@scuole.provincia.tn.it;segr.ic.altopianodipine@scuole.provincia.tn.it;www.icpine.eu;TNIC816008
"ISTITUTO COMPRENSIVO ALTOPIANO DI PINE'";"SCUOLA PRIMARIA  ""ABRAMO ANDREATTA"" BEDOLLO";;"A carattere statale/provinciale";"NORMA BORGOGNO";;;"Via S Osvaldo, 5 38043";BEDOLLO;0461/556844;0461/558163;ic.pine@pec.provincia.tn.it;dir.ic.altopianodipine@scuole.provincia.tn.it;segr.ic.altopianodipine@scuole.provincia.tn.it;www.icpine.eu;TNEE81605E
"ISTITUTO COMPRENSIVO ALTOPIANO DI PINE'";"SCUOLA PRIMARIA ""G. DALLAFIOR"" BASELGA DI PINE'";;"A carattere statale/provinciale";"NORMA BORGOGNO";;;"Via delle Scuole, 15 38042";"BASELGA DI PINE'";0461/558317;0461/558163;ic.pine@pec.provincia.tn.it;dir.ic.altopianodipine@scuole.provincia.tn.it;segr.ic.altopianodipine@scuole.provincia.tn.it;www.icpine.eu;TNEE81601A
"ISTITUTO COMPRENSIVO ALTOPIANO DI PINE'";"SCUOLA PRIMARIA ""G. VERDI"" MIOLA BASELGA DI PINE'";;"A carattere statale/provinciale";"NORMA BORGOGNO";;;"Via della Chiesa, 3 38042";"BASELGA DI PINE'";0461/558300;0461/558163;ic.pine@pec.provincia.tn.it;dir.ic.altopianodipine@scuole.provincia.tn.it;segr.ic.altopianodipine@scuole.provincia.tn.it;www.icpine.eu;TNEE81602B
"ISTITUTO COMPRENSIVO ALTOPIANO DI PINE'";"SCUOLA SECONDARIA DI PRIMO GRADO ""DON GIUSEPPE TARTER""BASELGA DI PINE'";;"A carattere statale/provinciale";"NORMA BORGOGNO";;;"Via del XXVI Maggio - Baselga, 6 38042";"BASELGA DI PINE'";0461/557138;0461/558163;ic.pine@pec.provincia.tn.it;dir.ic.altopianodipine@scuole.provincia.tn.it;segr.ic.altopianodipine@scuole.provincia.tn.it;www.icpine.eu;TNMM816019
"ISTITUTO COMPRENSIVO ARCO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"CLAUDIA TERRANOVA";;;"Localita Prabi,   38062";ARCO;0464/516429;0464/517064;ic.arco@pec.provincia.tn.it;dir.ic.arco@scuole.provincia.tn.it;segr.ic.arco@scuole.provincia.tn.it;www.icarco.edu.it;TNIC840005
"ISTITUTO COMPRENSIVO ARCO";"SCUOLA PRIMARIA ""G. SEGANTINI"" ARCO";;"A carattere statale/provinciale";"CLAUDIA TERRANOVA";;;"Via Nas, 28 38062";ARCO;0464/516122;0464/517064;ic.arco@pec.provincia.tn.it;dir.ic.arco@scuole.provincia.tn.it;segr.ic.arco@scuole.provincia.tn.it;www.icarco.edu.it;TNEE840039
"ISTITUTO COMPRENSIVO PERGINE 1";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"DANIELA FRUET";;;"Via Monte Cristallo, 2 38057";"PERGINE VALSUGANA";0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;www.icpergine1.it/;TNIC81400L
"ISTITUTO COMPRENSIVO PERGINE 1";"SCUOLA PRIMARIA ""DON L. MILANI"" PERGINE VALSUGANA";;"A carattere statale/provinciale";"DANIELA FRUET";;;"Via Monte Cristallo, 2 38057";"PERGINE VALSUGANA";0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;www.icpergine1.it/;TNEE81402Q
"ISTITUTO COMPRENSIVO PERGINE 1";"SCUOLA PRIMARIA CANEZZA";;"A carattere statale/provinciale";"DANIELA FRUET";;;"Via Delle Scuole, 4 38057";"PERGINE VALSUGANA";0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;www.icpergine1.it/;TNEE81403R
"ISTITUTO COMPRENSIVO PERGINE 1";"SCUOLA PRIMARIA S.FELICE FIEROZZO";;"A carattere statale/provinciale";"DANIELA FRUET";;;"Maso Ronca, 1 38050";"FIEROZZO - VLARÖTZ";0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;www.icpergine1.it/;TNEE81401P
"ISTITUTO COMPRENSIVO PERGINE 1";"SCUOLA PRIMARIA SANT'ORSOLA";;"A carattere statale/provinciale";"DANIELA FRUET";;;"Localita Pintarei, 21 38050";"SANT'ORSOLA TERME";0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;www.icpergine1.it/;TNEE81406X
"ISTITUTO COMPRENSIVO PERGINE 1";"SCUOLA PRIMARIA ZIVIGNAGO";;"A carattere statale/provinciale";"DANIELA FRUET";;;"Via Dei Spiazzi, 3 38057";"PERGINE VALSUGANA";0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;www.icpergine1.it/;TNEE814071
"ISTITUTO COMPRENSIVO PERGINE 1";"SCUOLA SECONDARIA DI PRIMO GRADO ""C. ANDREATTA"" PERGINE VALSUGANA";;"A carattere statale/provinciale";"DANIELA FRUET";;;"Via Caduti, 39 38057";"PERGINE VALSUGANA";0461/532261;0461/533167;ic.pergine1@pec.provincia.tn.it;dir.ic.pergine1@scuole.provincia.tn.it;segr.ic.pergine1@scuole.provincia.tn.it;www.icpergine1.it/;TNMM81401N
"ISTITUTO COMPRENSIVO PERGINE 2 ""C. Freinet""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"STEFANO MORELATO";;;"Via Amstetten, 4 38057";"PERGINE VALSUGANA";0461/512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;www.icpergine2.it;TNIC81500C
"ISTITUTO COMPRENSIVO PERGINE 2 ""C. Freinet""";"SCUOLA PRIMARIA ""G. RODARI"" PERGINE VALSUGANA";;"A carattere statale/provinciale";"STEFANO MORELATO";;;"Via Chimelli, 10 38057";"PERGINE VALSUGANA";0461/512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;www.icpergine2.it;TNEE81501E
"ISTITUTO COMPRENSIVO PERGINE 2 ""C. Freinet""";"SCUOLA PRIMARIA CANALE";;"A carattere statale/provinciale";"STEFANO MORELATO";;;"Viale delle Nazioni Unite, 44 38057";"PERGINE VALSUGANA";0461/512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;www.icpergine2.it;TNEE81502G
"ISTITUTO COMPRENSIVO PERGINE 2 ""C. Freinet""";"SCUOLA PRIMARIA MADRANO";;"A carattere statale/provinciale";"STEFANO MORELATO";;;"Via D Oltrefersina, 149 38057";"PERGINE VALSUGANA";0461/512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;www.icpergine2.it;TNEE81504N
"ISTITUTO COMPRENSIVO PERGINE 2 ""C. Freinet""";"SCUOLA PRIMARIA SUSA'";;"A carattere statale/provinciale";"STEFANO MORELATO";;;"Via Don Sopperra, 61 38057";"PERGINE VALSUGANA";0461/512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;www.icpergine2.it;TNEE81503L
"ISTITUTO COMPRENSIVO PERGINE 2 ""C. Freinet""";"SCUOLA SECONDARIA DI PRIMO GRADO ""T. GARBARI"" PERGINE VALSUGANA";;"A carattere statale/provinciale";"STEFANO MORELATO";;;"Via Amstetten, 4 38057";"PERGINE VALSUGANA";0461/512312;0461/530043;ic.pergine2@pec.provincia.tn.it;dir.freinet@scuole.provincia.tn.it;segr.freinet@scuole.provincia.tn.it;www.icpergine2.it;TNMM81501D
"ISTITUTO COMPRENSIVO PREDAZZO TESERO PANCHIA' ZIANO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ELISABETTA PIZIO";;;"Corso Degasperi, 8 38037";PREDAZZO;0462/501131;0462/500023;ic.predazzo@pec.provincia.tn.it;dir.ic.predazzo@scuole.provincia.tn.it;segr.ic.predazzo@scuole.provincia.tn.it;www.ic-predazzotesero.it;TNIC808009
"ISTITUTO COMPRENSIVO PREDAZZO TESERO PANCHIA' ZIANO";"SCUOLA PRIMARIA ""G. MANEGA"" TESERO";;"A carattere statale/provinciale";"ELISABETTA PIZIO";;;"Via Fia, 11/A 38038";TESERO;0462/813197;0462/500023;ic.predazzo@pec.provincia.tn.it;dir.ic.predazzo@scuole.provincia.tn.it;segr.ic.predazzo@scuole.provincia.tn.it;www.ic-predazzotesero.it;TNEE80804E
"ISTITUTO COMPRENSIVO PREDAZZO TESERO PANCHIA' ZIANO";"SCUOLA PRIMARIA ""I. MASIA"" ZIANO DI FIEMME";;"A carattere statale/provinciale";"ELISABETTA PIZIO";;;"Piazza Italia, 4 38030";"ZIANO DI FIEMME";0462/571163;0462/500023;ic.predazzo@pec.provincia.tn.it;dir.ic.predazzo@scuole.provincia.tn.it;segr.ic.predazzo@scuole.provincia.tn.it;www.ic-predazzotesero.it;TNEE80802C
"ISTITUTO COMPRENSIVO PREDAZZO TESERO PANCHIA' ZIANO";"SCUOLA PRIMARIA ""M. MORANDINI DEGASPERI"" PREDAZZO";;"A carattere statale/provinciale";"ELISABETTA PIZIO";;;"Corso Degasperi, 8 38037";PREDAZZO;0462/501131;0462/500023;ic.predazzo@pec.provincia.tn.it;dir.ic.predazzo@scuole.provincia.tn.it;segr.ic.predazzo@scuole.provincia.tn.it;www.ic-predazzotesero.it;TNEE80801B
"ISTITUTO COMPRENSIVO PREDAZZO TESERO PANCHIA' ZIANO";"SCUOLA SECONDARIA DI PRIMO GRADO ""G. ALBERTI"" TESERO";;"A carattere statale/provinciale";"ELISABETTA PIZIO";;;"Via Fia, 11/A 38038";TESERO;0462/501131;0462/500023;ic.predazzo@pec.provincia.tn.it;dir.ic.predazzo@scuole.provincia.tn.it;segr.ic.predazzo@scuole.provincia.tn.it;www.ic-predazzotesero.it;TNMM80802B
"ISTITUTO COMPRENSIVO PREDAZZO TESERO PANCHIA' ZIANO";"SCUOLA SECONDARIA DI PRIMO GRADO ""MARZARI PENCATI"" PREDAZZO";;"A carattere statale/provinciale";"ELISABETTA PIZIO";;;"Via Vardabasso, 3 38037";PREDAZZO;0462/501131;0462/500023;ic.predazzo@pec.provincia.tn.it;dir.ic.predazzo@scuole.provincia.tn.it;segr.ic.predazzo@scuole.provincia.tn.it;www.ic-predazzotesero.it;TNMM80801A
"ISTITUTO COMPRENSIVO RIVA 2 ""L. Pizzini""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MAURIZIO CAPRONI";;;"Piazza Contini, 8 38066";"RIVA DEL GARDA";0464/552170;0464/520789;ic.riva2@pec.provincia.tn.it;dir.ic.riva2@scuole.provincia.tn.it;segr.ic.riva2@scuole.provincia.tn.it;www.riva2.it;TNIC84200R
"ISTITUTO COMPRENSIVO RIVA 2 ""L. Pizzini""";"SCUOLA PRIMARIA ""A. ZADRA"" RIONE DEGASPERI RIVA DEL GARDA";;"A carattere statale/provinciale";"MAURIZIO CAPRONI";;;"Largo Caduti delle Foibe, 3 38066";"RIVA DEL GARDA";0464/552170;0464/520789;ic.riva2@pec.provincia.tn.it;dir.ic.riva2@scuole.provincia.tn.it;segr.ic.riva2@scuole.provincia.tn.it;www.riva2.it;TNEE84201V
"ISTITUTO COMPRENSIVO RIVA 2 ""L. Pizzini""";"SCUOLA PRIMARIA ""G. FEDRIGONI"" VARONE RIVA DEL GARDA";;"A carattere statale/provinciale";"MAURIZIO CAPRONI";;;"Piazza della Chiesa, 13 38066";"RIVA DEL GARDA";0464/552170;0464/520789;ic.riva2@pec.provincia.tn.it;dir.ic.riva2@scuole.provincia.tn.it;segr.ic.riva2@scuole.provincia.tn.it;www.riva2.it;TNEE842031
"ISTITUTO COMPRENSIVO RIVA 2 ""L. Pizzini""";"SCUOLA PRIMARIA ""O. LUCCHI"" TENNO";;"A carattere statale/provinciale";"MAURIZIO CAPRONI";;;"Via dei laghi, 47 38060";TENNO;0464/552170;0464/520789;ic.riva2@pec.provincia.tn.it;dir.ic.riva2@scuole.provincia.tn.it;segr.ic.riva2@scuole.provincia.tn.it;www.riva2.it;TNEE84202X
"ISTITUTO COMPRENSIVO RIVA 2 ""L. Pizzini""";"SCUOLA SECONDARIA DI PRIMO GRADO ""S. SIGHELE"" RIVA DEL GARDA";;"A carattere statale/provinciale";"MAURIZIO CAPRONI";;;"Piazza Contini, 8 38066";"RIVA DEL GARDA";0464/552170;0464/520789;ic.riva2@pec.provincia.tn.it;dir.ic.riva2@scuole.provincia.tn.it;segr.ic.riva2@scuole.provincia.tn.it;www.riva2.it;TNMM84201T
