,tipo_instituto,indirizzo,telefono,fax,email_istituto,email_dirigenza,email_segreteria,sito_web,miur_code,numero_plessi_scuole,nome_istituto,id_istituto,id_number
161,Scuola dell'infanzia,"Via delle antiche fontane - Coredo,
    
20 -
    
38012    
PREDAIA",0463-536416,,coredo.segretario@fpsm.tn.it,,coredo.segretario@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Coredo
            
",/Scuole/Scuola-dell-infanzia-di-Coredo2,161
162,Scuola dell'infanzia,"Via Bresadola,
    
6 -
    
38121    
TRENTO",0461-823359,,trento.cristore.segretario@fpsm.tn.it,,trento.cristore.segretario@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Cristo Re -Trento
            
",/Scuole/Scuola-dell-infanzia-di-Cristo-Re-Trento2,162
163,Scuola dell'infanzia,"Via S Biagio,
    
30 -
    
38060    
BRENTONICO",0464-395693,,crosano.segretario@fpsm.tn.it,,crosano.segretario@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Crosano
            
",/Scuole/Scuola-dell-infanzia-di-Crosano2,163
164,Scuola dell'infanzia,"Via Garibaldi,
    
33 -
    
38010    
DAMBEL",0463-437181,,dambel.presidente@fpsm.tn.it,,dambel.segretario@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Dambel
            
",/Scuole/Scuola-dell-infanzia-di-Dambel2,164
165,Scuola dell'infanzia,"Via Alla Chiesa - Dimaro,
    
26 -
    
38025    
DIMARO FOLGARIDA",0463-974301,,dimaro.contabile@fpsm.tn.it,,dimaro.segretario@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Dimaro
            
",/Scuole/Scuola-dell-infanzia-di-Dimaro2,165
166,Scuola dell'infanzia,"Via Perlaia - Faver,
    
17 -
    
38030    
ALTAVALLE",+39 328 7310914,,faver.presidente@fpsm.tn.it,,faver.segretario@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Faver
            
",/Scuole/Scuola-dell-infanzia-di-Faver2,166
167,Scuola dell'infanzia,"Piazza S Sebastiano,
    
24 -
    
38075    
FIAVE'",0465-735129,,fiave.contabile@fpsm.tn.it,,fiave.segretario@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Fiavè
            
",/Scuole/Scuola-dell-infanzia-di-Fiave2,167
168,Scuola dell'infanzia,"Viale Marconi - Pieve,
    
1 -
    
38054    
PRIMIERO SAN MARTINO DI CASTROZZA",0439-762196,0439764911,fiera.presidente@fpsm.tn.it,,fiera.segretario@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Fiera di Primiero
            
",/Scuole/Scuola-dell-infanzia-di-Fiera-di-Primiero2,168
169,Scuola dell'infanzia,"Piazza Don Stefenelli - Fondo,
    
5 -
    
38020    
BORGO D'ANAUNIA",0463-831254,,fondo.contabile@fpsm.tn.it,,fondo.segretario@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Fondo
            
",/Scuole/Scuola-dell-infanzia-di-Fondo2,169
170,Scuola dell'infanzia,"Via Del Borgolet,
    
16 -
    
38040    
FORNACE",0461-849351,,fornace.presidente@fpsm.tn.it,,fornace.segretario@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Fornace
            
",/Scuole/Scuola-dell-infanzia-di-Fornace2,170
171,Scuola dell'infanzia,"Via S Anna,
    
9 -
    
38121    
TRENTO",0461-990296,,gardolo.segretario@fpsm.tn.it,,gardolo.segretario@fpsm.tn.it,,,1,"

                
Scuola dell'infanzia di Gardolo
            
",/Scuole/Scuola-dell-infanzia-di-Gardolo2,171
172,Istituzione scolastica e formativa,"Corso Buonarroti,
    
50 -
    
38122    
TRENTO",+39 0461 236214,+39 0461 230583,ic.trento6@pec.provincia.tn.it,dir.ic.tn6@scuole.provincia.tn.it,segr.ic.tn6@scuole.provincia.tn.it,http://www.ictrento6.it,TNIC85800A,7,"

                
ISTITUTO COMPRENSIVO TRENTO 6
            
",/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-62,172
173,Istituzione scolastica e formativa,"Viale Della Pace,
    
10 -
    
38086    
PINZOLO",+39 0465 501139,+39 0465 512119,ic.valrendena@pec.provincia.tn.it,dir.ic.valrendena@scuole.provincia.tn.it,segr.ic.valrendena@scuole.provincia.tn.it,http://www.icvalrendena.it,TNIC83400T,10,"

                
ISTITUTO COMPRENSIVO VAL RENDENA
            
",/Scuole/ISTITUTO-COMPRENSIVO-VAL-RENDENA2,173
174,Istituzione scolastica e formativa,"Via Roma - Vezzano,
    
3 -
    
38070    
VALLELAGHI",+39 0461 864026,+39 0461 340648,ic.valledeilaghi@pec.provincia.tn.it,dir.ic.valledeilaghi@scuole.provincia.tn.it,segr.ic.valledeilaghi@scuole.provincia.tn.it,http://www.icvalledeilaghidro.it,TNIC84400C,11,"

                
ISTITUTO COMPRENSIVO VALLE DEI LAGHI - DRO
            
",/Scuole/ISTITUTO-COMPRENSIVO-VALLE-DEI-LAGHI-DRO2,174
175,Istituzione scolastica e formativa,"Via Falcone e Borsellino - Bezzecca,
    
2 -
    
38067    
LEDRO",+39 0464 592800,+39 0464 592819,ic.vallediledro@pec.provincia.tn.it,dir.ic.bezzecca@scuole.provincia.tn.it,segr.ic.bezzecca@scuole.provincia.tn.it,http://www.icvallediledro.it,TNIC80600N,4,"

                
ISTITUTO COMPRENSIVO VALLE DI LEDRO
            
",/Scuole/ISTITUTO-COMPRENSIVO-VALLE-DI-LEDRO2,175
176,Istituzione scolastica e formativa,"Via Garibaldi - Vigolo Vattaro,
    
8 -
    
38049    
ALTOPIANO DELLA VIGOLANA",+39 0461 848878,+39 0461 845217,ic.vigolovattaro@pec.provincia.tn.it,dir.vigolovattaro@scuole.provincia.tn.it,segr.vigolovattaro@scuole.provincia.tn.it,http://www.icvigolovattaro.it,TNIC803006,4,"

                
ISTITUTO COMPRENSIVO VIGOLO VATTARO
            
",/Scuole/ISTITUTO-COMPRENSIVO-VIGOLO-VATTARO2,176
177,Istituzione scolastica e formativa,"Via Stockstadt Am Rhein,
    
3 -
    
38060    
VILLA LAGARINA",+39 0464 411312,+39 0464 411705,ic.villalagarina@pec.provincia.tn.it,dir.ic.villalagarina@scuole.provincia.tn.it,segr.ic.villalagarina@scuole.provincia.tn.it,http://www.icvillalagarina.it,TNIC846004,5,"

                
ISTITUTO COMPRENSIVO VILLA LAGARINA
            
",/Scuole/ISTITUTO-COMPRENSIVO-VILLA-LAGARINA2,177
178,Istituzione scolastica e formativa,"Via Murialdo,
    
27 -
    
38045    
CIVEZZANO",+39 0461 858485,+39 0461 858901,ic.civezzano@pec.provincia.tn.it,dir.i.c.civezzano@scuole.provincia.tn.it,segr.i.c.civezzano@scuole.provincia.tn.it,http://www.iccivezzano.eu,TNIC817004,6,"

                
ISTITUTO COMPRENSIVO CIVEZZANO
            
",/Scuole/ISTITUTO-COMPRENSIVO-CIVEZZANO2,178
179,Istituzione scolastica e formativa,"Via Papaleoni,
    
5 -
    
38089    
STORO",+39 0465 686039,+39 0465 687076,ic.chiese-storo@pec.provincia.tn.it,dir.ic.chiese@scuole.provincia.tn.it,segr.ic.chiese@scuole.provincia.tn.it,http://www.istitutodelchiese.it,TNIC838005,6,"

                
ISTITUTO COMPRENSIVO DEL CHIESE ""Don L. Milani""
            
",/Scuole/ISTITUTO-COMPRENSIVO-DEL-CHIESE-Don-L.-Milani2,179
180,Istituzione scolastica e formativa,"Via Battisti,
    
24 -
    
38064    
FOLGARIA",+39 0464 721283,+39 0464 723563,ic.folgaria-lavarone@pec.provincia.tn.it,dir.rella.folgaria@scuole.provincia.tn.it,segr.rella.folgaria@scuole.provincia.tn.it,http://www.icfolgarialavaroneluserna.it,TNIC804002,8,"

                
ISTITUTO COMPRENSIVO FOLGARIA - LAVARONE - LUSERNA
            
",/Scuole/ISTITUTO-COMPRENSIVO-FOLGARIA-LAVARONE-LUSERNA2,180
181,Istituzione scolastica e formativa,"Via Laviosa Zambotti - Fondo,
    
24 -
    
38020    
BORGO D'ANAUNIA",+39 0463 831134,+39 0463 831746,ic.fondo@pec.provincia.tn.it,dir.ic.fondo@scuole.provincia.tn.it,segr.ic.fondo@scuole.provincia.tn.it,http://www.icfondorevo.it,TNIC82800E,10,"

                
ISTITUTO COMPRENSIVO FONDO - REVO'
            
",/Scuole/ISTITUTO-COMPRENSIVO-FONDO-REVO2,181
182,Circolo di coordinamento pedagogico,"Viale Trento,
    
37/E -
    
38068    
ROVERETO",+39 0464 493116,+39 0464 493117,circolo.coordinamento09@provincia.tn.it,,circolo.coordinamento09@provincia.tn.it,,,9,"

                
Circolo di coordinamento n. 9
            
",/Scuole/Circolo-di-coordinamento-n.-94,182
183,Circolo di coordinamento pedagogico,"Strada Giuseppe Soraperra - Pozza di Fassa,
    
6 -
    
38036    
SAN GIOVANNI DI FASSA - SEN JAN",+39 0462 760340,+39 0462 760001,coordinamento.scuoleladine@provincia.tn.it,,coordinamento.scuoleladine@provincia.tn.it,,,3,"

                
Coordinamento pedagogico scuole provinciali dell'infanzia ladine
            
",/Scuole/Coordinamento-pedagogico-scuole-provinciali-dell-infanzia-ladine2,183
184,Istituzione scolastica e formativa,"Via XXIV Maggio,
    
1 -
    
38062    
ARCO",+39 0464 519546,+39 0464 519959,gardascuola@pec.cooperazionetrentina.it,,segreteria@gardascuola.it,http://www.gardascuola.it,,5,"

                
GARDASCUOLA SOCIETA' COOPERATIVA SOCIALE - ARCO
            
",/Scuole/GARDASCUOLA-SOCIETA-COOPERATIVA-SOCIALE-ARCO2,184
185,Istituzione scolastica e formativa,"Piazzale Orsi,
    
1 -
    
38068    
ROVERETO",+39 0464 433484,+39 0464 436873,iscrizioni.veronesi@pec.it,,segreteria.dir@cfpgveronesi.it,http://www.cfpgveronesi.it,TNCF002001,3,"

                
Giuseppe Veronesi - Centro di istruzione scolastica e di formazione professionale
            
",/Scuole/Giuseppe-Veronesi-Centro-di-istruzione-scolastica-e-di-formazione-professionale,185
186,Istituzione scolastica e formativa,"Via Don Anzelini,
    
2 -
    
38061    
ALA",+39 0464 671119,+39 0464 674138,ic.ala@pec.provincia.tn.it,dir.ic.ala@scuole.provincia.tn.it,segr.ic.ala@scuole.provincia.tn.it,http://www.istitutocomprensivoala.it,TNIC84800Q,3,"

                
ISTITUTO COMPRENSIVO ALA ""Antonio Bresciani""
            
",/Scuole/ISTITUTO-COMPRENSIVO-ALA-Antonio-Bresciani2,186
187,Istituzione scolastica e formativa,"Via Della Torre Franca,
    
1 -
    
38123    
TRENTO",+39 0461 945237,+39 0464 946007,ic.aldeno-mattarello@pec.provincia.tn.it,dir.aldeno.mattarello@scuole.provincia.tn.it,segr.aldeno.mattarello@scuole.provincia.tn.it,http://www.icaldenomattarello.it,TNIC82100Q,6,"

                
ISTITUTO COMPRENSIVO ALDENO MATTARELLO
            
",/Scuole/ISTITUTO-COMPRENSIVO-ALDENO-MATTARELLO2,187
188,Istituzione scolastica e formativa,"Via S Michele,
    
11 -
    
38026    
OSSANA",+39 0463 751129,+39 0463 750043,ic.altavaldisole@pec.provincia.tn.it,dir.icaltavaldisole@scuole.provincia.tn.it,segr.icaltavaldisole@scuole.provincia.tn.it,http://www.icaltavaldisole.it,TNIC832006,7,"

                
ISTITUTO COMPRENSIVO ALTA VAL DI SOLE
            
",/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VAL-DI-SOLE2,188
189,Istituzione scolastica e formativa,"Via Stazione,
    
30 -
    
38060    
VOLANO",+39 0464 410475,+39 0461 490699,ic.altavallagarina@pec.provincia.tn.it,dir.ic.altavallagarina@scuole.provincia.tn.it,segr.ic.altavallagarina@scuole.provincia.tn.it,http://www.ic-altavallagarina.it,TNIC86000A,4,"

                
ISTITUTO COMPRENSIVO ALTA VALLAGARINA
            
",/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VALLAGARINA2,189
190,Istituzione scolastica e formativa,"Via del XXVI Maggio - Baselga,
    
6 -
    
38042    
BASELGA DI PINE'",+39 0461 557138,+39 0461 558163,ic.pine@pec.provincia.tn.it,dir.ic.altopianodipine@scuole.provincia.tn.it,segr.ic.altopianodipine@scuole.provincia.tn.it,http://www.icpine.eu,TNIC816008,4,"

                
ISTITUTO COMPRENSIVO ALTOPIANO DI PINE'
            
",/Scuole/ISTITUTO-COMPRENSIVO-ALTOPIANO-DI-PINE2,190
191,Istituzione scolastica e formativa,"Localita Prabi,
     -
    
38062    
ARCO",+39 0464 516429,+39 0464 517064,ic.arco@pec.provincia.tn.it,dir.ic.arco@scuole.provincia.tn.it,segr.ic.arco@scuole.provincia.tn.it,http://www.icarco.edu.it,TNIC840005,5,"

                
ISTITUTO COMPRENSIVO ARCO
            
",/Scuole/ISTITUTO-COMPRENSIVO-ARCO2,191
192,Istituzione scolastica e formativa,"Via Monte Cristallo,
    
2 -
    
38057    
PERGINE VALSUGANA",+39 0461 532261,+39 0461 533167,ic.pergine1@pec.provincia.tn.it,dir.ic.pergine1@scuole.provincia.tn.it,segr.ic.pergine1@scuole.provincia.tn.it,http://www.icpergine1.it/,TNIC81400L,6,"

                
ISTITUTO COMPRENSIVO PERGINE 1
            
",/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-12,192
193,Istituzione scolastica e formativa,"Via Amstetten,
    
4 -
    
38057    
PERGINE VALSUGANA",+39 0461 512312,+39 0461 530043,ic.pergine2@pec.provincia.tn.it,dir.freinet@scuole.provincia.tn.it,segr.freinet@scuole.provincia.tn.it,http://www.icpergine2.it,TNIC81500C,5,"

                
ISTITUTO COMPRENSIVO PERGINE 2 ""C. Freinet""
            
",/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-2-C.-Freinet2,193
194,Istituzione scolastica e formativa,"Corso Degasperi,
    
8 -
    
38037    
PREDAZZO",+39 0462 501131,+39 0462 500023,ic.predazzo@pec.provincia.tn.it,dir.ic.predazzo@scuole.provincia.tn.it,segr.ic.predazzo@scuole.provincia.tn.it,http://www.ic-predazzotesero.it,TNIC808009,5,"

                
ISTITUTO COMPRENSIVO PREDAZZO TESERO PANCHIA' ZIANO
            
",/Scuole/ISTITUTO-COMPRENSIVO-PREDAZZO-TESERO-PANCHIA-ZIANO2,194
195,Istituzione scolastica e formativa,"Piazza Contini,
    
8 -
    
38066    
RIVA DEL GARDA",+39 0464 552170,+39 0464 520789,ic.riva2@pec.provincia.tn.it,dir.ic.riva2@scuole.provincia.tn.it,segr.ic.riva2@scuole.provincia.tn.it,http://www.riva2.it,TNIC84200R,4,"

                
ISTITUTO COMPRENSIVO RIVA 2 ""L. Pizzini""
            
",/Scuole/ISTITUTO-COMPRENSIVO-RIVA-2-L.-Pizzini2,195
196,Istituzione scolastica e formativa,"Corso Bettini,
    
67 -
    
38068    
ROVERETO",+39 0464 420759,+39 0464 480415,ic.roveretonord@pec.provincia.tn.it,dir.ic.roveretonord@scuole.provincia.tn.it,segr.ic.roveretonord@scuole.provincia.tn.it,http://www.icroveretonord.it,TNIC859006,3,"

                
ISTITUTO COMPRENSIVO ROVERETO NORD
            
",/Scuole/ISTITUTO-COMPRENSIVO-ROVERETO-NORD2,196
197,Istituzione scolastica e formativa,"Via Roma - Strigno,
    
14 -
    
38059    
CASTEL IVANO",+39 0461 762046,+39 0461 763409,ic.strignotesino@pec.provincia.tn.it,dir.ic.strignoetesino@scuole.provincia.tn.it,segr.ic.strignoetesino@scuole.provincia.tn.it,http://www.icstrignoetesino.it,TNIC80100E,8,"

                
ISTITUTO COMPRENSIVO STRIGNO E TESINO
            
",/Scuole/ISTITUTO-COMPRENSIVO-STRIGNO-E-TESINO2,197
198,Istituzione scolastica e formativa,"Via S Giovanni Bosco - Ponte Arche - Bleggio Inferiore,
    
14 -
    
38070    
COMANO TERME",+39 0465 701472,+39 0465 702452,ic.giudicarieesteriori@pec.provincia.tn.it,dir.ic.pontearche@scuole.provincia.tn.it,segr.ic.pontearche@scuole.provincia.tn.it,http://www.giudicariescuola.it,TNIC837009,6,"

                
ISTITUTO COMPRENSIVO GIUDICARIE ESTERIORI
            
",/Scuole/ISTITUTO-COMPRENSIVO-GIUDICARIE-ESTERIORI2,198
199,Istituzione scolastica e formativa,"Via Sette,
    
13 -
    
38015    
LAVIS",+39 0461 246535,+39 0461 242955,ic.lavis@pec.provincia.tn.it,dir.ic.lavis@scuole.provincia.tn.it,segr.ic.lavis@scuole.provincia.tn.it,http://www.iclavis.it,TNIC825003,4,"

                
ISTITUTO COMPRENSIVO LAVIS
            
",/Scuole/ISTITUTO-COMPRENSIVO-LAVIS2,199
200,Istituzione scolastica e formativa,"Via della Pace,
    
5 -
    
38056    
LEVICO TERME",+39 0461 706146,+39 0461 706099,ic.levicoterme@pec.provincia.tn.it,dir.ic.levico@scuole.provincia.tn.it,segr.ic.levico@scuole.provincia.tn.it,http://www.iclevico.eu,TNIC81800X,5,"

                
ISTITUTO COMPRENSIVO LEVICO TERME
            
",/Scuole/ISTITUTO-COMPRENSIVO-LEVICO-TERME2,200
201,Istituzione scolastica e formativa,"Via Fornai,
    
1 -
    
38016    
MEZZOCORONA",+39 0461 605409,+39 0461 605142,ic.mezzocorona@pec.provincia.tn.it,dir.ic.mezzocorona@scuole.provincia.tn.it,segr.ic.mezzocorona@scuole.provincia.tn.it,http://www.icmezzocorona.it,TNIC82300B,5,"

                
ISTITUTO COMPRENSIVO MEZZOCORONA
            
",/Scuole/ISTITUTO-COMPRENSIVO-MEZZOCORONA2,201
202,Istituzione scolastica e formativa,"Via Degli Alpini,
    
17 -
    
38017    
MEZZOLOMBARDO",+39 0461 601125,+39 0461 601125,ic.mezzolombardo@pec.provincia.tn.it,dir.ic.mezzolombardo@scuole.provincia.tn.it,segr.ic.mezzolombardo@scuole.provincia.tn.it,http://www.icmezzolombardopaganella.it,TNIC824007,9,"

                
ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA
            
",/Scuole/ISTITUTO-COMPRENSIVO-MEZZOLOMBARDO-PAGANELLA2,202
203,Istituzione scolastica e formativa,"Viale Degasperi,
    
69 -
    
38063    
AVIO",+39 0464 684029,+39 0464 687570,ic.avio@pec.provincia.tn.it,dir.ic.avio@scuole.provincia.tn.it,segr.ic.avio@scuole.provincia.tn.it,http://www.istitutoavio.it,TNIC84700X,3,"

                
ISTITUTO COMPRENSIVO AVIO
            
",/Scuole/ISTITUTO-COMPRENSIVO-AVIO2,203
204,Istituzione scolastica e formativa,"Via Taddei De Mauris,
    
4 -
    
38027    
MALE'",+39 0463 901237,+39 0463 902866,ic.bassavaldisole@pec.provincia.tn.it,dir.ciccolini.male@scuole.provincia.tn.it,segr.ciccolini.male@scuole.provincia.tn.it,http://www.icbassavaldisole.it,TNIC833002,6,"

                
ISTITUTO COMPRENSIVO BASSA VAL DI SOLE ""G. Ciccolini""
            
",/Scuole/ISTITUTO-COMPRENSIVO-BASSA-VAL-DI-SOLE-G.-Ciccolini2,204
205,Istituzione scolastica e formativa,"Via Spagolla,
    
1 -
    
38051    
BORGO VALSUGANA",+39 0461 753179,+39 0461 754131,ic.borgovalsugana@pec.provincia.tn.it,dir.ic.borgovalsugana@scuole.provincia.tn.it,segr.ic.borgovalsugana@scuole.provincia.tn.it,http://www.icborgovalsugana.gov.it,TNIC812001,4,"

                
ISTITUTO COMPRENSIVO BORGO VALSUGANA
            
",/Scuole/ISTITUTO-COMPRENSIVO-BORGO-VALSUGANA2,205
206,Istituzione scolastica e formativa,"Piazza Verdi,
    
6 -
    
38033    
CAVALESE",+39 0462 340314,+39 0462 342294,ic.cavalese@pec.provincia.tn.it,dir.cavalese@scuole.provincia.tn.it,segr.cavalese@scuole.provincia.tn.it,http://www.iccavalese.it,TNIC809005,9,"

                
ISTITUTO COMPRENSIVO CAVALESE
            
",/Scuole/ISTITUTO-COMPRENSIVO-CAVALESE2,206
207,Istituzione scolastica e formativa,"Via Negritelle - Cembra,
    
1 -
    
38034    
CEMBRA LISIGNAGO",+39 0461 683006,+39 0461 682166,ic.cembra@pec.provincia.tn.it,dir.cembra@scuole.provincia.tn.it,segr.cembra@scuole.provincia.tn.it,http://www.iccembra.it,TNIC82200G,9,"

                
ISTITUTO COMPRENSIVO CEMBRA
            
",/Scuole/ISTITUTO-COMPRENSIVO-CEMBRA2,207
208,Istituzione scolastica e formativa,"Via Degli Alpini - Taio,
    
17 -
    
38012    
PREDAIA",+39 0463 468193,+39 0463 467616,ic.taio@pec.provincia.tn.it,dir.ictaio@scuole.provincia.tn.it,segr.ictaio@scuole.provincia.tn.it,http://www.ictaio.it,TNIC82600V,5,"

                
ISTITUTO COMPRENSIVO TAIO
            
",/Scuole/ISTITUTO-COMPRENSIVO-TAIO2,208
209,Istituzione scolastica e formativa,"Via Circonvallazione,
    
44 -
    
38079    
TIONE DI TRENTO",+39 0465 321053,+39 0465 324039,ic.tione@pec.provincia.tn.it,dir.ictione@scuole.provincia.tn.it,segr.ictione@scuole.provincia.tn.it,http://www.ictione.tn.it,TNIC83600D,7,"

                
ISTITUTO COMPRENSIVO TIONE
            
",/Scuole/ISTITUTO-COMPRENSIVO-TIONE2,209
210,Istituzione scolastica e formativa,"Via Znojmo,
    
24 -
    
38123    
TRENTO",+39 0461 912740,+39 0461 912065,ic.trento1@pec.provincia.tn.it,dir.ic.tn1@scuole.provincia.tn.it,segr.ic.tn1@scuole.provincia.tn.it,http://www.ictrento1.it,TNIC81900Q,3,"

                
ISTITUTO COMPRENSIVO TRENTO 1
            
",/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-12,210
211,Istituzione scolastica e formativa,"Via Ponte Alto,
    
2/1 -
    
38121    
TRENTO",+39 0461 982113,+39 0461 237554,ic.comenius@pec.provincia.tn.it,dir.ictn2@scuole.provincia.tn.it,segr.ictn2@scuole.provincia.tn.it,http://www.icomenius.it,TNIC82000X,5,"

                
ISTITUTO COMPRENSIVO TRENTO 2 ""J. A. Comenius""
            
",/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-2-J.-A.-Comenius2,211
212,Istituzione scolastica e formativa,"Via Vittorio Veneto,
    
61 -
    
38122    
TRENTO",+39 0461 934977,+39 0461 920605,ic.trento3@pec.provincia.tn.it,dir.ic.tn3@scuole.provincia.tn.it,segr.ic.tn3@scuole.provincia.tn.it,http://www.ictrento3.it,TNIC85600P,5,"

                
ISTITUTO COMPRENSIVO TRENTO 3
            
",/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-32,212
213,Istituzione scolastica e formativa,"Piazzale Europa,
    
4 -
    
38123    
TRENTO",+39 0461 920316,+39 0461 922030,ic.trento4@pec.provincia.tn.it,dir.ictn4@scuole.provincia.tn.it,segr.ictn4@scuole.provincia.tn.it,http://www.ictrento4.it,TNIC85700E,5,"

                
ISTITUTO COMPRENSIVO TRENTO 4
            
",/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-42,213
214,Istituzione scolastica e formativa,"Via S Giovanni Bosco,
    
8 -
    
38122    
TRENTO",+39 0461 263331,+39 0461 984463,ic.tn5@pec.provincia.tn.it,dir.ic.tn5@scuole.provincia.tn.it,segr.ic.tn5@scuole.provincia.tn.it,http://www.istitutotrento5.it/,TNIC85200B,4,"

                
ISTITUTO COMPRENSIVO TRENTO 5
            
",/Scuole/ISTITUTO-COMPRENSIVO-TRENTO-584,214
215,Istituzione scolastica e formativa,"Via XXIV Maggio,
    
7 -
    
38051    
BORGO VALSUGANA",+39 0461 753647,+39 0461 753364,degasperi@pec.provincia.tn.it,dir.istalcidedegasperi@scuole.provincia.tn.it,segr.istalcidedegasperi@scuole.provincia.tn.it,http://www.istalcidedegasperi.it,TNIS00200E,9,"

                
ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA
            
",/Scuole/ISTITUTO-DI-ISTRUZIONE-A.-Degasperi-BORGO-VALSUGANA2,215
216,Istituzione scolastica e formativa,"Via Durone,
    
53 -
    
38079    
TIONE DI TRENTO",+39 0465 321735,+39 0465 322811,guetti@pec.provincia.tn.it,dir.guetti@scuole.provincia.tn.it,segr.guetti@scuole.provincia.tn.it,http://www.guetti.tn.it,TNIS00700N,9,"

                
ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO
            
",/Scuole/ISTITUTO-DI-ISTRUZIONE-L.-Guetti-TIONE-DI-TRENTO2,216
217,Istituzione scolastica e formativa,"Via S Pietro,
    
4 -
    
38057    
PERGINE VALSUGANA",+39 0461 511397,+39 0461 531743,curie@pec.provincia.tn.it,dir.curie.pergine@scuole.provincia.tn.it,segr.curie.pergine@scuole.provincia.tn.it,http://www.curiepergine.it,TNIS004006,10,"

                
ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA
            
",/Scuole/ISTITUTO-DI-ISTRUZIONE-M.-Curie-PERGINE-VALSUGANA2,217
218,Circolo di coordinamento pedagogico,"Via Gilli,
    
3 -
    
38121    
TRENTO",+39 0461 496956,+39 0461 499283,circolo.coordinamento06@provincia.tn.it,,circolo.coordinamento06@provincia.tn.it,,,7,"

                
Circolo di coordinamento n. 6
            
",/Scuole/Circolo-di-coordinamento-n.-64,218
219,Circolo di coordinamento pedagogico,"Via Filos,
    
2 -
    
38017    
MEZZOLOMBARDO",+39 0461 494331,+39 0461 494334,circolo.coordinamento07@provincia.tn.it,,circolo.coordinamento07@provincia.tn.it,,,11,"

                
Circolo di coordinamento n. 7
            
",/Scuole/Circolo-di-coordinamento-n.-74,219
220,Istituzione scolastica e formativa,"Via Saibanti,
    
6 -
    
38068    
ROVERETO",+39 0464 434047,,segreteria@lavela.famigliamaterna.it,direzione@lavela.famigliamaterna.it,segreteria@scuolalavela.it,http://www.scuolalavela.it,,2,"

                
SCUOLA PARITARIA LA VELA - FONDAZIONE FAMIGLIA MATERNA - ROVERETO
            
",/Scuole/SCUOLA-PARITARIA-LA-VELA-FONDAZIONE-FAMIGLIA-MATERNA-ROVERETO,220
221,Istituzione scolastica e formativa,"Viale Dei Colli,
    
17 -
    
38068    
ROVERETO",+39 0464 439164,+39 0464 435851,ifpa.rovereto@pec.provincia.tn.it,dir.ifpa.rovereto@scuole.provincia.tn.it,segr.ifpa.rovereto@scuole.provincia.tn.it,http://www.alberghierorovereto.it,TNCF011001,3,"

                
Istituto Formazione Professionale Alberghiero - Rovereto
            
",/Scuole/Istituto-Formazione-Professionale-Alberghiero-Rovereto2,221
222,Istituzione scolastica e formativa,"Via Giovanni Prati,
    
22 -
    
38122    
TRENTO",+39 0461 987180,+39 0461 233877,cfp-upt@pec.it,,segreteria.sede@cfp-upt.it,http://www.cfp-upt.it,,1,"

                
Centro Formazione Professionale UPT - Borgo Valsugana
            
",/Scuole/Centro-Formazione-Professionale-UPT-Borgo-Valsugana2,222
223,Istituzione scolastica e formativa,"Via Ziehl,
    
5 -
    
38056    
LEVICO TERME",+39 0461 706294,+39 0461 702025,ifpa.levicoterme@pec.provincia.tn.it,dir.ifpa.levicoterme@scuole.provincia.tn.it,segr.ifpa.levicoterme@scuole.provincia.tn.it,http://www.alberghierolevico.it,TNCF010001,3,"

                
Istituto Formazione Professionale Alberghiero - Levico
            
",/Scuole/Istituto-Formazione-Professionale-Alberghiero-Levico2,223
224,Istituzione scolastica e formativa,"Via Delle Fonti - Transacqua,
    
10 -
    
38054    
PRIMIERO SAN MARTINO DI CASTROZZA",+39 0439 62435,+39 0439 762466,ic.primiero@pec.provincia.tn.it,dir.icprimiero@scuole.provincia.tn.it,segr.icprimiero@scuole.provincia.tn.it,http://www.scuoleprimiero.it,TNIC810009,9,"

                
ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO
            
",/Scuole/ISTITUTO-COMPRENSIVO-DI-SCUOLA-PRIMARIA-E-SECONDARIA-DI-PRIMIERO2,224
