,Unnamed: 0,school_type,address,phone_number,fax_number,school_email,management_email,office_email,website,miur_code,school_name,school_id,institute_id,institute_id_number,municipalityISTITUTO
358,358,Provincial,"Via Telani, 4",+39 0464 433713,+39 0464 493117,scuolainfanzia.sangiorgio@scuole.provincia.tn.it,,circolo.coordinamento09@provincia.tn.it,,,"SCUOLA DELL'INFANZIA DI ROVERETO SAN GIORGIO ""DON A. ROSSARO""",29401,/Scuole/Circolo-di-coordinamento-n.-94,182,Rovereto
359,359,Provincial,"Frazione Piazza di Terragnolo, 14",+39 0464 436345,+39 0464 493117,scuolainfanzia.terragnolo@scuole.provincia.tn.it,,circolo.coordinamento09@provincia.tn.it,,,SCUOLA DELL'INFANZIA DI TERRAGNOLO PIAZZA,29403,/Scuole/Circolo-di-coordinamento-n.-94,182,Terragnolo
360,360,Provincial,"Via della Cooperazione, 20",+39 0464 917200,+39 0464 493117,scuolainfanzia.tierno@scuole.provincia.tn.it,,circolo.coordinamento09@provincia.tn.it,,,"SCUOLA DELL'INFANZIA DI TIERNO MORI ""IL GIRASOLE""",29404,/Scuole/Circolo-di-coordinamento-n.-94,182,Mori
361,361,Provincial,"Via de Magoa, 24",+39 0462 601631,+39 0462 760001,scuolainfanzia.canazei@scuole.provincia.tn.it,,coordinamento.scuoleladine@provincia.tn.it,,,"SCUOLA DELL'INFANZIA DI CANAZEI ""DON SIMONE MICHELUZZI DE CICIOL""",29406,/Scuole/Coordinamento-pedagogico-scuole-provinciali-dell-infanzia-ladine2,183,Canazei
362,362,Provincial,"Piaza don Giuseppe Antonio Vian - Pozza di Fassa, 3",+39 0462 764828,+39 0462 760001,scuolainfanzia.pera@scuole.provincia.tn.it,,coordinamento.scuoleladine@provincia.tn.it,,,"SCUOLA DELL'INFANZIA DI PERA DI FASSA ""DON EDY CINZOL""",29407,/Scuole/Coordinamento-pedagogico-scuole-provinciali-dell-infanzia-ladine2,183,San Giovanni di Fassa
363,363,Provincial,"Strada Dolomites, 19",+39 0462 768277,+39 0462 760001,scuolainfanzia.soraga@scuole.provincia.tn.it,,coordinamento.scuoleladine@provincia.tn.it,,,SCUOLA DELL'INFANZIA DI SORAGA,29408,/Scuole/Coordinamento-pedagogico-scuole-provinciali-dell-infanzia-ladine2,183,Soraga di Fassa
364,364,Autonomous Manegement,"Via XXIV Maggio, 1",+39 0464 519546,+39 0464 519959,gardascuola@pec.cooperazionetrentina.it,,segreteria@gardascuola.it,http://www.gardascuola.it,TNTN04500G,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,134612,/Scuole/GARDASCUOLA-SOCIETA-COOPERATIVA-SOCIALE-ARCO2,184,Arco
365,365,Autonomous Manegement,"Via XXIV Maggio, 1",+39 0464 519546,+39 0464 519959,gardascuola@pec.cooperazionetrentina.it,,segreteria@gardascuola.it,http://www.gardascuola.it,TNTN04500G,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,29413,/Scuole/GARDASCUOLA-SOCIETA-COOPERATIVA-SOCIALE-ARCO2,184,Arco
366,366,Autonomous Manegement,"Via XXIV Maggio, 1",+39 0464 519546,+39 0464 519959,gardascuola@pec.cooperazionetrentina.it,,segreteria@gardascuola.it,http://www.gardascuola.it,TNPS00500B,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,29414,/Scuole/GARDASCUOLA-SOCIETA-COOPERATIVA-SOCIALE-ARCO2,184,Arco
367,367,Autonomous Manegement,"Via XXIV Maggio, 1",+39 0464 519546,+39 0464 519959,gardascuola@pec.cooperazionetrentina.it,,segreteria@gardascuola.it,http://www.gardascuola.it,TN1E00800N,SCUOLA PRIMARIA GARDASCUOLA ARCO,29415,/Scuole/GARDASCUOLA-SOCIETA-COOPERATIVA-SOCIALE-ARCO2,184,Arco
368,368,Autonomous Manegement,"Via XXIV Maggio, 1",+39 0464 519546,+39 0464 519959,gardascuola@pec.cooperazionetrentina.it,,segreteria@gardascuola.it,http://www.gardascuola.it,TN1M00800V,SCUOLA SECONDARIA DI PRIMO GRADO GARDASCUOLA ARCO,29416,/Scuole/GARDASCUOLA-SOCIETA-COOPERATIVA-SOCIALE-ARCO2,184,Arco
369,369,Autonomous Manegement,"Piazzale Orsi, 1",+39 0464 433484,+39 0464 436873,iscrizioni.veronesi@pec.it,,segreteria.dir@cfpgveronesi.it,http://www.cfpgveronesi.it,TNPSID500S,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE STEAM,29418,/Scuole/Giuseppe-Veronesi-Centro-di-istruzione-scolastica-e-di-formazione-professionale,185,Rovereto
370,370,Autonomous Manegement,"Piazzale Orsi, 1",+39 0464 433484,+39 0464 436873,iscrizioni.veronesi@pec.it,,segreteria.dir@cfpgveronesi.it,http://www.cfpgveronesi.it,TNCF002001,SETTORE INDUSTRIA E ARTIGIANATO,29419,/Scuole/Giuseppe-Veronesi-Centro-di-istruzione-scolastica-e-di-formazione-professionale,185,Rovereto
371,371,Autonomous Manegement,"Piazzale Orsi, 1",+39 0464 433484,+39 0464 436873,iscrizioni.veronesi@pec.it,,segreteria.dir@cfpgveronesi.it,http://www.cfpgveronesi.it,,SETTORE INDUSTRIA E ARTIGIANATO SERALE,29420,/Scuole/Giuseppe-Veronesi-Centro-di-istruzione-scolastica-e-di-formazione-professionale,185,Rovereto
372,372,Provincial,"Via Betta, 9",+39 0464 671027,+39 0464 674138,ic.ala@pec.provincia.tn.it,dir.ic.ala@scuole.provincia.tn.it,segr.ic.ala@scuole.provincia.tn.it,http://www.istitutocomprensivoala.it,TNEE84801T,"SCUOLA PRIMARIA ""A. BETTA"" ALA",29422,/Scuole/ISTITUTO-COMPRENSIVO-ALA-Antonio-Bresciani2,186,Ala
373,373,Provincial,"Via Negrelli - Serravalle, 10",+39 0464 696606,+39 0464 674138,ic.ala@pec.provincia.tn.it,dir.ic.ala@scuole.provincia.tn.it,segr.ic.ala@scuole.provincia.tn.it,http://www.istitutocomprensivoala.it,TNEE84802V,"SCUOLA PRIMARIA ""M.T. DI CALCUTTA"" SERRAVALLE",29423,/Scuole/ISTITUTO-COMPRENSIVO-ALA-Antonio-Bresciani2,186,Ala
374,374,Provincial,"Via Don Anzelini, 2",+39 0464 671119,+39 0464 674138,ic.ala@pec.provincia.tn.it,dir.ic.ala@scuole.provincia.tn.it,segr.ic.ala@scuole.provincia.tn.it,http://www.istitutocomprensivoala.it,TNMM84801R,"SCUOLA SECONDARIA DI PRIMO GRADO ""C. BATTISTI"" ALA",29424,/Scuole/ISTITUTO-COMPRENSIVO-ALA-Antonio-Bresciani2,186,Ala
375,375,Provincial,"Via XXV Aprile, 1",+39 0461 842264,+39 0464 946007,ic.aldeno-mattarello@pec.provincia.tn.it,dir.aldeno.mattarello@scuole.provincia.tn.it,segr.aldeno.mattarello@scuole.provincia.tn.it,http://www.icaldenomattarello.it,TNEE82102V,SCUOLA PRIMARIA ALDENO,29426,/Scuole/ISTITUTO-COMPRENSIVO-ALDENO-MATTARELLO2,187,Aldeno
376,376,Provincial,"Frazione Petrolli, 37",+39 0461 855215,+39 0464 946007,ic.aldeno-mattarello@pec.provincia.tn.it,dir.aldeno.mattarello@scuole.provincia.tn.it,segr.aldeno.mattarello@scuole.provincia.tn.it,http://www.icaldenomattarello.it,TNEE82103X,SCUOLA PRIMARIA CIMONE,29427,/Scuole/ISTITUTO-COMPRENSIVO-ALDENO-MATTARELLO2,187,Cimone
377,377,Provincial,"Via Poli, 11",+39 0461 945376,+39 0464 946007,ic.aldeno-mattarello@pec.provincia.tn.it,dir.aldeno.mattarello@scuole.provincia.tn.it,segr.aldeno.mattarello@scuole.provincia.tn.it,http://www.icaldenomattarello.it,TNEE821041,SCUOLA PRIMARIA MATTARELLO,29428,/Scuole/ISTITUTO-COMPRENSIVO-ALDENO-MATTARELLO2,187,Trento
378,378,Provincial,"Via Ai Comuni, 6",+39 0461 349119,+39 0464 946007,ic.aldeno-mattarello@pec.provincia.tn.it,dir.aldeno.mattarello@scuole.provincia.tn.it,segr.aldeno.mattarello@scuole.provincia.tn.it,http://www.icaldenomattarello.it,TNEE82101T,SCUOLA PRIMARIA ROMAGNANO TRENTO,29429,/Scuole/ISTITUTO-COMPRENSIVO-ALDENO-MATTARELLO2,187,Trento
379,379,Provincial,"Via Della Torre Franca, 1",+39 0461 945237,+39 0464 946007,ic.aldeno-mattarello@pec.provincia.tn.it,dir.aldeno.mattarello@scuole.provincia.tn.it,segr.aldeno.mattarello@scuole.provincia.tn.it,http://www.icaldenomattarello.it,TNMM82102T,"SCUOLA SECONDARIA DI PRIMO GRADO ""A. FOGAZZARO"" MATTARELLO",29430,/Scuole/ISTITUTO-COMPRENSIVO-ALDENO-MATTARELLO2,187,Trento
380,380,Provincial,"Via Alle Albere, 1",+39 0461 842823,+39 0464 946007,ic.aldeno-mattarello@pec.provincia.tn.it,dir.aldeno.mattarello@scuole.provincia.tn.it,segr.aldeno.mattarello@scuole.provincia.tn.it,http://www.icaldenomattarello.it,TNMM82101R,SCUOLA SECONDARIA DI PRIMO GRADO ALDENO,29431,/Scuole/ISTITUTO-COMPRENSIVO-ALDENO-MATTARELLO2,187,Aldeno
381,381,Provincial,"Via Di S Antonio, 21",+39 0463 751261,+39 0463 750043,ic.altavaldisole@pec.provincia.tn.it,dir.icaltavaldisole@scuole.provincia.tn.it,segr.icaltavaldisole@scuole.provincia.tn.it,http://www.icaltavaldisole.it,TNEE832029,"SCUOLA PRIMARIA ""E. BEZZI"" OSSANA",29433,/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VAL-DI-SOLE2,188,Ossana
382,382,Provincial,"Via Rosmini, 6",+39 0463 754498,+39 0463 750043,ic.altavaldisole@pec.provincia.tn.it,dir.icaltavaldisole@scuole.provincia.tn.it,segr.icaltavaldisole@scuole.provincia.tn.it,http://www.icaltavaldisole.it,TNEE83204B,SCUOLA PRIMARIA COGOLO DI PEIO,29434,/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VAL-DI-SOLE2,188,Peio
383,383,Provincial,"Via Del Comun, 5",+39 0463 751129,+39 0463 750043,ic.altavaldisole@pec.provincia.tn.it,dir.icaltavaldisole@scuole.provincia.tn.it,segr.icaltavaldisole@scuole.provincia.tn.it,http://www.icaltavaldisole.it,TNEE83208G,SCUOLA PRIMARIA COMMEZZADURA,29435,/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VAL-DI-SOLE2,188,Commezzadura
384,384,Provincial,"Via Nazionale, 12/C",+39 0364 903859,+39 0463 750043,ic.altavaldisole@pec.provincia.tn.it,dir.icaltavaldisole@scuole.provincia.tn.it,segr.icaltavaldisole@scuole.provincia.tn.it,http://www.icaltavaldisole.it,TNEE83207E,SCUOLA PRIMARIA PASSO TONALE,29436,/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VAL-DI-SOLE2,188,Vermiglio
385,385,Provincial,"Via Dei Baschenis, 7",+39 0463 751018,+39 0463 750043,ic.altavaldisole@pec.provincia.tn.it,dir.icaltavaldisole@scuole.provincia.tn.it,segr.icaltavaldisole@scuole.provincia.tn.it,http://www.icaltavaldisole.it,TNEE83205C,SCUOLA PRIMARIA PELLIZZANO,29437,/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VAL-DI-SOLE2,188,Pellizzano
386,386,Provincial,"Via Senatore Kessler, 5",+39 0463 758373,+39 0463 750043,ic.altavaldisole@pec.provincia.tn.it,dir.icaltavaldisole@scuole.provincia.tn.it,segr.icaltavaldisole@scuole.provincia.tn.it,http://www.icaltavaldisole.it,TNEE83206D,SCUOLA PRIMARIA VERMIGLIO,29438,/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VAL-DI-SOLE2,188,Vermiglio
387,387,Provincial,"Via S Michele, 11",+39 0463 751129,+39 0463 750043,ic.altavaldisole@pec.provincia.tn.it,dir.icaltavaldisole@scuole.provincia.tn.it,segr.icaltavaldisole@scuole.provincia.tn.it,http://www.icaltavaldisole.it,TNMM832017,"SCUOLA SECONDARIA DI PRIMO GRADO ""C. ZANELLA"" FUCINE DI OSSANA",29439,/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VAL-DI-SOLE2,188,Ossana
388,388,Provincial,"Via Degasperi, 4",+39 0464 410475,+39 0461 490699,ic.altavallagarina@pec.provincia.tn.it,dir.ic.altavallagarina@scuole.provincia.tn.it,segr.ic.altavallagarina@scuole.provincia.tn.it,http://www.ic-altavallagarina.it,TNEE86002D,"SCUOLA PRIMARIA ""A.DE VALENTINI"" CALLIANO",29441,/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VALLAGARINA2,189,Calliano
389,389,Provincial,"Via Stazione, 30",+39 0464 410475,+39 0461 490699,ic.altavallagarina@pec.provincia.tn.it,dir.ic.altavallagarina@scuole.provincia.tn.it,segr.ic.altavallagarina@scuole.provincia.tn.it,http://www.ic-altavallagarina.it,TNEE86003E,"SCUOLA PRIMARIA ""G. TOVAZZI"" VOLANO",29442,/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VALLAGARINA2,189,Volano
390,390,Provincial,"Via Degasperi, 2",+39 0464 410475,+39 0461 490699,ic.altavallagarina@pec.provincia.tn.it,dir.ic.altavallagarina@scuole.provincia.tn.it,segr.ic.altavallagarina@scuole.provincia.tn.it,http://www.ic-altavallagarina.it,TNEE86001C,"SCUOLA PRIMARIA ""S. PELLICO"" BESENELLO",29443,/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VALLAGARINA2,189,Besenello
391,391,Provincial,"Via Manzoni, 3",+39 0464 410475,+39 0461 490699,ic.altavallagarina@pec.provincia.tn.it,dir.ic.altavallagarina@scuole.provincia.tn.it,segr.ic.altavallagarina@scuole.provincia.tn.it,http://www.ic-altavallagarina.it,TNMM86001B,"SCUOLA SECONDARIA DI PRIMO GRADO ""ALTA VALLAGARINA"" VOLANO",29444,/Scuole/ISTITUTO-COMPRENSIVO-ALTA-VALLAGARINA2,189,Rovereto
392,392,Provincial,"Via S Osvaldo, 5",+39 0461 556844,+39 0461 558163,ic.pine@pec.provincia.tn.it,dir.ic.altopianodipine@scuole.provincia.tn.it,segr.ic.altopianodipine@scuole.provincia.tn.it,http://www.icpine.eu,TNEE81605E,"SCUOLA PRIMARIA ""ABRAMO ANDREATTA"" BEDOLLO",29446,/Scuole/ISTITUTO-COMPRENSIVO-ALTOPIANO-DI-PINE2,190,Bedollo
393,393,Provincial,"Via delle Scuole, 15",+39 0461 558317,+39 0461 558163,ic.pine@pec.provincia.tn.it,dir.ic.altopianodipine@scuole.provincia.tn.it,segr.ic.altopianodipine@scuole.provincia.tn.it,http://www.icpine.eu,TNEE81601A,"SCUOLA PRIMARIA ""G. DALLAFIOR"" BASELGA DI PINE'",29447,/Scuole/ISTITUTO-COMPRENSIVO-ALTOPIANO-DI-PINE2,190,Baselga di Pinè
394,394,Provincial,"Via della Chiesa, 3",+39 0461 558300,+39 0461 558163,ic.pine@pec.provincia.tn.it,dir.ic.altopianodipine@scuole.provincia.tn.it,segr.ic.altopianodipine@scuole.provincia.tn.it,http://www.icpine.eu,TNEE81602B,"SCUOLA PRIMARIA ""G. VERDI"" MIOLA BASELGA DI PINE'",29448,/Scuole/ISTITUTO-COMPRENSIVO-ALTOPIANO-DI-PINE2,190,Baselga di Pinè
395,395,Provincial,"Via del XXVI Maggio - Baselga, 6",+39 0461 557138,+39 0461 558163,ic.pine@pec.provincia.tn.it,dir.ic.altopianodipine@scuole.provincia.tn.it,segr.ic.altopianodipine@scuole.provincia.tn.it,http://www.icpine.eu,TNMM816019,"SCUOLA SECONDARIA DI PRIMO GRADO ""DON GIUSEPPE TARTER""BASELGA DI PINE'",29449,/Scuole/ISTITUTO-COMPRENSIVO-ALTOPIANO-DI-PINE2,190,Baselga di Pinè
396,396,Provincial,"Via Nas, 28",+39 0464 516122,+39 0464 517064,ic.arco@pec.provincia.tn.it,dir.ic.arco@scuole.provincia.tn.it,segr.ic.arco@scuole.provincia.tn.it,http://www.icarco.edu.it,TNEE840039,"SCUOLA PRIMARIA ""G. SEGANTINI"" ARCO",29451,/Scuole/ISTITUTO-COMPRENSIVO-ARCO2,191,Arco
397,397,Provincial,"Viale Stazione, 2",+39 0464 518610,+39 0464 517064,ic.arco@pec.provincia.tn.it,dir.ic.arco@scuole.provincia.tn.it,segr.ic.arco@scuole.provincia.tn.it,http://www.icarco.edu.it,TNEE840017,SCUOLA PRIMARIA BOLOGNANO,29452,/Scuole/ISTITUTO-COMPRENSIVO-ARCO2,191,Arco
398,398,Provincial,"Via Maffei - San Martino, 2",+39 0464 516679,+39 0464 517064,ic.arco@pec.provincia.tn.it,dir.ic.arco@scuole.provincia.tn.it,segr.ic.arco@scuole.provincia.tn.it,http://www.icarco.edu.it,TNEE840028,SCUOLA PRIMARIA MASSONE,29453,/Scuole/ISTITUTO-COMPRENSIVO-ARCO2,191,Arco
399,399,Provincial,"Via Fossa, 8",+39 0464 516187,+39 0464 517064,ic.arco@pec.provincia.tn.it,dir.ic.arco@scuole.provincia.tn.it,segr.ic.arco@scuole.provincia.tn.it,http://www.icarco.edu.it,TNEE84004A,SCUOLA PRIMARIA ROMARZOLLO,29454,/Scuole/ISTITUTO-COMPRENSIVO-ARCO2,191,Arco
400,400,Provincial,"Localita Prabi,",+39 0464 516429,+39 0464 517064,ic.arco@pec.provincia.tn.it,dir.ic.arco@scuole.provincia.tn.it,segr.ic.arco@scuole.provincia.tn.it,http://www.icarco.edu.it,TNMM840016,"SCUOLA SECONDARIA DI PRIMO GRADO ""N. D'ARCO"" ARCO",29455,/Scuole/ISTITUTO-COMPRENSIVO-ARCO2,191,Arco
401,401,Provincial,"Via Monte Cristallo, 2",+39 0461 532261,+39 0461 533167,ic.pergine1@pec.provincia.tn.it,dir.ic.pergine1@scuole.provincia.tn.it,segr.ic.pergine1@scuole.provincia.tn.it,http://www.icpergine1.it/,TNEE81402Q,"SCUOLA PRIMARIA ""DON L. MILANI"" PERGINE VALSUGANA",29607,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-12,192,Pergine Valsugana
402,402,Provincial,"Via Delle Scuole, 4",+39 0461 532261,+39 0461 533167,ic.pergine1@pec.provincia.tn.it,dir.ic.pergine1@scuole.provincia.tn.it,segr.ic.pergine1@scuole.provincia.tn.it,http://www.icpergine1.it/,TNEE81403R,SCUOLA PRIMARIA CANEZZA,29608,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-12,192,Pergine Valsugana
403,403,Provincial,"Maso Ronca, 1",+39 0461 532261,+39 0461 533167,ic.pergine1@pec.provincia.tn.it,dir.ic.pergine1@scuole.provincia.tn.it,segr.ic.pergine1@scuole.provincia.tn.it,http://www.icpergine1.it/,TNEE81401P,SCUOLA PRIMARIA S.FELICE FIEROZZO,29609,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-12,192,Fierozzo
404,404,Provincial,"Localita Pintarei, 21",+39 0461 532261,+39 0461 533167,ic.pergine1@pec.provincia.tn.it,dir.ic.pergine1@scuole.provincia.tn.it,segr.ic.pergine1@scuole.provincia.tn.it,http://www.icpergine1.it/,TNEE81406X,SCUOLA PRIMARIA SANT'ORSOLA,29610,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-12,192,Sant'Orsola Terme
405,405,Provincial,"Via Dei Spiazzi, 3",+39 0461 532261,+39 0461 533167,ic.pergine1@pec.provincia.tn.it,dir.ic.pergine1@scuole.provincia.tn.it,segr.ic.pergine1@scuole.provincia.tn.it,http://www.icpergine1.it/,TNEE814071,SCUOLA PRIMARIA ZIVIGNAGO,29611,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-12,192,Pergine Valsugana
406,406,Provincial,"Via Caduti, 39",+39 0461 532261,+39 0461 533167,ic.pergine1@pec.provincia.tn.it,dir.ic.pergine1@scuole.provincia.tn.it,segr.ic.pergine1@scuole.provincia.tn.it,http://www.icpergine1.it/,TNMM81401N,"SCUOLA SECONDARIA DI PRIMO GRADO ""C. ANDREATTA"" PERGINE VALSUGANA",29612,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-12,192,Pergine Valsugana
407,407,Provincial,"Via Chimelli, 10",+39 0461 512312,+39 0461 530043,ic.pergine2@pec.provincia.tn.it,dir.freinet@scuole.provincia.tn.it,segr.freinet@scuole.provincia.tn.it,http://www.icpergine2.it,TNEE81501E,"SCUOLA PRIMARIA ""G. RODARI"" PERGINE VALSUGANA",29614,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-2-C.-Freinet2,193,Pergine Valsugana
408,408,Provincial,"Viale delle Nazioni Unite, 44",+39 0461 512312,+39 0461 530043,ic.pergine2@pec.provincia.tn.it,dir.freinet@scuole.provincia.tn.it,segr.freinet@scuole.provincia.tn.it,http://www.icpergine2.it,TNEE81502G,SCUOLA PRIMARIA CANALE,29615,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-2-C.-Freinet2,193,Pergine Valsugana
409,409,Provincial,"Via D Oltrefersina, 149",+39 0461 512312,+39 0461 530043,ic.pergine2@pec.provincia.tn.it,dir.freinet@scuole.provincia.tn.it,segr.freinet@scuole.provincia.tn.it,http://www.icpergine2.it,TNEE81504N,SCUOLA PRIMARIA MADRANO,29616,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-2-C.-Freinet2,193,Pergine Valsugana
410,410,Provincial,"Via Don Sopperra, 61",+39 0461 512312,+39 0461 530043,ic.pergine2@pec.provincia.tn.it,dir.freinet@scuole.provincia.tn.it,segr.freinet@scuole.provincia.tn.it,http://www.icpergine2.it,TNEE81503L,SCUOLA PRIMARIA SUSA',29617,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-2-C.-Freinet2,193,Pergine Valsugana
411,411,Provincial,"Via Amstetten, 4",+39 0461 512312,+39 0461 530043,ic.pergine2@pec.provincia.tn.it,dir.freinet@scuole.provincia.tn.it,segr.freinet@scuole.provincia.tn.it,http://www.icpergine2.it,TNMM81501D,"SCUOLA SECONDARIA DI PRIMO GRADO ""T. GARBARI"" PERGINE VALSUGANA",29618,/Scuole/ISTITUTO-COMPRENSIVO-PERGINE-2-C.-Freinet2,193,Pergine Valsugana
412,412,Provincial,"Via Fia, 11/A",+39 0462 813197,+39 0462 500023,ic.predazzo@pec.provincia.tn.it,dir.ic.predazzo@scuole.provincia.tn.it,segr.ic.predazzo@scuole.provincia.tn.it,http://www.ic-predazzotesero.it,TNEE80804E,"SCUOLA PRIMARIA ""G. MANEGA"" TESERO",29620,/Scuole/ISTITUTO-COMPRENSIVO-PREDAZZO-TESERO-PANCHIA-ZIANO2,194,Tesero
413,413,Provincial,"Piazza Italia, 4",+39 0462 571163,+39 0462 500023,ic.predazzo@pec.provincia.tn.it,dir.ic.predazzo@scuole.provincia.tn.it,segr.ic.predazzo@scuole.provincia.tn.it,http://www.ic-predazzotesero.it,TNEE80802C,"SCUOLA PRIMARIA ""I. MASIA"" ZIANO DI FIEMME",29621,/Scuole/ISTITUTO-COMPRENSIVO-PREDAZZO-TESERO-PANCHIA-ZIANO2,194,Ziano di Fiemme
414,414,Provincial,"Corso Degasperi, 8",+39 0462 501131,+39 0462 500023,ic.predazzo@pec.provincia.tn.it,dir.ic.predazzo@scuole.provincia.tn.it,segr.ic.predazzo@scuole.provincia.tn.it,http://www.ic-predazzotesero.it,TNEE80801B,"SCUOLA PRIMARIA ""M. MORANDINI DEGASPERI"" PREDAZZO",29622,/Scuole/ISTITUTO-COMPRENSIVO-PREDAZZO-TESERO-PANCHIA-ZIANO2,194,Predazzo
415,415,Provincial,"Via Fia, 11/A",+39 0462 501131,+39 0462 500023,ic.predazzo@pec.provincia.tn.it,dir.ic.predazzo@scuole.provincia.tn.it,segr.ic.predazzo@scuole.provincia.tn.it,http://www.ic-predazzotesero.it,TNMM80802B,"SCUOLA SECONDARIA DI PRIMO GRADO ""G. ALBERTI"" TESERO",29623,/Scuole/ISTITUTO-COMPRENSIVO-PREDAZZO-TESERO-PANCHIA-ZIANO2,194,Tesero
416,416,Provincial,"Via Vardabasso, 3",+39 0462 501131,+39 0462 500023,ic.predazzo@pec.provincia.tn.it,dir.ic.predazzo@scuole.provincia.tn.it,segr.ic.predazzo@scuole.provincia.tn.it,http://www.ic-predazzotesero.it,TNMM80801A,"SCUOLA SECONDARIA DI PRIMO GRADO ""MARZARI PENCATI"" PREDAZZO",29624,/Scuole/ISTITUTO-COMPRENSIVO-PREDAZZO-TESERO-PANCHIA-ZIANO2,194,Predazzo
417,417,Provincial,"Largo Caduti delle Foibe, 3",+39 0464 552170,+39 0464 520789,ic.riva2@pec.provincia.tn.it,dir.ic.riva2@scuole.provincia.tn.it,segr.ic.riva2@scuole.provincia.tn.it,http://www.riva2.it,TNEE84201V,"SCUOLA PRIMARIA ""A. ZADRA"" RIONE DEGASPERI RIVA DEL GARDA",29632,/Scuole/ISTITUTO-COMPRENSIVO-RIVA-2-L.-Pizzini2,195,Riva del Garda
418,418,Provincial,"Piazza della Chiesa, 13",+39 0464 552170,+39 0464 520789,ic.riva2@pec.provincia.tn.it,dir.ic.riva2@scuole.provincia.tn.it,segr.ic.riva2@scuole.provincia.tn.it,http://www.riva2.it,TNEE842031,"SCUOLA PRIMARIA ""G. FEDRIGONI"" VARONE RIVA DEL GARDA",29633,/Scuole/ISTITUTO-COMPRENSIVO-RIVA-2-L.-Pizzini2,195,Riva del Garda
419,419,Provincial,"Via dei laghi, 47",+39 0464 552170,+39 0464 520789,ic.riva2@pec.provincia.tn.it,dir.ic.riva2@scuole.provincia.tn.it,segr.ic.riva2@scuole.provincia.tn.it,http://www.riva2.it,TNEE84202X,"SCUOLA PRIMARIA ""O. LUCCHI"" TENNO",29634,/Scuole/ISTITUTO-COMPRENSIVO-RIVA-2-L.-Pizzini2,195,Tenno
420,420,Provincial,"Piazza Contini, 8",+39 0464 552170,+39 0464 520789,ic.riva2@pec.provincia.tn.it,dir.ic.riva2@scuole.provincia.tn.it,segr.ic.riva2@scuole.provincia.tn.it,http://www.riva2.it,TNMM84201T,"SCUOLA SECONDARIA DI PRIMO GRADO ""S. SIGHELE"" RIVA DEL GARDA",29635,/Scuole/ISTITUTO-COMPRENSIVO-RIVA-2-L.-Pizzini2,195,Riva del Garda
421,421,Provincial,"Via Romani, 42/1",+39 0464 420759,+39 0464 480415,ic.roveretonord@pec.provincia.tn.it,dir.ic.roveretonord@scuole.provincia.tn.it,segr.ic.roveretonord@scuole.provincia.tn.it,http://www.icroveretonord.it,TNEE85905C,"SCUOLA PRIMARIA ""D. CHIESA"" NORIGLIO",29644,/Scuole/ISTITUTO-COMPRENSIVO-ROVERETO-NORD2,196,Rovereto
422,422,Provincial,"Via Puccini, 22",+39 0464 420759,+39 0464 480415,ic.roveretonord@pec.provincia.tn.it,dir.ic.roveretonord@scuole.provincia.tn.it,segr.ic.roveretonord@scuole.provincia.tn.it,http://www.icroveretonord.it,TNEE85903A,"SCUOLA PRIMARIA ""M. K. GANDHI"" ROVERETO",29645,/Scuole/ISTITUTO-COMPRENSIVO-ROVERETO-NORD2,196,Rovereto
423,423,Provincial,"Corso Bettini, 67",+39 0464 420759,+39 0464 480415,ic.roveretonord@pec.provincia.tn.it,dir.ic.roveretonord@scuole.provincia.tn.it,segr.ic.roveretonord@scuole.provincia.tn.it,http://www.icroveretonord.it,TNMM859017,"SCUOLA SECONDARIA DI PRIMO GRADO ""L. NEGRELLI"" ROVERETO",29646,/Scuole/ISTITUTO-COMPRENSIVO-ROVERETO-NORD2,196,Rovereto
